Refractive index of gold at +59K
lambda [um]	n	k
0.55043	0.34564	2.48340
0.55212	0.33730	2.51112
0.55381	0.32938	2.53845
0.55550	0.32187	2.56540
0.55719	0.31472	2.59199
0.55888	0.30793	2.61821
0.56057	0.30146	2.64410
0.56225	0.29530	2.66965
0.56394	0.28942	2.69488
0.56563	0.28382	2.71979
0.56732	0.27848	2.74441
0.56901	0.27337	2.76874
0.57070	0.26849	2.79279
0.57239	0.26383	2.81657
0.57408	0.25937	2.84009
0.57577	0.25510	2.86336
0.57746	0.25101	2.88638
0.57915	0.24710	2.90916
0.58084	0.24334	2.93172
0.58253	0.23975	2.95405
0.58422	0.23630	2.97617
0.58591	0.23299	2.99809
0.58760	0.22981	3.01980
0.58929	0.22676	3.04132
0.59098	0.22382	3.06265
0.59267	0.22101	3.08380
0.59436	0.21830	3.10477
0.59605	0.21570	3.12557
0.59774	0.21319	3.14620
0.59943	0.21078	3.16667
0.60112	0.20847	3.18699
0.60281	0.20624	3.20715
0.60450	0.20409	3.22717
0.60619	0.20202	3.24704
0.60788	0.20003	3.26677
0.60957	0.19811	3.28637
0.61126	0.19627	3.30584
0.61295	0.19449	3.32518
0.61464	0.19277	3.34440
0.61633	0.19112	3.36349
0.61801	0.18952	3.38247
0.61970	0.18799	3.40133
0.62139	0.18651	3.42008
0.62308	0.18508	3.43873
0.62477	0.18370	3.45726
0.62646	0.18237	3.47570
0.62815	0.18109	3.49403
0.62984	0.17986	3.51227
0.63153	0.17867	3.53041
0.63322	0.17752	3.54846
0.63491	0.17641	3.56642
0.63660	0.17534	3.58429
0.63829	0.17432	3.60207
0.63998	0.17332	3.61977
0.64167	0.17237	3.63739
0.64336	0.17144	3.65492
0.64505	0.17056	3.67238
0.64674	0.16970	3.68977
0.64843	0.16887	3.70707
0.65012	0.16808	3.72431
0.65181	0.16731	3.74147
0.65350	0.16658	3.75857
0.65519	0.16587	3.77559
0.65688	0.16518	3.79255
0.65857	0.16453	3.80945
0.66026	0.16390	3.82628
0.66195	0.16329	3.84305
0.66364	0.16270	3.85975
0.66533	0.16214	3.87640
0.66702	0.16160	3.89299
0.66871	0.16109	3.90952
0.67040	0.16059	3.92600
0.67209	0.16011	3.94242
0.67378	0.15966	3.95879
0.67546	0.15922	3.97510
0.67715	0.15880	3.99136
0.67884	0.15840	4.00758
0.68053	0.15802	4.02374
0.68222	0.15766	4.03985
0.68391	0.15731	4.05592
0.68560	0.15698	4.07194
0.68729	0.15666	4.08792
0.68898	0.15636	4.10384
0.69067	0.15608	4.11973
0.69236	0.15581	4.13557
0.69405	0.15556	4.15137
0.69574	0.15531	4.16713
0.69743	0.15509	4.18285
0.69912	0.15487	4.19852
0.70081	0.15467	4.21416
0.70250	0.15449	4.22976
0.70419	0.15431	4.24532
0.70588	0.15415	4.26084
0.70757	0.15400	4.27633
0.70926	0.15386	4.29178
0.71095	0.15373	4.30720
0.71264	0.15361	4.32258
0.71433	0.15350	4.33793
0.71602	0.15341	4.35324
0.71771	0.15332	4.36852
0.71940	0.15325	4.38377
0.72109	0.15318	4.39898
0.72278	0.15313	4.41417
0.72447	0.15308	4.42932
0.72616	0.15304	4.44444
0.72785	0.15302	4.45953
0.72954	0.15300	4.47460
0.73122	0.15299	4.48963
0.73291	0.15299	4.50464
0.73460	0.15300	4.51962
0.73629	0.15301	4.53457
0.73798	0.15303	4.54949
0.73967	0.15307	4.56439
0.74136	0.15311	4.57926
0.74305	0.15315	4.59410
0.74474	0.15321	4.60892
0.74643	0.15327	4.62372
0.74812	0.15334	4.63849
0.74981	0.15342	4.65323
0.75150	0.15350	4.66795
0.75319	0.15359	4.68265
0.75488	0.15369	4.69732
0.75657	0.15379	4.71198
0.75826	0.15390	4.72660
0.75995	0.15401	4.74121
0.76164	0.15414	4.75579
0.76333	0.15427	4.77036
0.76502	0.15440	4.78490
0.76671	0.15454	4.79942
0.76840	0.15469	4.81392
0.77009	0.15484	4.82840
0.77178	0.15500	4.84286
0.77347	0.15516	4.85730
0.77516	0.15533	4.87172
0.77685	0.15550	4.88612
0.77854	0.15568	4.90050
0.78023	0.15587	4.91486
0.78192	0.15606	4.92920
0.78361	0.15625	4.94353
0.78530	0.15645	4.95783
0.78699	0.15666	4.97212
0.78867	0.15687	4.98640
0.79036	0.15708	5.00065
0.79205	0.15730	5.01489
0.79374	0.15752	5.02911
0.79543	0.15775	5.04331
0.79712	0.15798	5.05750
0.79881	0.15822	5.07167
0.80050	0.15846	5.08582
0.80219	0.15871	5.09996
0.80388	0.15896	5.11409
0.80557	0.15921	5.12819
0.80726	0.15947	5.14229
0.80895	0.15973	5.15636
0.81064	0.16000	5.17043
0.81233	0.16027	5.18447
0.81402	0.16054	5.19851
0.81571	0.16082	5.21253
0.81740	0.16110	5.22653
0.81909	0.16139	5.24052
0.82078	0.16168	5.25450
0.82247	0.16197	5.26846
0.82416	0.16227	5.28241
0.82585	0.16257	5.29635
0.82754	0.16287	5.31027
0.82923	0.16318	5.32418
0.83092	0.16349	5.33808
0.83261	0.16381	5.35196
0.83430	0.16412	5.36583
0.83599	0.16445	5.37969
0.83768	0.16477	5.39354
0.83937	0.16510	5.40737
0.84106	0.16543	5.42119
0.84275	0.16576	5.43500
0.84443	0.16610	5.44880
0.84612	0.16644	5.46259
0.84781	0.16678	5.47636
0.84950	0.16713	5.49013
0.85119	0.16748	5.50388
0.85288	0.16783	5.51762
0.85457	0.16819	5.53135
0.85626	0.16855	5.54507
0.85795	0.16891	5.55878
0.85964	0.16927	5.57248
0.86133	0.16964	5.58617
0.86302	0.17001	5.59984
0.86471	0.17038	5.61351
0.86640	0.17076	5.62716
0.86809	0.17113	5.64081
0.86978	0.17151	5.65445
0.87147	0.17190	5.66807
0.87316	0.17228	5.68169
0.87485	0.17267	5.69530
0.87654	0.17306	5.70889
0.87823	0.17346	5.72248
0.87992	0.17385	5.73606
