Refractive index of gold at +70K
lambda [um]	n	k
0.55043	0.34737	2.48654
0.55212	0.33901	2.51423
0.55381	0.33107	2.54154
0.55550	0.32353	2.56846
0.55719	0.31636	2.59502
0.55888	0.30954	2.62123
0.56057	0.30305	2.64710
0.56225	0.29687	2.67263
0.56394	0.29097	2.69784
0.56563	0.28535	2.72275
0.56732	0.27999	2.74736
0.56901	0.27487	2.77168
0.57070	0.26997	2.79572
0.57239	0.26529	2.81949
0.57408	0.26082	2.84300
0.57577	0.25653	2.86626
0.57746	0.25243	2.88928
0.57915	0.24850	2.91206
0.58084	0.24474	2.93461
0.58253	0.24113	2.95694
0.58422	0.23767	2.97906
0.58591	0.23435	3.00098
0.58760	0.23116	3.02269
0.58929	0.22810	3.04421
0.59098	0.22516	3.06554
0.59267	0.22233	3.08669
0.59436	0.21962	3.10767
0.59605	0.21701	3.12847
0.59774	0.21450	3.14911
0.59943	0.21208	3.16958
0.60112	0.20976	3.18990
0.60281	0.20752	3.21007
0.60450	0.20537	3.23009
0.60619	0.20329	3.24997
0.60788	0.20130	3.26971
0.60957	0.19938	3.28932
0.61126	0.19752	3.30879
0.61295	0.19574	3.32814
0.61464	0.19402	3.34736
0.61633	0.19236	3.36647
0.61801	0.19077	3.38545
0.61970	0.18923	3.40432
0.62139	0.18774	3.42308
0.62308	0.18631	3.44173
0.62477	0.18493	3.46028
0.62646	0.18360	3.47873
0.62815	0.18232	3.49707
0.62984	0.18108	3.51532
0.63153	0.17989	3.53347
0.63322	0.17874	3.55153
0.63491	0.17763	3.56950
0.63660	0.17656	3.58738
0.63829	0.17553	3.60517
0.63998	0.17454	3.62288
0.64167	0.17358	3.64051
0.64336	0.17266	3.65806
0.64505	0.17177	3.67553
0.64674	0.17091	3.69292
0.64843	0.17009	3.71024
0.65012	0.16929	3.72749
0.65181	0.16853	3.74467
0.65350	0.16779	3.76177
0.65519	0.16708	3.77881
0.65688	0.16640	3.79578
0.65857	0.16574	3.81269
0.66026	0.16511	3.82953
0.66195	0.16450	3.84631
0.66364	0.16392	3.86303
0.66533	0.16336	3.87970
0.66702	0.16282	3.89630
0.66871	0.16231	3.91284
0.67040	0.16181	3.92933
0.67209	0.16134	3.94577
0.67378	0.16088	3.96215
0.67546	0.16045	3.97847
0.67715	0.16003	3.99475
0.67884	0.15963	4.01098
0.68053	0.15925	4.02715
0.68222	0.15889	4.04328
0.68391	0.15854	4.05936
0.68560	0.15821	4.07540
0.68729	0.15790	4.09138
0.68898	0.15760	4.10733
