Refractive index of gold at +40K
lambda [um]	n	k
0.55043	0.33921	2.48251
0.55212	0.33101	2.51021
0.55381	0.32323	2.53751
0.55550	0.31584	2.56443
0.55719	0.30881	2.59098
0.55888	0.30213	2.61717
0.56057	0.29577	2.64301
0.56225	0.28972	2.66853
0.56394	0.28394	2.69372
0.56563	0.27844	2.71860
0.56732	0.27318	2.74318
0.56901	0.26816	2.76747
0.57070	0.26337	2.79148
0.57239	0.25878	2.81522
0.57408	0.25440	2.83869
0.57577	0.25020	2.86192
0.57746	0.24619	2.88490
0.57915	0.24234	2.90764
0.58084	0.23865	2.93016
0.58253	0.23511	2.95245
0.58422	0.23172	2.97453
0.58591	0.22847	2.99640
0.58760	0.22535	3.01808
0.58929	0.22235	3.03956
0.59098	0.21946	3.06085
0.59267	0.21670	3.08196
0.59436	0.21404	3.10289
0.59605	0.21148	3.12365
0.59774	0.20902	3.14425
0.59943	0.20665	3.16468
0.60112	0.20437	3.18496
0.60281	0.20218	3.20509
0.60450	0.20007	3.22507
0.60619	0.19804	3.24490
0.60788	0.19608	3.26460
0.60957	0.19420	3.28416
0.61126	0.19238	3.30360
0.61295	0.19063	3.32290
0.61464	0.18895	3.34208
0.61633	0.18732	3.36114
0.61801	0.18575	3.38009
0.61970	0.18424	3.39891
0.62139	0.18279	3.41763
0.62308	0.18138	3.43624
0.62477	0.18003	3.45475
0.62646	0.17873	3.47315
0.62815	0.17747	3.49145
0.62984	0.17625	3.50966
0.63153	0.17508	3.52777
0.63322	0.17395	3.54579
0.63491	0.17287	3.56371
0.63660	0.17182	3.58155
0.63829	0.17080	3.59931
0.63998	0.16983	3.61698
0.64167	0.16889	3.63456
0.64336	0.16798	3.65207
0.64505	0.16711	3.66950
0.64674	0.16626	3.68686
0.64843	0.16545	3.70414
0.65012	0.16467	3.72134
0.65181	0.16392	3.73848
0.65350	0.16319	3.75554
0.65519	0.16249	3.77254
0.65688	0.16182	3.78948
0.65857	0.16118	3.80634
0.66026	0.16055	3.82315
0.66195	0.15996	3.83989
0.66364	0.15938	3.85657
0.66533	0.15883	3.87319
0.66702	0.15830	3.88976
0.66871	0.15779	3.90626
0.67040	0.15730	3.92271
0.67209	0.15683	3.93911
0.67378	0.15638	3.95545
0.67546	0.15595	3.97174
0.67715	0.15554	3.98798
0.67884	0.15515	4.00417
0.68053	0.15477	4.02031
0.68222	0.15441	4.03640
0.68391	0.15407	4.05244
0.68560	0.15374	4.06844
0.68729	0.15343	4.08439
0.68898	0.15314	4.10029
0.69067	0.15286	4.11616
0.69236	0.15259	4.13198
0.69405	0.15234	4.14775
0.69574	0.15210	4.16349
0.69743	0.15188	4.17918
