Refractive index of gold at +3K
lambda [um]	n	k
0.55043	0.33275	2.48612
0.55212	0.32446	2.51381
0.55381	0.31661	2.54110
0.55550	0.30915	2.56800
0.55719	0.30207	2.59453
0.55888	0.29535	2.62070
0.56057	0.28895	2.64652
0.56225	0.28286	2.67200
0.56394	0.27706	2.69716
0.56563	0.27153	2.72200
0.56732	0.26626	2.74655
0.56901	0.26123	2.77080
0.57070	0.25643	2.79476
0.57239	0.25184	2.81846
0.57408	0.24745	2.84189
0.57577	0.24326	2.86507
0.57746	0.23924	2.88800
0.57915	0.23540	2.91070
0.58084	0.23172	2.93316
0.58253	0.22819	2.95540
0.58422	0.22481	2.97743
0.58591	0.22157	2.99925
0.58760	0.21846	3.02087
0.58929	0.21548	3.04230
0.59098	0.21261	3.06353
0.59267	0.20986	3.08459
0.59436	0.20722	3.10546
0.59605	0.20468	3.12617
0.59774	0.20223	3.14671
0.59943	0.19988	3.16709
0.60112	0.19763	3.18731
0.60281	0.19545	3.20738
0.60450	0.19336	3.22730
0.60619	0.19135	3.24708
0.60788	0.18941	3.26673
0.60957	0.18754	3.28623
0.61126	0.18575	3.30561
0.61295	0.18402	3.32486
0.61464	0.18235	3.34398
0.61633	0.18074	3.36299
0.61801	0.17920	3.38188
0.61970	0.17770	3.40065
0.62139	0.17627	3.41932
0.62308	0.17488	3.43787
0.62477	0.17355	3.45633
0.62646	0.17226	3.47468
0.62815	0.17102	3.49293
0.62984	0.16982	3.51108
0.63153	0.16867	3.52914
0.63322	0.16755	3.54710
0.63491	0.16648	3.56498
0.63660	0.16545	3.58277
0.63829	0.16445	3.60047
0.63998	0.16349	3.61809
0.64167	0.16257	3.63563
0.64336	0.16167	3.65309
0.64505	0.16081	3.67048
0.64674	0.15999	3.68778
0.64843	0.15919	3.70501
0.65012	0.15842	3.72218
0.65181	0.15768	3.73927
0.65350	0.15697	3.75629
0.65519	0.15628	3.77324
0.65688	0.15562	3.79013
0.65857	0.15499	3.80695
0.66026	0.15437	3.82371
0.66195	0.15379	3.84041
0.66364	0.15322	3.85705
0.66533	0.15268	3.87363
0.66702	0.15216	3.89015
0.66871	0.15166	3.90662
0.67040	0.15118	3.92303
0.67209	0.15072	3.93938
0.67378	0.15028	3.95569
0.67546	0.14986	3.97194
0.67715	0.14946	3.98814
0.67884	0.14907	4.00429
0.68053	0.14870	4.02039
0.68222	0.14835	4.03644
0.68391	0.14801	4.05245
0.68560	0.14769	4.06841
0.68729	0.14739	4.08432
0.68898	0.14710	4.10019
0.69067	0.14682	4.11602
0.69236	0.14656	4.13181
0.69405	0.14631	4.14755
0.69574	0.14608	4.16325
0.69743	0.14586	4.17891
