Refractive index of gold at +48K
lambda [um]	n	k
0.55043	0.34225	2.48164
0.55212	0.33397	2.50938
0.55381	0.32611	2.53673
0.55550	0.31865	2.56370
0.55719	0.31156	2.59029
0.55888	0.30481	2.61653
0.56057	0.29839	2.64242
0.56225	0.29228	2.66797
0.56394	0.28645	2.69321
0.56563	0.28089	2.71813
0.56732	0.27559	2.74275
0.56901	0.27052	2.76708
0.57070	0.26568	2.79113
0.57239	0.26106	2.81490
0.57408	0.25663	2.83842
0.57577	0.25240	2.86168
0.57746	0.24834	2.88470
0.57915	0.24446	2.90748
0.58084	0.24074	2.93003
0.58253	0.23717	2.95235
0.58422	0.23375	2.97447
0.58591	0.23046	2.99637
0.58760	0.22731	3.01808
0.58929	0.22428	3.03959
0.59098	0.22138	3.06091
0.59267	0.21858	3.08205
0.59436	0.21590	3.10301
0.59605	0.21332	3.12380
0.59774	0.21084	3.14442
0.59943	0.20845	3.16488
0.60112	0.20615	3.18519
0.60281	0.20394	3.20534
0.60450	0.20181	3.22535
0.60619	0.19976	3.24521
0.60788	0.19779	3.26493
0.60957	0.19589	3.28452
0.61126	0.19405	3.30397
0.61295	0.19229	3.32330
0.61464	0.19059	3.34250
0.61633	0.18895	3.36159
0.61801	0.18737	3.38055
0.61970	0.18585	3.39940
0.62139	0.18438	3.41814
0.62308	0.18296	3.43677
0.62477	0.18160	3.45530
0.62646	0.18028	3.47372
0.62815	0.17901	3.49204
0.62984	0.17779	3.51027
0.63153	0.17661	3.52839
0.63322	0.17547	3.54643
0.63491	0.17437	3.56438
0.63660	0.17331	3.58223
0.63829	0.17229	3.60000
0.63998	0.17131	3.61769
0.64167	0.17036	3.63530
0.64336	0.16945	3.65282
0.64505	0.16857	3.67027
0.64674	0.16772	3.68764
0.64843	0.16690	3.70493
0.65012	0.16611	3.72216
0.65181	0.16535	3.73931
0.65350	0.16462	3.75639
0.65519	0.16392	3.77340
0.65688	0.16324	3.79035
0.65857	0.16259	3.80723
0.66026	0.16196	3.82405
0.66195	0.16136	3.84080
0.66364	0.16078	3.85750
0.66533	0.16022	3.87413
0.66702	0.15969	3.89071
0.66871	0.15917	3.90723
0.67040	0.15868	3.92369
0.67209	0.15821	3.94010
0.67378	0.15776	3.95646
0.67546	0.15732	3.97276
0.67715	0.15691	3.98901
0.67884	0.15651	4.00521
0.68053	0.15613	4.02136
0.68222	0.15577	4.03747
0.68391	0.15543	4.05352
0.68560	0.15510	4.06953
0.68729	0.15479	4.08549
0.68898	0.15449	4.10141
0.69067	0.15421	4.11728
0.69236	0.15394	4.13311
0.69405	0.15368	4.14890
0.69574	0.15344	4.16464
0.69743	0.15322	4.18035
0.69912	0.15301	4.19602
0.70081	0.15281	4.21164
0.70250	0.15262	4.22723
0.70419	0.15245	4.24278
0.70588	0.15228	4.25829
0.70757	0.15213	4.27376
0.70926	0.15199	4.28920
0.71095	0.15186	4.30461
0.71264	0.15175	4.31998
0.71433	0.15164	4.33531
0.71602	0.15155	4.35061
0.71771	0.15146	4.36588
0.71940	0.15138	4.38112
0.72109	0.15132	4.39632
0.72278	0.15126	4.41149
0.72447	0.15122	4.42664
0.72616	0.15118	4.44175
0.72785	0.15115	4.45683
0.72954	0.15113	4.47188
0.73122	0.15112	4.48691
0.73291	0.15112	4.50190
0.73460	0.15113	4.51687
0.73629	0.15114	4.53181
0.73798	0.15116	4.54672
0.73967	0.15119	4.56161
0.74136	0.15123	4.57647
0.74305	0.15128	4.59130
0.74474	0.15133	4.60611
0.74643	0.15139	4.62089
0.74812	0.15146	4.63565
0.74981	0.15153	4.65038
0.75150	0.15161	4.66509
0.75319	0.15170	4.67978
0.75488	0.15180	4.69444
0.75657	0.15190	4.70908
0.75826	0.15201	4.72370
0.75995	0.15212	4.73830
0.76164	0.15224	4.75287
0.76333	0.15237	4.76742
0.76502	0.15250	4.78195
0.76671	0.15264	4.79646
0.76840	0.15278	4.81095
0.77009	0.15293	4.82542
0.77178	0.15309	4.83987
0.77347	0.15325	4.85430
0.77516	0.15341	4.86871
0.77685	0.15358	4.88310
0.77854	0.15376	4.89747
0.78023	0.15394	4.91182
0.78192	0.15413	4.92615
0.78361	0.15432	4.94047
0.78530	0.15452	4.95476
0.78699	0.15472	4.96904
0.78867	0.15493	4.98331
0.79036	0.15514	4.99755
0.79205	0.15535	5.01178
0.79374	0.15557	5.02599
0.79543	0.15580	5.04018
0.79712	0.15603	5.05436
0.79881	0.15626	5.06852
0.80050	0.15650	5.08266
0.80219	0.15674	5.09679
0.80388	0.15699	5.11090
0.80557	0.15724	5.12500
0.80726	0.15749	5.13908
0.80895	0.15775	5.15315
0.81064	0.15801	5.16720
0.81233	0.15828	5.18124
0.81402	0.15855	5.19527
0.81571	0.15882	5.20927
0.81740	0.15910	5.22327
0.81909	0.15938	5.23725
0.82078	0.15967	5.25122
0.82247	0.15996	5.26517
0.82416	0.16025	5.27911
0.82585	0.16055	5.29304
0.82754	0.16085	5.30695
0.82923	0.16115	5.32085
0.83092	0.16146	5.33474
0.83261	0.16177	5.34861
0.83430	0.16208	5.36247
0.83599	0.16240	5.37632
0.83768	0.16272	5.39016
0.83937	0.16304	5.40398
0.84106	0.16337	5.41779
0.84275	0.16370	5.43160
0.84443	0.16403	5.44538
0.84612	0.16436	5.45916
0.84781	0.16470	5.47293
0.84950	0.16504	5.48668
0.85119	0.16539	5.50042
0.85288	0.16574	5.51416
0.85457	0.16609	5.52788
0.85626	0.16644	5.54159
0.85795	0.16680	5.55529
0.85964	0.16716	5.56898
0.86133	0.16752	5.58265
0.86302	0.16788	5.59632
0.86471	0.16825	5.60998
0.86640	0.16862	5.62362
0.86809	0.16900	5.63726
0.86978	0.16937	5.65089
0.87147	0.16975	5.66451
0.87316	0.17013	5.67811
0.87485	0.17051	5.69171
0.87654	0.17090	5.70530
0.87823	0.17129	5.71888
0.87992	0.17168	5.73244
0.88161	0.17207	5.74600
0.88330	0.17247	5.75955
0.88499	0.17287	5.77309
0.88668	0.17327	5.78663
0.88837	0.17368	5.80015
0.89006	0.17408	5.81366
0.89175	0.17449	5.82717
0.89344	0.17490	5.84067
0.89513	0.17531	5.85415
0.89682	0.17573	5.86763
0.89851	0.17615	5.88110
0.90020	0.17657	5.89457
0.90188	0.17699	5.90802
0.90357	0.17742	5.92147
0.90526	0.17784	5.93490
0.90695	0.17827	5.94833
0.90864	0.17870	5.96176
0.91033	0.17914	5.97517
0.91202	0.17957	5.98858
0.91371	0.18001	6.00198
0.91540	0.18045	6.01537
0.91709	0.18089	6.02875
0.91878	0.18134	6.04212
0.92047	0.18178	6.05549
0.92216	0.18223	6.06885
0.92385	0.18268	6.08221
0.92554	0.18314	6.09555
0.92723	0.18359	6.10889
0.92892	0.18405	6.12222
0.93061	0.18451	6.13555
0.93230	0.18497	6.14886
0.93399	0.18543	6.16218
0.93568	0.18589	6.17548
0.93737	0.18636	6.18878
0.93906	0.18683	6.20207
0.94075	0.18730	6.21535
0.94244	0.18777	6.22863
0.94413	0.18825	6.24190
0.94582	0.18872	6.25516
0.94751	0.18920	6.26842
0.94920	0.18968	6.28167
0.95089	0.19016	6.29491
0.95258	0.19065	6.30815
0.95427	0.19113	6.32138
0.95596	0.19162	6.33461
0.95764	0.19211	6.34783
0.95933	0.19260	6.36104
0.96102	0.19310	6.37425
0.96271	0.19359	6.38745
0.96440	0.19409	6.40064
0.96609	0.19459	6.41383
0.96778	0.19509	6.42701
0.96947	0.19559	6.44019
0.97116	0.19609	6.45336
0.97285	0.19660	6.46653
0.97454	0.19711	6.47969
0.97623	0.19761	6.49284
0.97792	0.19813	6.50599
0.97961	0.19864	6.51914
0.98130	0.19915	6.53227
0.98299	0.19967	6.54541
0.98468	0.20019	6.55853
0.98637	0.20070	6.57165
0.98806	0.20123	6.58477
0.98975	0.20175	6.59788
0.99144	0.20227	6.61099
0.99313	0.20280	6.62409
0.99482	0.20333	6.63718
0.99651	0.20386	6.65027
0.99820	0.20439	6.66336
0.99989	0.20492	6.67644
1.00158	0.20545	6.68951
1.00327	0.20599	6.70258
1.00496	0.20653	6.71565
1.00665	0.20706	6.72871
1.00834	0.20761	6.74177
