Refractive index of gold at +88K
lambda [um]	n	k
0.55043	0.35480	2.49482
0.55212	0.34604	2.52251
0.55381	0.33774	2.54981
0.55550	0.32986	2.57673
0.55719	0.32237	2.60330
0.55888	0.31526	2.62952
0.56057	0.30849	2.65539
0.56225	0.30205	2.68094
0.56394	0.29591	2.70617
0.56563	0.29006	2.73110
0.56732	0.28448	2.75573
0.56901	0.27916	2.78007
0.57070	0.27408	2.80413
0.57239	0.26922	2.82793
0.57408	0.26458	2.85147
0.57577	0.26014	2.87475
0.57746	0.25589	2.89780
0.57915	0.25182	2.92061
0.58084	0.24793	2.94319
0.58253	0.24420	2.96555
0.58422	0.24062	2.98770
0.58591	0.23719	3.00964
0.58760	0.23390	3.03138
0.58929	0.23074	3.05293
0.59098	0.22771	3.07429
0.59267	0.22480	3.09548
0.59436	0.22200	3.11648
0.59605	0.21931	3.13731
0.59774	0.21673	3.15798
0.59943	0.21425	3.17849
0.60112	0.21186	3.19884
0.60281	0.20956	3.21905
0.60450	0.20735	3.23910
0.60619	0.20523	3.25901
0.60788	0.20318	3.27879
0.60957	0.20121	3.29842
0.61126	0.19931	3.31793
0.61295	0.19749	3.33731
0.61464	0.19573	3.35657
0.61633	0.19403	3.37571
0.61801	0.19240	3.39473
0.61970	0.19082	3.41363
0.62139	0.18931	3.43243
0.62308	0.18785	3.45111
0.62477	0.18644	3.46970
0.62646	0.18508	3.48818
0.62815	0.18378	3.50656
0.62984	0.18252	3.52484
0.63153	0.18130	3.54303
0.63322	0.18013	3.56112
0.63491	0.17900	3.57913
0.63660	0.17792	3.59705
0.63829	0.17687	3.61488
0.63998	0.17586	3.63263
0.64167	0.17489	3.65029
0.64336	0.17395	3.66788
0.64505	0.17305	3.68539
0.64674	0.17218	3.70282
0.64843	0.17134	3.72018
0.65012	0.17054	3.73747
0.65181	0.16976	3.75468
0.65350	0.16902	3.77183
0.65519	0.16830	3.78890
0.65688	0.16761	3.80592
0.65857	0.16695	3.82286
0.66026	0.16631	3.83975
0.66195	0.16570	3.85657
0.66364	0.16511	3.87333
0.66533	0.16454	3.89003
0.66702	0.16400	3.90668
0.66871	0.16348	3.92326
0.67040	0.16299	3.93979
0.67209	0.16251	3.95627
0.67378	0.16205	3.97269
0.67546	0.16162	3.98906
0.67715	0.16120	4.00538
0.67884	0.16080	4.02165
0.68053	0.16042	4.03787
0.68222	0.16006	4.05404
0.68391	0.15971	4.07017
0.68560	0.15938	4.08625
0.68729	0.15907	4.10228
0.68898	0.15877	4.11826
0.69067	0.15849	4.13421
0.69236	0.15823	4.15011
0.69405	0.15798	4.16597
0.69574	0.15774	4.18179
0.69743	0.15752	4.19756
0.69912	0.15731	4.21330
0.70081	0.15711	4.22900
0.70250	0.15693	4.24465
0.70419	0.15676	4.26028
0.70588	0.15660	4.27586
0.70757	0.15646	4.29141
0.70926	0.15633	4.30692
0.71095	0.15621	4.32240
0.71264	0.15610	4.33784
0.71433	0.15600	4.35325
0.71602	0.15591	4.36862
0.71771	0.15583	4.38396
0.71940	0.15576	4.39927
0.72109	0.15571	4.41455
0.72278	0.15566	4.42980
0.72447	0.15562	4.44501
0.72616	0.15559	4.46020
0.72785	0.15558	4.47536
0.72954	0.15557	4.49048
0.73122	0.15557	4.50558
0.73291	0.15557	4.52065
0.73460	0.15559	4.53569
0.73629	0.15562	4.55071
0.73798	0.15565	4.56569
0.73967	0.15569	4.58066
0.74136	0.15574	4.59559
0.74305	0.15580	4.61050
0.74474	0.15586	4.62538
0.74643	0.15593	4.64024
0.74812	0.15601	4.65508
0.74981	0.15610	4.66989
0.75150	0.15619	4.68467
0.75319	0.15630	4.69944
0.75488	0.15640	4.71418
0.75657	0.15652	4.72889
0.75826	0.15664	4.74359
0.75995	0.15677	4.75826
0.76164	0.15690	4.77291
0.76333	0.15704	4.78754
0.76502	0.15718	4.80214
0.76671	0.15734	4.81673
0.76840	0.15749	4.83130
0.77009	0.15766	4.84584
0.77178	0.15783	4.86037
0.77347	0.15800	4.87487
0.77516	0.15818	4.88936
0.77685	0.15837	4.90383
0.77854	0.15856	4.91828
0.78023	0.15876	4.93270
0.78192	0.15896	4.94712
0.78361	0.15917	4.96151
0.78530	0.15938	4.97588
0.78699	0.15960	4.99024
0.78867	0.15982	5.00458
0.79036	0.16004	5.01890
0.79205	0.16028	5.03321
0.79374	0.16051	5.04749
0.79543	0.16075	5.06177
0.79712	0.16100	5.07602
0.79881	0.16125	5.09026
0.80050	0.16150	5.10448
0.80219	0.16176	5.11869
0.80388	0.16202	5.13288
0.80557	0.16229	5.14706
0.80726	0.16256	5.16122
0.80895	0.16284	5.17536
0.81064	0.16312	5.18949
0.81233	0.16340	5.20361
0.81402	0.16369	5.21771
0.81571	0.16398	5.23180
0.81740	0.16427	5.24587
0.81909	0.16457	5.25993
0.82078	0.16488	5.27398
0.82247	0.16518	5.28801
0.82416	0.16549	5.30203
0.82585	0.16581	5.31603
0.82754	0.16612	5.33002
0.82923	0.16644	5.34400
0.83092	0.16677	5.35797
0.83261	0.16710	5.37192
0.83430	0.16743	5.38586
0.83599	0.16776	5.39979
0.83768	0.16810	5.41370
0.83937	0.16844	5.42761
0.84106	0.16879	5.44150
0.84275	0.16913	5.45538
0.84443	0.16948	5.46925
0.84612	0.16984	5.48310
0.84781	0.17020	5.49695
0.84950	0.17056	5.51078
0.85119	0.17092	5.52460
0.85288	0.17129	5.53841
0.85457	0.17166	5.55221
0.85626	0.17203	5.56600
0.85795	0.17240	5.57978
0.85964	0.17278	5.59355
0.86133	0.17316	5.60731
0.86302	0.17355	5.62105
0.86471	0.17393	5.63479
0.86640	0.17432	5.64851
0.86809	0.17472	5.66223
0.86978	0.17511	5.67594
0.87147	0.17551	5.68963
0.87316	0.17591	5.70332
0.87485	0.17631	5.71699
0.87654	0.17672	5.73066
0.87823	0.17713	5.74432
0.87992	0.17754	5.75797
0.88161	0.17795	5.77161
0.88330	0.17837	5.78523
0.88499	0.17879	5.79885
0.88668	0.17921	5.81247
0.88837	0.17963	5.82607
0.89006	0.18006	5.83966
0.89175	0.18049	5.85325
0.89344	0.18092	5.86682
0.89513	0.18135	5.88039
0.89682	0.18179	5.89395
0.89851	0.18222	5.90750
0.90020	0.18266	5.92104
0.90188	0.18311	5.93457
0.90357	0.18355	5.94810
0.90526	0.18400	5.96161
0.90695	0.18445	5.97512
0.90864	0.18490	5.98862
0.91033	0.18536	6.00212
0.91202	0.18581	6.01560
0.91371	0.18627	6.02908
0.91540	0.18673	6.04255
0.91709	0.18720	6.05601
0.91878	0.18766	6.06947
0.92047	0.18813	6.08291
0.92216	0.18860	6.09635
0.92385	0.18907	6.10979
0.92554	0.18954	6.12321
0.92723	0.19002	6.13663
0.92892	0.19050	6.15004
0.93061	0.19098	6.16344
0.93230	0.19146	6.17684
0.93399	0.19194	6.19023
0.93568	0.19243	6.20361
0.93737	0.19292	6.21699
0.93906	0.19341	6.23036
0.94075	0.19390	6.24372
0.94244	0.19439	6.25707
0.94413	0.19489	6.27042
0.94582	0.19539	6.28376
0.94751	0.19589	6.29710
0.94920	0.19639	6.31043
0.95089	0.19689	6.32375
0.95258	0.19740	6.33707
0.95427	0.19791	6.35038
0.95596	0.19842	6.36368
0.95764	0.19893	6.37698
0.95933	0.19944	6.39027
0.96102	0.19996	6.40356
0.96271	0.20047	6.41684
0.96440	0.20099	6.43011
0.96609	0.20151	6.44338
0.96778	0.20204	6.45664
0.96947	0.20256	6.46990
0.97116	0.20309	6.48315
0.97285	0.20361	6.49639
0.97454	0.20414	6.50963
0.97623	0.20468	6.52286
0.97792	0.20521	6.53609
0.97961	0.20574	6.54931
0.98130	0.20628	6.56253
0.98299	0.20682	6.57574
0.98468	0.20736	6.58895
0.98637	0.20790	6.60215
0.98806	0.20845	6.61534
0.98975	0.20899	6.62853
0.99144	0.20954	6.64171
0.99313	0.21009	6.65489
0.99482	0.21064	6.66807
0.99651	0.21119	6.68124
0.99820	0.21174	6.69440
0.99989	0.21230	6.70756
1.00158	0.21286	6.72071
1.00327	0.21341	6.73386
1.00496	0.21397	6.74700
1.00665	0.21454	6.76014
1.00834	0.21510	6.77327
1.01003	0.21567	6.78640
1.01172	0.21623	6.79953
1.01341	0.21680	6.81265
1.01509	0.21737	6.82576
1.01678	0.21794	6.83887
1.01847	0.21852	6.85198
1.02016	0.21909	6.86508
1.02185	0.21967	6.87817
1.02354	0.22025	6.89126
1.02523	0.22083	6.90435
1.02692	0.22141	6.91743
1.02861	0.22199	6.93051
1.03030	0.22257	6.94358
1.03199	0.22316	6.95665
1.03368	0.22375	6.96972
1.03537	0.22434	6.98278
1.03706	0.22493	6.99583
1.03875	0.22552	7.00888
1.04044	0.22611	7.02193
1.04213	0.22671	7.03497
1.04382	0.22731	7.04801
1.04551	0.22790	7.06105
1.04720	0.22850	7.07408
