Refractive index of gold at +98K
lambda [um]	n	k
0.55043	0.36010	2.50436
0.55212	0.35100	2.53189
0.55381	0.34237	2.55906
0.55550	0.33419	2.58586
0.55719	0.32642	2.61231
0.55888	0.31904	2.63842
0.56057	0.31202	2.66420
0.56225	0.30535	2.68966
0.56394	0.29899	2.71480
0.56563	0.29294	2.73965
0.56732	0.28717	2.76421
0.56901	0.28166	2.78848
0.57070	0.27641	2.81249
0.57239	0.27139	2.83623
0.57408	0.26660	2.85971
0.57577	0.26202	2.88295
0.57746	0.25764	2.90595
0.57915	0.25345	2.92871
0.58084	0.24943	2.95126
0.58253	0.24559	2.97358
0.58422	0.24191	2.99570
0.58591	0.23838	3.01761
0.58760	0.23500	3.03933
0.58929	0.23175	3.06085
0.59098	0.22864	3.08219
0.59267	0.22565	3.10335
0.59436	0.22278	3.12434
0.59605	0.22002	3.14516
0.59774	0.21737	3.16581
0.59943	0.21482	3.18631
0.60112	0.21238	3.20665
0.60281	0.21002	3.22684
0.60450	0.20776	3.24689
0.60619	0.20558	3.26680
0.60788	0.20349	3.28657
0.60957	0.20147	3.30620
0.61126	0.19953	3.32571
0.61295	0.19767	3.34509
0.61464	0.19587	3.36435
0.61633	0.19414	3.38349
0.61801	0.19247	3.40251
0.61970	0.19086	3.42142
0.62139	0.18932	3.44022
0.62308	0.18783	3.45892
0.62477	0.18639	3.47751
0.62646	0.18501	3.49599
0.62815	0.18368	3.51438
0.62984	0.18239	3.53268
0.63153	0.18115	3.55088
0.63322	0.17996	3.56899
0.63491	0.17882	3.58701
0.63660	0.17771	3.60494
0.63829	0.17664	3.62279
0.63998	0.17562	3.64055
0.64167	0.17463	3.65823
0.64336	0.17368	3.67584
0.64505	0.17276	3.69337
0.64674	0.17188	3.71082
0.64843	0.17103	3.72820
0.65012	0.17021	3.74551
0.65181	0.16942	3.76274
0.65350	0.16867	3.77991
0.65519	0.16794	3.79701
0.65688	0.16724	3.81405
0.65857	0.16657	3.83102
0.66026	0.16592	3.84793
0.66195	0.16530	3.86478
0.66364	0.16470	3.88157
0.66533	0.16413	3.89830
0.66702	0.16358	3.91497
0.66871	0.16306	3.93158
0.67040	0.16255	3.94814
0.67209	0.16207	3.96465
0.67378	0.16161	3.98110
0.67546	0.16117	3.99750
0.67715	0.16074	4.01385
0.67884	0.16034	4.03015
0.68053	0.15996	4.04640
0.68222	0.15959	4.06261
0.68391	0.15924	4.07877
0.68560	0.15891	4.09488
0.68729	0.15859	4.11094
0.68898	0.15829	4.12696
0.69067	0.15801	4.14294
0.69236	0.15774	4.15888
0.69405	0.15749	4.17477
0.69574	0.15725	4.19063
0.69743	0.15702	4.20644
0.69912	0.15681	4.22221
0.70081	0.15662	4.23795
0.70250	0.15643	4.25364
0.70419	0.15626	4.26930
0.70588	0.15610	4.28492
0.70757	0.15596	4.30051
0.70926	0.15582	4.31606
0.71095	0.15570	4.33158
0.71264	0.15559	4.34706
0.71433	0.15549	4.36251
0.71602	0.15540	4.37792
0.71771	0.15532	4.39330
0.71940	0.15526	4.40865
0.72109	0.15520	4.42397
0.72278	0.15515	4.43926
0.72447	0.15512	4.45452
0.72616	0.15509	4.46975
0.72785	0.15507	4.48494
0.72954	0.15506	4.50011
0.73122	0.15506	4.51525
0.73291	0.15507	4.53037
0.73460	0.15509	4.54545
0.73629	0.15511	4.56051
0.73798	0.15514	4.57554
