Refractive index of gold at +24K
lambda [um]	n	k
0.55043	0.33562	2.48410
0.55212	0.32740	2.51175
0.55381	0.31960	2.53900
0.55550	0.31220	2.56587
0.55719	0.30516	2.59237
0.55888	0.29848	2.61852
0.56057	0.29211	2.64432
0.56225	0.28605	2.66978
0.56394	0.28027	2.69493
0.56563	0.27477	2.71976
0.56732	0.26952	2.74429
0.56901	0.26450	2.76854
0.57070	0.25971	2.79250
0.57239	0.25513	2.81619
0.57408	0.25075	2.83962
0.57577	0.24656	2.86280
0.57746	0.24255	2.88574
0.57915	0.23871	2.90844
0.58084	0.23503	2.93091
0.58253	0.23151	2.95316
0.58422	0.22813	2.97520
0.58591	0.22488	2.99703
0.58760	0.22177	3.01866
0.58929	0.21878	3.04010
0.59098	0.21591	3.06135
0.59267	0.21315	3.08242
0.59436	0.21050	3.10331
0.59605	0.20795	3.12404
0.59774	0.20550	3.14459
0.59943	0.20315	3.16499
0.60112	0.20088	3.18523
0.60281	0.19870	3.20532
0.60450	0.19660	3.22526
0.60619	0.19458	3.24507
0.60788	0.19263	3.26473
0.60957	0.19075	3.28426
0.61126	0.18895	3.30365
0.61295	0.18721	3.32293
0.61464	0.18553	3.34207
0.61633	0.18392	3.36110
0.61801	0.18236	3.38001
0.61970	0.18086	3.39881
0.62139	0.17941	3.41749
0.62308	0.17802	3.43607
0.62477	0.17667	3.45455
0.62646	0.17538	3.47292
0.62815	0.17413	3.49119
0.62984	0.17292	3.50937
0.63153	0.17176	3.52745
0.63322	0.17064	3.54544
0.63491	0.16956	3.56334
0.63660	0.16851	3.58115
0.63829	0.16751	3.59888
0.63998	0.16654	3.61652
0.64167	0.16561	3.63409
0.64336	0.16471	3.65157
0.64505	0.16384	3.66897
0.64674	0.16300	3.68630
0.64843	0.16220	3.70356
0.65012	0.16142	3.72074
0.65181	0.16067	3.73785
0.65350	0.15995	3.75490
0.65519	0.15926	3.77187
0.65688	0.15859	3.78878
0.65857	0.15795	3.80563
0.66026	0.15733	3.82241
0.66195	0.15674	3.83913
0.66364	0.15617	3.85579
0.66533	0.15562	3.87239
0.66702	0.15509	3.88894
0.66871	0.15459	3.90542
0.67040	0.15410	3.92186
0.67209	0.15364	3.93823
0.67378	0.15319	3.95456
0.67546	0.15277	3.97083
0.67715	0.15236	3.98705
0.67884	0.15197	4.00322
0.68053	0.15159	4.01934
0.68222	0.15124	4.03541
0.68391	0.15090	4.05144
0.68560	0.15057	4.06742
0.68729	0.15026	4.08336
0.68898	0.14997	4.09925
0.69067	0.14969	4.11509
0.69236	0.14942	4.13090
0.69405	0.14917	4.14666
0.69574	0.14894	4.16238
0.69743	0.14871	4.17806
0.69912	0.14850	4.19370
0.70081	0.14831	4.20930
0.70250	0.14812	4.22486
0.70419	0.14795	4.24039
0.70588	0.14778	4.25588
0.70757	0.14763	4.27133
0.70926	0.14750	4.28675
0.71095	0.14737	4.30213
0.71264	0.14725	4.31748
0.71433	0.14715	4.33279
0.71602	0.14705	4.34807
0.71771	0.14696	4.36332
0.71940	0.14689	4.37853
0.72109	0.14682	4.39372
0.72278	0.14676	4.40887
0.72447	0.14672	4.42399
0.72616	0.14668	4.43908
0.72785	0.14665	4.45415
0.72954	0.14663	4.46918
0.73122	0.14661	4.48419
0.73291	0.14661	4.49916
0.73460	0.14661	4.51411
0.73629	0.14663	4.52903
0.73798	0.14665	4.54393
0.73967	0.14667	4.55880
0.74136	0.14671	4.57364
0.74305	0.14675	4.58846
0.74474	0.14680	4.60325
0.74643	0.14686	4.61802
0.74812	0.14692	4.63276
0.74981	0.14699	4.64748
0.75150	0.14707	4.66217
0.75319	0.14715	4.67684
0.75488	0.14724	4.69149
0.75657	0.14734	4.70612
0.75826	0.14744	4.72072
0.75995	0.14755	4.73530
0.76164	0.14767	4.74986
0.76333	0.14779	4.76440
0.76502	0.14791	4.77891
0.76671	0.14805	4.79341
0.76840	0.14818	4.80789
0.77009	0.14833	4.82234
0.77178	0.14848	4.83678
0.77347	0.14863	4.85119
0.77516	0.14879	4.86559
0.77685	0.14896	4.87997
0.77854	0.14913	4.89432
0.78023	0.14930	4.90866
0.78192	0.14948	4.92298
0.78361	0.14967	4.93729
0.78530	0.14986	4.95157
0.78699	0.15005	4.96584
0.78867	0.15025	4.98009
0.79036	0.15046	4.99432
0.79205	0.15066	5.00854
0.79374	0.15088	5.02274
0.79543	0.15109	5.03692
0.79712	0.15132	5.05109
0.79881	0.15154	5.06524
0.80050	0.15177	5.07937
0.80219	0.15201	5.09349
0.80388	0.15224	5.10759
0.80557	0.15249	5.12168
0.80726	0.15273	5.13575
0.80895	0.15298	5.14981
0.81064	0.15324	5.16385
0.81233	0.15349	5.17788
0.81402	0.15376	5.19190
0.81571	0.15402	5.20590
0.81740	0.15429	5.21988
0.81909	0.15456	5.23385
0.82078	0.15484	5.24781
0.82247	0.15512	5.26176
0.82416	0.15540	5.27569
0.82585	0.15569	5.28961
0.82754	0.15598	5.30351
0.82923	0.15627	5.31740
0.83092	0.15657	5.33128
0.83261	0.15687	5.34515
0.83430	0.15717	5.35900
0.83599	0.15748	5.37284
0.83768	0.15779	5.38667
0.83937	0.15810	5.40049
0.84106	0.15842	5.41429
0.84275	0.15874	5.42809
0.84443	0.15906	5.44187
0.84612	0.15939	5.45564
0.84781	0.15971	5.46940
0.84950	0.16005	5.48314
0.85119	0.16038	5.49688
0.85288	0.16072	5.51061
0.85457	0.16106	5.52432
0.85626	0.16140	5.53802
0.85795	0.16174	5.55172
0.85964	0.16209	5.56540
0.86133	0.16244	5.57907
0.86302	0.16280	5.59273
0.86471	0.16315	5.60638
0.86640	0.16351	5.62002
0.86809	0.16387	5.63365
0.86978	0.16424	5.64727
0.87147	0.16460	5.66088
0.87316	0.16497	5.67449
0.87485	0.16535	5.68808
0.87654	0.16572	5.70166
0.87823	0.16610	5.71523
0.87992	0.16648	5.72879
0.88161	0.16686	5.74235
0.88330	0.16724	5.75589
0.88499	0.16763	5.76943
0.88668	0.16802	5.78296
0.88837	0.16841	5.79647
0.89006	0.16880	5.80998
0.89175	0.16920	5.82348
0.89344	0.16960	5.83697
0.89513	0.17000	5.85046
0.89682	0.17040	5.86393
0.89851	0.17081	5.87740
0.90020	0.17121	5.89086
0.90188	0.17162	5.90431
0.90357	0.17204	5.91775
0.90526	0.17245	5.93118
0.90695	0.17287	5.94461
0.90864	0.17328	5.95802
0.91033	0.17370	5.97143
0.91202	0.17413	5.98483
0.91371	0.17455	5.99823
0.91540	0.17498	6.01161
0.91709	0.17541	6.02499
0.91878	0.17584	6.03837
0.92047	0.17627	6.05173
0.92216	0.17671	6.06509
0.92385	0.17714	6.07844
0.92554	0.17758	6.09178
0.92723	0.17802	6.10511
0.92892	0.17847	6.11844
0.93061	0.17891	6.13176
0.93230	0.17936	6.14507
0.93399	0.17981	6.15838
0.93568	0.18026	6.17168
0.93737	0.18071	6.18497
0.93906	0.18116	6.19826
0.94075	0.18162	6.21154
0.94244	0.18208	6.22481
0.94413	0.18254	6.23808
0.94582	0.18300	6.25134
0.94751	0.18346	6.26460
0.94920	0.18393	6.27784
0.95089	0.18440	6.29108
0.95258	0.18487	6.30432
0.95427	0.18534	6.31755
0.95596	0.18581	6.33077
0.95764	0.18629	6.34399
0.95933	0.18676	6.35720
0.96102	0.18724	6.37040
0.96271	0.18772	6.38360
0.96440	0.18820	6.39679
0.96609	0.18869	6.40998
0.96778	0.18917	6.42316
0.96947	0.18966	6.43633
0.97116	0.19015	6.44950
0.97285	0.19064	6.46266
0.97454	0.19113	6.47582
0.97623	0.19162	6.48897
0.97792	0.19212	6.50212
0.97961	0.19262	6.51526
0.98130	0.19311	6.52840
0.98299	0.19361	6.54153
0.98468	0.19412	6.55465
0.98637	0.19462	6.56777
0.98806	0.19512	6.58088
0.98975	0.19563	6.59399
0.99144	0.19614	6.60710
0.99313	0.19665	6.62019
0.99482	0.19716	6.63329
0.99651	0.19768	6.64637
0.99820	0.19819	6.65946
0.99989	0.19871	6.67254
1.00158	0.19922	6.68561
1.00327	0.19974	6.69868
1.00496	0.20027	6.71174
1.00665	0.20079	6.72480
1.00834	0.20131	6.73785
1.01003	0.20184	6.75090
1.01172	0.20236	6.76394
1.01341	0.20289	6.77698
1.01509	0.20342	6.79002
1.01678	0.20396	6.80305
1.01847	0.20449	6.81607
1.02016	0.20502	6.82909
1.02185	0.20556	6.84211
1.02354	0.20610	6.85512
1.02523	0.20664	6.86813
1.02692	0.20718	6.88113
1.02861	0.20772	6.89413
1.03030	0.20826	6.90712
1.03199	0.20881	6.92011
1.03368	0.20936	6.93310
1.03537	0.20990	6.94608
1.03706	0.21045	6.95906
1.03875	0.21100	6.97203
1.04044	0.21156	6.98500
1.04213	0.21211	6.99796
1.04382	0.21267	7.01092
1.04551	0.21322	7.02388
1.04720	0.21378	7.03683
