Refractive index of gold at +38K
lambda [um]	n	k
0.55043	0.33891	2.48270
0.55212	0.33071	2.51038
0.55381	0.32293	2.53768
0.55550	0.31553	2.56459
0.55719	0.30851	2.59113
0.55888	0.30182	2.61731
0.56057	0.29546	2.64315
0.56225	0.28941	2.66866
0.56394	0.28363	2.69384
0.56563	0.27812	2.71872
0.56732	0.27287	2.74329
0.56901	0.26785	2.76757
0.57070	0.26305	2.79158
0.57239	0.25847	2.81531
0.57408	0.25409	2.83878
0.57577	0.24989	2.86200
0.57746	0.24587	2.88498
0.57915	0.24202	2.90771
0.58084	0.23834	2.93022
0.58253	0.23480	2.95251
0.58422	0.23141	2.97459
0.58591	0.22816	2.99646
0.58760	0.22503	3.01812
0.58929	0.22203	3.03960
0.59098	0.21915	3.06088
0.59267	0.21638	3.08199
0.59436	0.21372	3.10291
0.59605	0.21117	3.12367
0.59774	0.20871	3.14426
0.59943	0.20634	3.16469
0.60112	0.20406	3.18497
0.60281	0.20187	3.20509
0.60450	0.19976	3.22506
0.60619	0.19773	3.24489
0.60788	0.19577	3.26459
0.60957	0.19389	3.28415
0.61126	0.19207	3.30358
0.61295	0.19032	3.32288
0.61464	0.18864	3.34205
0.61633	0.18701	3.36111
0.61801	0.18545	3.38005
0.61970	0.18394	3.39887
0.62139	0.18248	3.41759
0.62308	0.18108	3.43619
0.62477	0.17973	3.45469
0.62646	0.17842	3.47309
0.62815	0.17716	3.49139
0.62984	0.17595	3.50959
0.63153	0.17478	3.52770
0.63322	0.17365	3.54571
0.63491	0.17256	3.56364
0.63660	0.17151	3.58147
0.63829	0.17050	3.59922
0.63998	0.16953	3.61689
0.64167	0.16859	3.63447
0.64336	0.16768	3.65198
0.64505	0.16680	3.66941
0.64674	0.16596	3.68676
0.64843	0.16515	3.70403
0.65012	0.16437	3.72124
0.65181	0.16362	3.73837
0.65350	0.16289	3.75543
0.65519	0.16219	3.77243
0.65688	0.16152	3.78936
0.65857	0.16088	3.80622
0.66026	0.16025	3.82303
0.66195	0.15966	3.83976
0.66364	0.15908	3.85644
0.66533	0.15853	3.87306
0.66702	0.15800	3.88962
0.66871	0.15749	3.90613
0.67040	0.15700	3.92257
0.67209	0.15653	3.93897
0.67378	0.15608	3.95531
0.67546	0.15565	3.97160
0.67715	0.15524	3.98783
0.67884	0.15485	4.00402
0.68053	0.15447	4.02015
0.68222	0.15411	4.03624
0.68391	0.15377	4.05228
0.68560	0.15344	4.06828
0.68729	0.15313	4.08423
0.68898	0.15284	4.10013
0.69067	0.15256	4.11599
0.69236	0.15229	4.13181
0.69405	0.15204	4.14758
0.69574	0.15180	4.16331
0.69743	0.15157	4.17901
0.69912	0.15136	4.19466
0.70081	0.15116	4.21027
0.70250	0.15098	4.22585
0.70419	0.15080	4.24139
0.70588	0.15064	4.25689
0.70757	0.15049	4.27235
0.70926	0.15035	4.28778
0.71095	0.15023	4.30317
0.71264	0.15011	4.31853
0.71433	0.15000	4.33385
0.71602	0.14991	4.34914
0.71771	0.14982	4.36440
0.71940	0.14975	4.37962
0.72109	0.14968	4.39482
0.72278	0.14962	4.40998
0.72447	0.14958	4.42511
0.72616	0.14954	4.44021
0.72785	0.14951	4.45528
0.72954	0.14949	4.47033
0.73122	0.14948	4.48534
0.73291	0.14948	4.50032
0.73460	0.14948	4.51528
0.73629	0.14950	4.53021
0.73798	0.14952	4.54511
0.73967	0.14955	4.55999
0.74136	0.14958	4.57484
0.74305	0.14963	4.58967
0.74474	0.14968	4.60446
0.74643	0.14974	4.61924
0.74812	0.14980	4.63399
0.74981	0.14988	4.64871
0.75150	0.14996	4.66341
0.75319	0.15004	4.67809
0.75488	0.15014	4.69275
0.75657	0.15024	4.70738
0.75826	0.15034	4.72199
0.75995	0.15045	4.73657
0.76164	0.15057	4.75114
0.76333	0.15070	4.76568
0.76502	0.15083	4.78021
0.76671	0.15096	4.79471
0.76840	0.15110	4.80919
0.77009	0.15125	4.82365
0.77178	0.15140	4.83809
0.77347	0.15156	4.85251
0.77516	0.15172	4.86691
0.77685	0.15189	4.88129
0.77854	0.15207	4.89566
0.78023	0.15225	4.91000
0.78192	0.15243	4.92432
0.78361	0.15262	4.93863
0.78530	0.15281	4.95292
0.78699	0.15301	4.96719
0.78867	0.15322	4.98145
0.79036	0.15342	4.99568
0.79205	0.15364	5.00990
0.79374	0.15385	5.02411
0.79543	0.15408	5.03829
0.79712	0.15430	5.05246
0.79881	0.15453	5.06662
0.80050	0.15477	5.08075
0.80219	0.15501	5.09488
0.80388	0.15525	5.10898
0.80557	0.15550	5.12307
0.80726	0.15575	5.13715
0.80895	0.15600	5.15121
0.81064	0.15626	5.16525
0.81233	0.15653	5.17929
0.81402	0.15679	5.19330
