Refractive index of gold at +13K
lambda [um]	n	k
0.55043	0.33313	2.48423
0.55212	0.32488	2.51191
0.55381	0.31706	2.53919
0.55550	0.30963	2.56609
0.55719	0.30258	2.59261
0.55888	0.29588	2.61878
0.56057	0.28950	2.64459
0.56225	0.28343	2.67008
0.56394	0.27765	2.69523
0.56563	0.27214	2.72008
0.56732	0.26688	2.74462
0.56901	0.26187	2.76888
0.57070	0.25708	2.79285
0.57239	0.25250	2.81654
0.57408	0.24812	2.83998
0.57577	0.24394	2.86316
0.57746	0.23993	2.88610
0.57915	0.23610	2.90880
0.58084	0.23242	2.93127
0.58253	0.22890	2.95352
0.58422	0.22553	2.97556
0.58591	0.22229	2.99739
0.58760	0.21919	3.01901
0.58929	0.21621	3.04045
0.59098	0.21334	3.06169
0.59267	0.21059	3.08276
0.59436	0.20795	3.10364
0.59605	0.20541	3.12436
0.59774	0.20297	3.14491
0.59943	0.20063	3.16530
0.60112	0.19837	3.18553
0.60281	0.19620	3.20561
0.60450	0.19411	3.22555
0.60619	0.19209	3.24534
0.60788	0.19016	3.26499
0.60957	0.18829	3.28451
0.61126	0.18649	3.30390
0.61295	0.18476	3.32316
0.61464	0.18310	3.34230
0.61633	0.18149	3.36131
0.61801	0.17994	3.38021
0.61970	0.17845	3.39900
0.62139	0.17701	3.41768
0.62308	0.17563	3.43624
0.62477	0.17429	3.45471
0.62646	0.17300	3.47307
0.62815	0.17176	3.49133
0.62984	0.17056	3.50950
0.63153	0.16941	3.52757
0.63322	0.16829	3.54555
0.63491	0.16722	3.56344
0.63660	0.16619	3.58124
0.63829	0.16519	3.59895
0.63998	0.16423	3.61659
0.64167	0.16330	3.63414
0.64336	0.16241	3.65161
0.64505	0.16155	3.66900
0.64674	0.16072	3.68632
0.64843	0.15992	3.70357
0.65012	0.15915	3.72074
0.65181	0.15841	3.73784
0.65350	0.15769	3.75487
0.65519	0.15700	3.77184
0.65688	0.15634	3.78874
0.65857	0.15571	3.80557
0.66026	0.15510	3.82235
0.66195	0.15451	3.83906
0.66364	0.15394	3.85571
0.66533	0.15340	3.87230
0.66702	0.15288	3.88883
0.66871	0.15238	3.90531
0.67040	0.15190	3.92173
0.67209	0.15143	3.93810
0.67378	0.15099	3.95441
0.67546	0.15057	3.97068
0.67715	0.15017	3.98689
0.67884	0.14978	4.00305
0.68053	0.14941	4.01916
0.68222	0.14906	4.03522
0.68391	0.14872	4.05124
0.68560	0.14840	4.06721
0.68729	0.14809	4.08314
0.68898	0.14780	4.09902
0.69067	0.14752	4.11486
0.69236	0.14726	4.13065
0.69405	0.14702	4.14641
0.69574	0.14678	4.16212
0.69743	0.14656	4.17779
0.69912	0.14635	4.19342
0.70081	0.14616	4.20902
0.70250	0.14597	4.22457
0.70419	0.14580	4.24009
0.70588	0.14564	4.25557
0.70757	0.14549	4.27101
0.70926	0.14536	4.28642
0.71095	0.14523	4.30180
0.71264	0.14512	4.31714
0.71433	0.14501	4.33244
0.71602	0.14492	4.34772
0.71771	0.14483	4.36296
0.71940	0.14476	4.37817
0.72109	0.14469	4.39334
0.72278	0.14464	4.40849
0.72447	0.14459	4.42360
0.72616	0.14455	4.43869
0.72785	0.14452	4.45375
0.72954	0.14450	4.46877
0.73122	0.14449	4.48377
0.73291	0.14449	4.49874
0.73460	0.14449	4.51369
0.73629	0.14450	4.52860
0.73798	0.14452	4.54349
0.73967	0.14455	4.55835
0.74136	0.14458	4.57319
0.74305	0.14463	4.58800
0.74474	0.14468	4.60279
0.74643	0.14473	4.61755
0.74812	0.14480	4.63228
0.74981	0.14487	4.64700
0.75150	0.14494	4.66169
0.75319	0.14503	4.67635
0.75488	0.14512	4.69099
0.75657	0.14521	4.70561
0.75826	0.14531	4.72021
0.75995	0.14542	4.73479
0.76164	0.14554	4.74934
0.76333	0.14566	4.76388
0.76502	0.14578	4.77839
0.76671	0.14591	4.79288
0.76840	0.14605	4.80735
0.77009	0.14619	4.82180
0.77178	0.14634	4.83623
0.77347	0.14649	4.85064
0.77516	0.14665	4.86503
0.77685	0.14682	4.87941
0.77854	0.14698	4.89376
0.78023	0.14716	4.90809
0.78192	0.14734	4.92241
0.78361	0.14752	4.93671
0.78530	0.14771	4.95099
0.78699	0.14790	4.96525
0.78867	0.14810	4.97950
0.79036	0.14830	4.99373
0.79205	0.14851	5.00794
0.79374	0.14872	5.02214
0.79543	0.14893	5.03632
0.79712	0.14915	5.05048
0.79881	0.14937	5.06462
0.80050	0.14960	5.07876
0.80219	0.14983	5.09287
0.80388	0.15007	5.10697
0.80557	0.15031	5.12105
0.80726	0.15055	5.13512
0.80895	0.15080	5.14918
0.81064	0.15105	5.16322
0.81233	0.15131	5.17724
0.81402	0.15157	5.19125
0.81571	0.15183	5.20525
0.81740	0.15209	5.21923
0.81909	0.15236	5.23320
0.82078	0.15264	5.24715
0.82247	0.15291	5.26110
0.82416	0.15319	5.27502
0.82585	0.15348	5.28894
0.82754	0.15377	5.30284
0.82923	0.15406	5.31673
0.83092	0.15435	5.33061
0.83261	0.15465	5.34447
0.83430	0.15495	5.35832
0.83599	0.15525	5.37216
0.83768	0.15556	5.38599
0.83937	0.15587	5.39980
0.84106	0.15618	5.41360
0.84275	0.15649	5.42739
0.84443	0.15681	5.44117
0.84612	0.15713	5.45494
0.84781	0.15746	5.46870
0.84950	0.15779	5.48244
0.85119	0.15812	5.49617
0.85288	0.15845	5.50990
0.85457	0.15879	5.52361
0.85626	0.15912	5.53731
0.85795	0.15947	5.55100
0.85964	0.15981	5.56468
0.86133	0.16016	5.57835
0.86302	0.16051	5.59201
0.86471	0.16086	5.60566
0.86640	0.16121	5.61930
0.86809	0.16157	5.63293
0.86978	0.16193	5.64654
0.87147	0.16229	5.66015
0.87316	0.16266	5.67375
0.87485	0.16303	5.68734
0.87654	0.16340	5.70092
0.87823	0.16377	5.71449
0.87992	0.16414	5.72805
0.88161	0.16452	5.74161
0.88330	0.16490	5.75515
0.88499	0.16528	5.76868
0.88668	0.16567	5.78221
0.88837	0.16605	5.79572
0.89006	0.16644	5.80923
0.89175	0.16683	5.82273
0.89344	0.16723	5.83622
0.89513	0.16762	5.84970
0.89682	0.16802	5.86317
0.89851	0.16842	5.87664
0.90020	0.16883	5.89010
0.90188	0.16923	5.90354
0.90357	0.16964	5.91698
0.90526	0.17005	5.93042
0.90695	0.17046	5.94384
0.90864	0.17087	5.95726
0.91033	0.17129	5.97067
0.91202	0.17170	5.98407
0.91371	0.17212	5.99746
0.91540	0.17255	6.01084
0.91709	0.17297	6.02422
0.91878	0.17339	6.03759
0.92047	0.17382	6.05095
0.92216	0.17425	6.06431
0.92385	0.17468	6.07766
0.92554	0.17512	6.09100
0.92723	0.17555	6.10433
0.92892	0.17599	6.11766
0.93061	0.17643	6.13098
0.93230	0.17687	6.14429
0.93399	0.17732	6.15760
0.93568	0.17776	6.17090
0.93737	0.17821	6.18419
0.93906	0.17866	6.19748
0.94075	0.17911	6.21076
0.94244	0.17956	6.22403
0.94413	0.18001	6.23729
0.94582	0.18047	6.25055
0.94751	0.18093	6.26381
0.94920	0.18139	6.27705
0.95089	0.18185	6.29029
0.95258	0.18231	6.30353
0.95427	0.18278	6.31675
0.95596	0.18325	6.32998
0.95764	0.18372	6.34319
0.95933	0.18419	6.35640
0.96102	0.18466	6.36960
0.96271	0.18513	6.38280
0.96440	0.18561	6.39599
0.96609	0.18609	6.40918
0.96778	0.18657	6.42236
0.96947	0.18705	6.43553
0.97116	0.18753	6.44870
0.97285	0.18801	6.46186
0.97454	0.18850	6.47502
0.97623	0.18899	6.48817
0.97792	0.18948	6.50132
0.97961	0.18997	6.51446
0.98130	0.19046	6.52759
0.98299	0.19095	6.54072
0.98468	0.19145	6.55385
0.98637	0.19195	6.56697
0.98806	0.19245	6.58008
0.98975	0.19295	6.59319
0.99144	0.19345	6.60629
0.99313	0.19395	6.61939
0.99482	0.19446	6.63248
0.99651	0.19497	6.64557
0.99820	0.19547	6.65865
0.99989	0.19598	6.67173
1.00158	0.19650	6.68480
1.00327	0.19701	6.69787
1.00496	0.19752	6.71094
1.00665	0.19804	6.72399
1.00834	0.19856	6.73705
1.01003	0.19908	6.75010
1.01172	0.19960	6.76314
1.01341	0.20012	6.77618
1.01509	0.20064	6.78921
1.01678	0.20117	6.80224
1.01847	0.20169	6.81527
1.02016	0.20222	6.82829
1.02185	0.20275	6.84130
1.02354	0.20328	6.85432
1.02523	0.20382	6.86732
1.02692	0.20435	6.88033
1.02861	0.20488	6.89332
1.03030	0.20542	6.90632
1.03199	0.20596	6.91931
1.03368	0.20650	6.93229
1.03537	0.20704	6.94527
1.03706	0.20758	6.95825
1.03875	0.20813	6.97122
1.04044	0.20867	6.98419
1.04213	0.20922	6.99716
1.04382	0.20977	7.01012
1.04551	0.21032	7.02307
1.04720	0.21087	7.03602
