Refractive index of gold at +82K
lambda [um]	n	k
0.55043	0.35202	2.49020
0.55212	0.34344	2.51791
0.55381	0.33530	2.54524
0.55550	0.32758	2.57219
0.55719	0.32023	2.59878
0.55888	0.31325	2.62502
0.56057	0.30661	2.65091
0.56225	0.30029	2.67647
0.56394	0.29426	2.70172
0.56563	0.28851	2.72665
0.56732	0.28303	2.75129
0.56901	0.27780	2.77564
0.57070	0.27280	2.79971
0.57239	0.26802	2.82351
0.57408	0.26346	2.84705
0.57577	0.25909	2.87034
0.57746	0.25490	2.89339
0.57915	0.25090	2.91620
0.58084	0.24706	2.93878
0.58253	0.24338	2.96115
0.58422	0.23986	2.98330
0.58591	0.23647	3.00524
0.58760	0.23323	3.02698
0.58929	0.23011	3.04853
0.59098	0.22712	3.06989
0.59267	0.22425	3.09107
0.59436	0.22149	3.11207
0.59605	0.21883	3.13290
0.59774	0.21628	3.15357
0.59943	0.21383	3.17407
0.60112	0.21147	3.19442
0.60281	0.20919	3.21461
0.60450	0.20701	3.23466
0.60619	0.20491	3.25457
0.60788	0.20288	3.27434
0.60957	0.20093	3.29397
0.61126	0.19905	3.31347
0.61295	0.19724	3.33284
0.61464	0.19550	3.35209
0.61633	0.19382	3.37122
0.61801	0.19220	3.39023
0.61970	0.19064	3.40913
0.62139	0.18914	3.42792
0.62308	0.18769	3.44660
0.62477	0.18630	3.46517
0.62646	0.18495	3.48364
0.62815	0.18365	3.50201
0.62984	0.18240	3.52028
0.63153	0.18120	3.53846
0.63322	0.18003	3.55654
0.63491	0.17891	3.57454
0.63660	0.17783	3.59244
0.63829	0.17679	3.61026
0.63998	0.17579	3.62800
0.64167	0.17482	3.64565
0.64336	0.17389	3.66323
0.64505	0.17300	3.68073
0.64674	0.17213	3.69815
0.64843	0.17130	3.71549
0.65012	0.17050	3.73276
0.65181	0.16973	3.74997
0.65350	0.16899	3.76710
0.65519	0.16827	3.78416
0.65688	0.16758	3.80116
0.65857	0.16692	3.81809
0.66026	0.16629	3.83496
0.66195	0.16568	3.85177
0.66364	0.16509	3.86851
0.66533	0.16453	3.88520
0.66702	0.16399	3.90183
0.66871	0.16347	3.91840
0.67040	0.16297	3.93491
0.67209	0.16250	3.95137
0.67378	0.16204	3.96778
0.67546	0.16160	3.98414
0.67715	0.16119	4.00044
0.67884	0.16079	4.01669
0.68053	0.16041	4.03289
0.68222	0.16004	4.04905
0.68391	0.15970	4.06515
0.68560	0.15937	4.08121
0.68729	0.15906	4.09723
0.68898	0.15876	4.11320
0.69067	0.15848	4.12912
0.69236	0.15821	4.14501
0.69405	0.15796	4.16085
0.69574	0.15772	4.17664
0.69743	0.15750	4.19240
0.69912	0.15729	4.20812
0.70081	0.15709	4.22380
0.70250	0.15691	4.23944
0.70419	0.15674	4.25504
0.70588	0.15658	4.27060
0.70757	0.15643	4.28613
0.70926	0.15630	4.30162
0.71095	0.15618	4.31708
0.71264	0.15606	4.33250
0.71433	0.15596	4.34789
0.71602	0.15587	4.36325
0.71771	0.15579	4.37857
0.71940	0.15573	4.39386
0.72109	0.15567	4.40911
0.72278	0.15562	4.42434
0.72447	0.15558	4.43953
0.72616	0.15555	4.45470
0.72785	0.15553	4.46983
0.72954	0.15552	4.48494
0.73122	0.15551	4.50002
0.73291	0.15552	4.51506
0.73460	0.15553	4.53008
0.73629	0.15556	4.54508
0.73798	0.15559	4.56004
0.73967	0.15563	4.57498
0.74136	0.15567	4.58990
0.74305	0.15573	4.60478
0.74474	0.15579	4.61964
0.74643	0.15586	4.63448
0.74812	0.15594	4.64929
0.74981	0.15602	4.66408
0.75150	0.15611	4.67884
0.75319	0.15621	4.69358
0.75488	0.15632	4.70830
0.75657	0.15643	4.72300
0.75826	0.15655	4.73767
0.75995	0.15667	4.75232
0.76164	0.15680	4.76694
0.76333	0.15694	4.78155
0.76502	0.15708	4.79613
0.76671	0.15723	4.81070
0.76840	0.15739	4.82524
0.77009	0.15755	4.83976
0.77178	0.15772	4.85426
0.77347	0.15789	4.86874
0.77516	0.15807	4.88321
0.77685	0.15825	4.89765
0.77854	0.15844	4.91208
0.78023	0.15863	4.92648
0.78192	0.15883	4.94087
0.78361	0.15904	4.95524
0.78530	0.15925	4.96959
0.78699	0.15946	4.98392
0.78867	0.15968	4.99823
0.79036	0.15990	5.01253
0.79205	0.16013	5.02681
0.79374	0.16037	5.04108
0.79543	0.16060	5.05532
0.79712	0.16085	5.06955
0.79881	0.16109	5.08377
0.80050	0.16134	5.09797
0.80219	0.16160	5.11215
0.80388	0.16186	5.12632
0.80557	0.16213	5.14047
0.80726	0.16239	5.15460
0.80895	0.16267	5.16872
0.81064	0.16294	5.18283
0.81233	0.16322	5.19692
0.81402	0.16351	5.21100
0.81571	0.16380	5.22506
0.81740	0.16409	5.23911
0.81909	0.16439	5.25314
0.82078	0.16469	5.26716
0.82247	0.16499	5.28117
0.82416	0.16530	5.29516
0.82585	0.16561	5.30914
0.82754	0.16592	5.32311
0.82923	0.16624	5.33706
0.83092	0.16656	5.35100
0.83261	0.16689	5.36493
0.83430	0.16722	5.37885
0.83599	0.16755	5.39275
0.83768	0.16788	5.40664
0.83937	0.16822	5.42052
0.84106	0.16856	5.43438
0.84275	0.16891	5.44824
0.84443	0.16926	5.46208
0.84612	0.16961	5.47591
0.84781	0.16996	5.48973
0.84950	0.17032	5.50354
0.85119	0.17068	5.51733
0.85288	0.17105	5.53112
0.85457	0.17141	5.54489
0.85626	0.17178	5.55866
0.85795	0.17215	5.57241
0.85964	0.17253	5.58615
0.86133	0.17291	5.59988
0.86302	0.17329	5.61360
0.86471	0.17367	5.62731
0.86640	0.17406	5.64101
0.86809	0.17445	5.65470
0.86978	0.17484	5.66838
0.87147	0.17524	5.68205
0.87316	0.17564	5.69571
0.87485	0.17604	5.70936
0.87654	0.17644	5.72300
0.87823	0.17685	5.73663
0.87992	0.17725	5.75026
0.88161	0.17767	5.76387
0.88330	0.17808	5.77747
0.88499	0.17849	5.79107
0.88668	0.17891	5.80465
0.88837	0.17933	5.81823
0.89006	0.17976	5.83179
0.89175	0.18018	5.84535
0.89344	0.18061	5.85890
0.89513	0.18104	5.87244
0.89682	0.18148	5.88597
0.89851	0.18191	5.89950
0.90020	0.18235	5.91301
0.90188	0.18279	5.92652
0.90357	0.18323	5.94002
0.90526	0.18368	5.95351
0.90695	0.18412	5.96699
0.90864	0.18457	5.98047
0.91033	0.18503	5.99393
0.91202	0.18548	6.00739
0.91371	0.18594	6.02084
0.91540	0.18639	6.03429
0.91709	0.18686	6.04772
0.91878	0.18732	6.06115
0.92047	0.18778	6.07457
0.92216	0.18825	6.08798
0.92385	0.18872	6.10139
0.92554	0.18919	6.11479
0.92723	0.18966	6.12818
0.92892	0.19014	6.14156
0.93061	0.19062	6.15494
0.93230	0.19110	6.16831
0.93399	0.19158	6.18167
0.93568	0.19206	6.19503
0.93737	0.19255	6.20838
0.93906	0.19303	6.22172
0.94075	0.19352	6.23506
0.94244	0.19402	6.24839
0.94413	0.19451	6.26171
0.94582	0.19500	6.27502
0.94751	0.19550	6.28833
0.94920	0.19600	6.30164
0.95089	0.19650	6.31493
0.95258	0.19701	6.32822
0.95427	0.19751	6.34151
0.95596	0.19802	6.35478
0.95764	0.19853	6.36806
0.95933	0.19904	6.38132
0.96102	0.19955	6.39458
0.96271	0.20006	6.40783
0.96440	0.20058	6.42108
0.96609	0.20110	6.43432
0.96778	0.20162	6.44756
0.96947	0.20214	6.46079
0.97116	0.20266	6.47401
0.97285	0.20319	6.48723
0.97454	0.20372	6.50044
0.97623	0.20425	6.51365
0.97792	0.20478	6.52685
0.97961	0.20531	6.54004
0.98130	0.20584	6.55323
0.98299	0.20638	6.56642
0.98468	0.20692	6.57959
0.98637	0.20746	6.59277
0.98806	0.20800	6.60594
0.98975	0.20854	6.61910
0.99144	0.20909	6.63226
0.99313	0.20963	6.64541
0.99482	0.21018	6.65855
