Refractive index of gold at +94K
lambda [um]	n	k
0.55043	0.35780	2.50068
0.55212	0.34884	2.52829
0.55381	0.34035	2.55552
0.55550	0.33229	2.58238
0.55719	0.32464	2.60889
0.55888	0.31736	2.63505
0.56057	0.31045	2.66088
0.56225	0.30387	2.68638
0.56394	0.29761	2.71157
0.56563	0.29164	2.73646
0.56732	0.28595	2.76105
0.56901	0.28052	2.78536
0.57070	0.27534	2.80939
0.57239	0.27039	2.83316
0.57408	0.26566	2.85667
0.57577	0.26114	2.87993
0.57746	0.25681	2.90295
0.57915	0.25268	2.92574
0.58084	0.24871	2.94830
0.58253	0.24492	2.97065
0.58422	0.24128	2.99278
0.58591	0.23779	3.01471
0.58760	0.23445	3.03644
0.58929	0.23124	3.05798
0.59098	0.22816	3.07933
0.59267	0.22521	3.10050
0.59436	0.22237	3.12150
0.59605	0.21964	3.14232
0.59774	0.21702	3.16298
0.59943	0.21450	3.18349
0.60112	0.21208	3.20383
0.60281	0.20976	3.22403
0.60450	0.20752	3.24408
0.60619	0.20536	3.26399
0.60788	0.20329	3.28376
0.60957	0.20129	3.30340
0.61126	0.19937	3.32291
0.61295	0.19752	3.34229
0.61464	0.19574	3.36155
0.61633	0.19403	3.38069
0.61801	0.19238	3.39971
0.61970	0.19079	3.41862
0.62139	0.18925	3.43742
0.62308	0.18778	3.45611
0.62477	0.18636	3.47470
0.62646	0.18498	3.49318
0.62815	0.18366	3.51157
0.62984	0.18239	3.52986
0.63153	0.18117	3.54806
0.63322	0.17998	3.56616
0.63491	0.17885	3.58417
0.63660	0.17775	3.60210
0.63829	0.17669	3.61994
0.63998	0.17568	3.63770
0.64167	0.17470	3.65538
0.64336	0.17375	3.67297
0.64505	0.17284	3.69049
0.64674	0.17197	3.70794
0.64843	0.17112	3.72531
0.65012	0.17031	3.74261
0.65181	0.16953	3.75984
0.65350	0.16878	3.77700
0.65519	0.16806	3.79409
0.65688	0.16737	3.81111
0.65857	0.16670	3.82808
0.66026	0.16606	3.84497
0.66195	0.16544	3.86181
0.66364	0.16485	3.87859
0.66533	0.16428	3.89531
0.66702	0.16374	3.91196
0.66871	0.16321	3.92857
0.67040	0.16271	3.94512
0.67209	0.16224	3.96161
0.67378	0.16178	3.97805
0.67546	0.16134	3.99444
0.67715	0.16092	4.01078
0.67884	0.16052	4.02706
0.68053	0.16014	4.04330
0.68222	0.15977	4.05949
0.68391	0.15943	4.07564
0.68560	0.15910	4.09173
0.68729	0.15878	4.10779
0.68898	0.15849	4.12379
0.69067	0.15821	4.13976
0.69236	0.15794	4.15568
0.69405	0.15769	4.17156
0.69574	0.15745	4.18740
0.69743	0.15723	4.20319
0.69912	0.15702	4.21895
0.70081	0.15683	4.23467
0.70250	0.15664	4.25035
0.70419	0.15648	4.26600
0.70588	0.15632	4.28160
0.70757	0.15617	4.29717
0.70926	0.15604	4.31271
0.71095	0.15592	4.32821
0.71264	0.15581	4.34367
0.71433	0.15571	4.35910
0.71602	0.15563	4.37450
0.71771	0.15555	4.38987
0.71940	0.15548	4.40520
0.72109	0.15543	4.42050
0.72278	0.15538	4.43577
0.72447	0.15534	4.45101
0.72616	0.15532	4.46622
0.72785	0.15530	4.48141
0.72954	0.15529	4.49656
0.73122	0.15529	4.51168
0.73291	0.15530	4.52678
0.73460	0.15532	4.54184
0.73629	0.15535	4.55688
0.73798	0.15538	4.57190
0.73967	0.15542	4.58688
0.74136	0.15547	4.60184
0.74305	0.15553	4.61678
0.74474	0.15560	4.63169
0.74643	0.15567	4.64658
0.74812	0.15575	4.66144
0.74981	0.15584	4.67627
0.75150	0.15594	4.69109
0.75319	0.15604	4.70588
0.75488	0.15615	4.72064
0.75657	0.15626	4.73539
0.75826	0.15638	4.75011
0.75995	0.15651	4.76481
0.76164	0.15665	4.77948
0.76333	0.15679	4.79414
0.76502	0.15694	4.80878
0.76671	0.15709	4.82339
0.76840	0.15725	4.83798
0.77009	0.15742	4.85256
0.77178	0.15759	4.86711
0.77347	0.15776	4.88165
0.77516	0.15795	4.89616
0.77685	0.15813	4.91066
0.77854	0.15833	4.92513
0.78023	0.15852	4.93959
0.78192	0.15873	4.95403
0.78361	0.15894	4.96845
0.78530	0.15915	4.98285
0.78699	0.15937	4.99724
0.78867	0.15959	5.01161
0.79036	0.15982	5.02596
0.79205	0.16005	5.04029
0.79374	0.16029	5.05461
0.79543	0.16053	5.06891
0.79712	0.16078	5.08319
0.79881	0.16103	5.09746
0.80050	0.16129	5.11172
0.80219	0.16155	5.12595
0.80388	0.16181	5.14017
0.80557	0.16208	5.15438
0.80726	0.16235	5.16857
0.80895	0.16263	5.18274
0.81064	0.16291	5.19691
0.81233	0.16320	5.21105
0.81402	0.16348	5.22518
0.81571	0.16378	5.23930
0.81740	0.16407	5.25340
0.81909	0.16437	5.26749
0.82078	0.16468	5.28157
0.82247	0.16499	5.29563
0.82416	0.16530	5.30968
0.82585	0.16561	5.32371
0.82754	0.16593	5.33774
0.82923	0.16625	5.35175
0.83092	0.16658	5.36574
0.83261	0.16691	5.37973
0.83430	0.16724	5.39370
0.83599	0.16758	5.40766
0.83768	0.16792	5.42160
0.83937	0.16826	5.43554
0.84106	0.16861	5.44946
0.84275	0.16896	5.46337
0.84443	0.16931	5.47727
0.84612	0.16966	5.49116
0.84781	0.17002	5.50503
0.84950	0.17038	5.51890
0.85119	0.17075	5.53275
0.85288	0.17112	5.54659
0.85457	0.17149	5.56042
0.85626	0.17186	5.57424
0.85795	0.17224	5.58805
0.85964	0.17262	5.60185
0.86133	0.17300	5.61564
0.86302	0.17339	5.62942
0.86471	0.17377	5.64318
0.86640	0.17417	5.65694
0.86809	0.17456	5.67069
0.86978	0.17496	5.68443
0.87147	0.17535	5.69815
0.87316	0.17576	5.71187
0.87485	0.17616	5.72558
0.87654	0.17657	5.73928
0.87823	0.17698	5.75297
0.87992	0.17739	5.76664
0.88161	0.17781	5.78031
0.88330	0.17822	5.79398
0.88499	0.17864	5.80763
0.88668	0.17907	5.82127
0.88837	0.17949	5.83490
0.89006	0.17992	5.84853
0.89175	0.18035	5.86215
0.89344	0.18078	5.87575
0.89513	0.18121	5.88935
0.89682	0.18165	5.90294
0.89851	0.18209	5.91652
0.90020	0.18253	5.93010
0.90188	0.18298	5.94366
0.90357	0.18342	5.95722
0.90526	0.18387	5.97077
0.90695	0.18432	5.98431
0.90864	0.18478	5.99784
0.91033	0.18523	6.01137
0.91202	0.18569	6.02488
0.91371	0.18615	6.03839
0.91540	0.18661	6.05190
0.91709	0.18708	6.06539
0.91878	0.18754	6.07888
0.92047	0.18801	6.09236
0.92216	0.18848	6.10583
0.92385	0.18895	6.11929
0.92554	0.18943	6.13275
0.92723	0.18991	6.14620
0.92892	0.19039	6.15964
0.93061	0.19087	6.17308
0.93230	0.19135	6.18651
0.93399	0.19184	6.19993
0.93568	0.19232	6.21334
0.93737	0.19281	6.22675
0.93906	0.19330	6.24015
0.94075	0.19380	6.25355
0.94244	0.19429	6.26693
0.94413	0.19479	6.28031
0.94582	0.19529	6.29369
0.94751	0.19579	6.30706
0.94920	0.19629	6.32042
0.95089	0.19680	6.33377
0.95258	0.19730	6.34712
0.95427	0.19781	6.36046
0.95596	0.19832	6.37380
0.95764	0.19884	6.38713
0.95933	0.19935	6.40046
0.96102	0.19987	6.41377
0.96271	0.20039	6.42709
0.96440	0.20090	6.44039
0.96609	0.20143	6.45369
0.96778	0.20195	6.46699
0.96947	0.20248	6.48027
0.97116	0.20300	6.49356
0.97285	0.20353	6.50683
0.97454	0.20406	6.52010
0.97623	0.20459	6.53337
0.97792	0.20513	6.54663
0.97961	0.20567	6.55988
0.98130	0.20620	6.57313
0.98299	0.20674	6.58638
0.98468	0.20728	6.59961
0.98637	0.20783	6.61285
0.98806	0.20837	6.62607
0.98975	0.20892	6.63929
0.99144	0.20947	6.65251
0.99313	0.21002	6.66572
0.99482	0.21057	6.67893
0.99651	0.21112	6.69213
0.99820	0.21167	6.70532
0.99989	0.21223	6.71852
1.00158	0.21279	6.73170
1.00327	0.21335	6.74488
1.00496	0.21391	6.75806
1.00665	0.21447	6.77123
1.00834	0.21504	6.78439
1.01003	0.21560	6.79756
1.01172	0.21617	6.81071
1.01341	0.21674	6.82386
1.01509	0.21731	6.83701
1.01678	0.21789	6.85015
1.01847	0.21846	6.86329
1.02016	0.21904	6.87642
1.02185	0.21961	6.88955
1.02354	0.22019	6.90267
1.02523	0.22077	6.91579
1.02692	0.22135	6.92891
1.02861	0.22194	6.94202
1.03030	0.22252	6.95512
1.03199	0.22311	6.96822
1.03368	0.22370	6.98132
1.03537	0.22429	6.99441
1.03706	0.22488	7.00750
1.03875	0.22547	7.02059
1.04044	0.22607	7.03366
1.04213	0.22666	7.04674
1.04382	0.22726	7.05981
1.04551	0.22786	7.07288
1.04720	0.22846	7.08594
