Refractive index of gold at +53K
lambda [um]	n	k
0.55043	0.34419	2.48194
0.55212	0.33586	2.50969
0.55381	0.32796	2.53705
0.55550	0.32046	2.56402
0.55719	0.31333	2.59062
0.55888	0.30654	2.61686
0.56057	0.30009	2.64276
0.56225	0.29394	2.66833
0.56394	0.28808	2.69357
0.56563	0.28249	2.71850
0.56732	0.27715	2.74313
0.56901	0.27206	2.76747
0.57070	0.26719	2.79153
0.57239	0.26254	2.81532
0.57408	0.25809	2.83884
0.57577	0.25383	2.86211
0.57746	0.24976	2.88514
0.57915	0.24585	2.90793
0.58084	0.24211	2.93049
0.58253	0.23852	2.95283
0.58422	0.23508	2.97495
0.58591	0.23178	2.99687
0.58760	0.22861	3.01858
0.58929	0.22557	3.04010
0.59098	0.22264	3.06144
0.59267	0.21983	3.08258
0.59436	0.21713	3.10356
0.59605	0.21454	3.12436
0.59774	0.21204	3.14499
0.59943	0.20964	3.16546
0.60112	0.20733	3.18577
0.60281	0.20511	3.20594
0.60450	0.20297	3.22595
0.60619	0.20091	3.24582
0.60788	0.19892	3.26555
0.60957	0.19701	3.28515
0.61126	0.19517	3.30462
0.61295	0.19339	3.32395
0.61464	0.19168	3.34317
0.61633	0.19004	3.36226
0.61801	0.18845	3.38123
0.61970	0.18691	3.40009
0.62139	0.18544	3.41884
0.62308	0.18401	3.43748
0.62477	0.18264	3.45601
0.62646	0.18132	3.47444
0.62815	0.18004	3.49277
0.62984	0.17881	3.51100
0.63153	0.17762	3.52914
0.63322	0.17648	3.54718
0.63491	0.17538	3.56514
0.63660	0.17431	3.58300
0.63829	0.17329	3.60078
0.63998	0.17230	3.61848
0.64167	0.17134	3.63609
0.64336	0.17043	3.65362
0.64505	0.16954	3.67108
0.64674	0.16869	3.68845
0.64843	0.16786	3.70576
0.65012	0.16707	3.72299
0.65181	0.16631	3.74014
0.65350	0.16557	3.75723
0.65519	0.16486	3.77425
0.65688	0.16418	3.79121
0.65857	0.16353	3.80810
0.66026	0.16290	3.82492
0.66195	0.16229	3.84169
0.66364	0.16171	3.85839
0.66533	0.16115	3.87503
0.66702	0.16061	3.89161
0.66871	0.16010	3.90814
0.67040	0.15960	3.92461
0.67209	0.15913	3.94102
0.67378	0.15867	3.95739
0.67546	0.15824	3.97369
0.67715	0.15782	3.98995
0.67884	0.15742	4.00616
0.68053	0.15704	4.02232
0.68222	0.15668	4.03842
0.68391	0.15633	4.05449
0.68560	0.15600	4.07050
0.68729	0.15569	4.08647
0.68898	0.15539	4.10239
0.69067	0.15510	4.11827
0.69236	0.15483	4.13411
0.69405	0.15458	4.14990
0.69574	0.15434	4.16565
0.69743	0.15411	4.18136
0.69912	0.15390	4.19703
0.70081	0.15370	4.21267
0.70250	0.15351	4.22826
0.70419	0.15333	4.24381
0.70588	0.15317	4.25933
0.70757	0.15302	4.27481
0.70926	0.15288	4.29026
0.71095	0.15275	4.30567
0.71264	0.15263	4.32104
0.71433	0.15253	4.33638
0.71602	0.15243	4.35169
0.71771	0.15235	4.36696
0.71940	0.15227	4.38220
0.72109	0.15220	4.39741
0.72278	0.15215	4.41259
0.72447	0.15210	4.42774
0.72616	0.15206	4.44286
0.72785	0.15204	4.45794
0.72954	0.15202	4.47300
0.73122	0.15201	4.48803
0.73291	0.15201	4.50303
0.73460	0.15201	4.51800
0.73629	0.15203	4.53295
0.73798	0.15205	4.54786
0.73967	0.15208	4.56276
0.74136	0.15212	4.57762
0.74305	0.15216	4.59246
0.74474	0.15222	4.60727
0.74643	0.15228	4.62206
0.74812	0.15235	4.63682
0.74981	0.15242	4.65156
0.75150	0.15250	4.66628
0.75319	0.15259	4.68097
0.75488	0.15269	4.69564
0.75657	0.15279	4.71028
0.75826	0.15290	4.72491
0.75995	0.15301	4.73951
0.76164	0.15314	4.75408
0.76333	0.15326	4.76864
0.76502	0.15340	4.78318
0.76671	0.15353	4.79769
0.76840	0.15368	4.81218
0.77009	0.15383	4.82666
0.77178	0.15399	4.84111
0.77347	0.15415	4.85554
0.77516	0.15432	4.86996
0.77685	0.15449	4.88435
0.77854	0.15467	4.89873
0.78023	0.15485	4.91308
0.78192	0.15504	4.92742
0.78361	0.15523	4.94174
0.78530	0.15543	4.95604
