Refractive index of gold at +77K
lambda [um]	n	k
0.55043	0.34982	2.48803
0.55212	0.34135	2.51574
0.55381	0.33332	2.54306
0.55550	0.32569	2.57001
0.55719	0.31845	2.59659
0.55888	0.31155	2.62281
0.56057	0.30499	2.64870
0.56225	0.29874	2.67425
0.56394	0.29279	2.69949
0.56563	0.28711	2.72441
0.56732	0.28169	2.74904
0.56901	0.27652	2.77338
0.57070	0.27157	2.79744
0.57239	0.26685	2.82123
0.57408	0.26233	2.84476
0.57577	0.25801	2.86804
0.57746	0.25387	2.89107
0.57915	0.24990	2.91387
0.58084	0.24610	2.93645
0.58253	0.24246	2.95880
0.58422	0.23897	2.98094
0.58591	0.23562	3.00287
0.58760	0.23240	3.02460
0.58929	0.22932	3.04613
0.59098	0.22635	3.06748
0.59267	0.22350	3.08865
0.59436	0.22076	3.10964
0.59605	0.21813	3.13046
0.59774	0.21560	3.15112
0.59943	0.21317	3.17161
0.60112	0.21083	3.19195
0.60281	0.20857	3.21213
0.60450	0.20641	3.23217
0.60619	0.20432	3.25207
0.60788	0.20231	3.27182
0.60957	0.20037	3.29144
0.61126	0.19851	3.31093
0.61295	0.19671	3.33030
0.61464	0.19498	3.34954
0.61633	0.19331	3.36865
0.61801	0.19170	3.38766
0.61970	0.19016	3.40654
0.62139	0.18866	3.42532
0.62308	0.18722	3.44398
0.62477	0.18584	3.46255
0.62646	0.18450	3.48100
0.62815	0.18321	3.49936
0.62984	0.18196	3.51762
0.63153	0.18077	3.53579
0.63322	0.17961	3.55386
0.63491	0.17850	3.57185
0.63660	0.17742	3.58974
0.63829	0.17639	3.60755
0.63998	0.17539	3.62528
0.64167	0.17443	3.64292
0.64336	0.17350	3.66048
0.64505	0.17261	3.67797
0.64674	0.17175	3.69538
0.64843	0.17092	3.71271
0.65012	0.17012	3.72997
0.65181	0.16935	3.74716
0.65350	0.16861	3.76428
0.65519	0.16790	3.78133
0.65688	0.16721	3.79832
0.65857	0.16655	3.81524
0.66026	0.16592	3.83210
0.66195	0.16531	3.84889
0.66364	0.16473	3.86563
0.66533	0.16417	3.88230
0.66702	0.16363	3.89892
0.66871	0.16311	3.91548
0.67040	0.16261	3.93198
0.67209	0.16214	3.94843
0.67378	0.16168	3.96482
0.67546	0.16125	3.98116
0.67715	0.16083	3.99745
0.67884	0.16043	4.01369
0.68053	0.16005	4.02988
0.68222	0.15969	4.04603
0.68391	0.15934	4.06212
0.68560	0.15901	4.07817
0.68729	0.15870	4.09417
0.68898	0.15840	4.11013
0.69067	0.15812	4.12604
0.69236	0.15786	4.14191
0.69405	0.15760	4.15774
0.69574	0.15737	4.17352
0.69743	0.15714	4.18927
0.69912	0.15693	4.20497
0.70081	0.15673	4.22064
0.70250	0.15655	4.23626
0.70419	0.15638	4.25185
0.70588	0.15622	4.26740
0.70757	0.15607	4.28292
0.70926	0.15593	4.29840
0.71095	0.15581	4.31384
0.71264	0.15570	4.32925
0.71433	0.15559	4.34463
0.71602	0.15550	4.35997
0.71771	0.15542	4.37527
0.71940	0.15535	4.39055
0.72109	0.15529	4.40579
0.72278	0.15524	4.42101
0.72447	0.15520	4.43619
0.72616	0.15517	4.45134
0.72785	0.15515	4.46646
0.72954	0.15513	4.48155
0.73122	0.15513	4.49662
0.73291	0.15513	4.51165
0.73460	0.15515	4.52666
0.73629	0.15517	4.54164
0.73798	0.15520	4.55659
0.73967	0.15523	4.57151
0.74136	0.15528	4.58641
0.74305	0.15533	4.60129
0.74474	0.15539	4.61613
0.74643	0.15546	4.63096
0.74812	0.15554	4.64575
0.74981	0.15562	4.66053
0.75150	0.15571	4.67528
0.75319	0.15580	4.69000
0.75488	0.15591	4.70471
0.75657	0.15602	4.71939
0.75826	0.15613	4.73404
0.75995	0.15625	4.74868
0.76164	0.15638	4.76329
0.76333	0.15652	4.77788
0.76502	0.15666	4.79245
0.76671	0.15681	4.80700
0.76840	0.15696	4.82153
0.77009	0.15712	4.83604
0.77178	0.15728	4.85053
0.77347	0.15745	4.86499
0.77516	0.15763	4.87944
0.77685	0.15781	4.89387
0.77854	0.15800	4.90828
0.78023	0.15819	4.92267
0.78192	0.15839	4.93704
0.78361	0.15859	4.95140
0.78530	0.15880	4.96573
0.78699	0.15901	4.98005
0.78867	0.15922	4.99435
0.79036	0.15945	5.00864
0.79205	0.15967	5.02290
0.79374	0.15990	5.03715
0.79543	0.16014	5.05138
0.79712	0.16038	5.06560
0.79881	0.16062	5.07980
0.80050	0.16087	5.09398
0.80219	0.16113	5.10815
0.80388	0.16138	5.12230
0.80557	0.16165	5.13644
0.80726	0.16191	5.15056
0.80895	0.16218	5.16467
0.81064	0.16246	5.17876
0.81233	0.16274	5.19284
0.81402	0.16302	5.20690
0.81571	0.16330	5.22094
0.81740	0.16359	5.23498
0.81909	0.16389	5.24900
0.82078	0.16418	5.26300
0.82247	0.16449	5.27699
0.82416	0.16479	5.29097
0.82585	0.16510	5.30494
0.82754	0.16541	5.31889
0.82923	0.16573	5.33283
0.83092	0.16605	5.34675
0.83261	0.16637	5.36067
0.83430	0.16670	5.37457
0.83599	0.16702	5.38845
0.83768	0.16736	5.40233
0.83937	0.16769	5.41619
0.84106	0.16803	5.43004
0.84275	0.16838	5.44388
0.84443	0.16872	5.45771
0.84612	0.16907	5.47153
0.84781	0.16942	5.48533
0.84950	0.16978	5.49912
0.85119	0.17013	5.51290
0.85288	0.17050	5.52667
0.85457	0.17086	5.54043
0.85626	0.17123	5.55418
0.85795	0.17160	5.56792
0.85964	0.17197	5.58165
0.86133	0.17235	5.59536
0.86302	0.17272	5.60907
0.86471	0.17311	5.62276
0.86640	0.17349	5.63645
0.86809	0.17388	5.65012
0.86978	0.17427	5.66379
0.87147	0.17466	5.67744
0.87316	0.17505	5.69109
0.87485	0.17545	5.70472
0.87654	0.17585	5.71835
0.87823	0.17626	5.73196
0.87992	0.17666	5.74557
0.88161	0.17707	5.75917
0.88330	0.17748	5.77276
0.88499	0.17789	5.78633
0.88668	0.17831	5.79990
0.88837	0.17873	5.81346
0.89006	0.17915	5.82702
0.89175	0.17957	5.84056
0.89344	0.18000	5.85409
0.89513	0.18043	5.86762
0.89682	0.18086	5.88114
0.89851	0.18129	5.89465
0.90020	0.18173	5.90815
0.90188	0.18216	5.92164
0.90357	0.18260	5.93512
0.90526	0.18304	5.94860
0.90695	0.18349	5.96206
0.90864	0.18394	5.97552
0.91033	0.18439	5.98897
0.91202	0.18484	6.00242
0.91371	0.18529	6.01585
0.91540	0.18575	6.02928
0.91709	0.18620	6.04270
0.91878	0.18666	6.05612
0.92047	0.18712	6.06952
0.92216	0.18759	6.08292
0.92385	0.18806	6.09631
0.92554	0.18852	6.10969
0.92723	0.18899	6.12307
0.92892	0.18947	6.13644
0.93061	0.18994	6.14980
0.93230	0.19042	6.16315
0.93399	0.19090	6.17650
0.93568	0.19138	6.18984
0.93737	0.19186	6.20318
0.93906	0.19235	6.21650
0.94075	0.19283	6.22982
0.94244	0.19332	6.24314
0.94413	0.19381	6.25645
0.94582	0.19430	6.26975
0.94751	0.19480	6.28304
0.94920	0.19530	6.29633
0.95089	0.19579	6.30961
0.95258	0.19630	6.32288
0.95427	0.19680	6.33615
0.95596	0.19730	6.34941
0.95764	0.19781	6.36267
0.95933	0.19832	6.37592
0.96102	0.19883	6.38916
0.96271	0.19934	6.40240
0.96440	0.19985	6.41563
0.96609	0.20037	6.42886
0.96778	0.20088	6.44208
0.96947	0.20140	6.45529
