Refractive index of gold at +34K
lambda [um]	n	k
0.55043	0.33867	2.48297
0.55212	0.33044	2.51065
0.55381	0.32263	2.53793
0.55550	0.31522	2.56484
0.55719	0.30817	2.59137
0.55888	0.30147	2.61755
0.56057	0.29509	2.64338
0.56225	0.28901	2.66888
0.56394	0.28322	2.69405
0.56563	0.27770	2.71892
0.56732	0.27244	2.74348
0.56901	0.26740	2.76776
0.57070	0.26260	2.79176
0.57239	0.25800	2.81548
0.57408	0.25361	2.83895
0.57577	0.24941	2.86216
0.57746	0.24538	2.88512
0.57915	0.24152	2.90785
0.58084	0.23783	2.93036
0.58253	0.23429	2.95264
0.58422	0.23089	2.97470
0.58591	0.22763	2.99657
0.58760	0.22450	3.01823
0.58929	0.22150	3.03969
0.59098	0.21861	3.06097
0.59267	0.21584	3.08207
0.59436	0.21318	3.10299
0.59605	0.21062	3.12374
0.59774	0.20815	3.14432
0.59943	0.20578	3.16474
0.60112	0.20350	3.18501
0.60281	0.20131	3.20513
0.60450	0.19920	3.22509
0.60619	0.19716	3.24492
0.60788	0.19520	3.26461
0.60957	0.19332	3.28416
0.61126	0.19150	3.30358
0.61295	0.18975	3.32287
0.61464	0.18806	3.34204
0.61633	0.18643	3.36109
0.61801	0.18487	3.38003
0.61970	0.18335	3.39884
0.62139	0.18190	3.41755
0.62308	0.18049	3.43615
0.62477	0.17914	3.45465
0.62646	0.17783	3.47304
0.62815	0.17657	3.49133
0.62984	0.17536	3.50953
0.63153	0.17419	3.52763
0.63322	0.17306	3.54564
0.63491	0.17197	3.56355
0.63660	0.17092	3.58138
0.63829	0.16991	3.59913
0.63998	0.16893	3.61679
0.64167	0.16799	3.63437
0.64336	0.16708	3.65187
0.64505	0.16621	3.66929
0.64674	0.16536	3.68664
0.64843	0.16455	3.70391
0.65012	0.16377	3.72111
0.65181	0.16302	3.73823
0.65350	0.16229	3.75529
0.65519	0.16159	3.77228
0.65688	0.16092	3.78921
0.65857	0.16027	3.80607
0.66026	0.15965	3.82286
0.66195	0.15905	3.83960
0.66364	0.15848	3.85627
0.66533	0.15792	3.87289
0.66702	0.15739	3.88944
0.66871	0.15688	3.90594
0.67040	0.15639	3.92238
0.67209	0.15592	3.93877
0.67378	0.15547	3.95511
0.67546	0.15504	3.97139
0.67715	0.15463	3.98762
0.67884	0.15424	4.00381
0.68053	0.15386	4.01994
0.68222	0.15350	4.03602
0.68391	0.15316	4.05206
0.68560	0.15283	4.06805
0.68729	0.15252	4.08399
0.68898	0.15222	4.09989
0.69067	0.15194	4.11575
0.69236	0.15167	4.13156
0.69405	0.15142	4.14733
0.69574	0.15118	4.16306
0.69743	0.15096	4.17875
0.69912	0.15074	4.19440
0.70081	0.15055	4.21001
0.70250	0.15036	4.22558
0.70419	0.15018	4.24112
0.70588	0.15002	4.25661
0.70757	0.14987	4.27207
0.70926	0.14973	4.28750
0.71095	0.14960	4.30289
0.71264	0.14948	4.31824
0.71433	0.14938	4.33356
0.71602	0.14928	4.34885
0.71771	0.14919	4.36411
0.71940	0.14912	4.37933
0.72109	0.14905	4.39452
0.72278	0.14899	4.40968
0.72447	0.14895	4.42481
0.72616	0.14891	4.43990
0.72785	0.14888	4.45497
0.72954	0.14886	4.47001
0.73122	0.14885	4.48502
0.73291	0.14884	4.50001
0.73460	0.14885	4.51496
0.73629	0.14886	4.52989
0.73798	0.14888	4.54479
0.73967	0.14891	4.55966
0.74136	0.14894	4.57451
0.74305	0.14899	4.58933
0.74474	0.14904	4.60413
0.74643	0.14910	4.61890
0.74812	0.14916	4.63365
0.74981	0.14923	4.64837
0.75150	0.14931	4.66307
0.75319	0.14940	4.67774
0.75488	0.14949	4.69239
0.75657	0.14959	4.70702
0.75826	0.14969	4.72163
0.75995	0.14980	4.73622
0.76164	0.14992	4.75078
0.76333	0.15004	4.76532
0.76502	0.15017	4.77984
0.76671	0.15031	4.79434
0.76840	0.15045	4.80882
0.77009	0.15059	4.82328
0.77178	0.15074	4.83772
0.77347	0.15090	4.85213
0.77516	0.15106	4.86653
0.77685	0.15123	4.88091
0.77854	0.15140	4.89527
0.78023	0.15158	4.90962
0.78192	0.15176	4.92394
0.78361	0.15195	4.93825
0.78530	0.15214	4.95253
0.78699	0.15234	4.96680
0.78867	0.15254	4.98106
0.79036	0.15275	4.99529
0.79205	0.15296	5.00951
0.79374	0.15318	5.02371
0.79543	0.15340	5.03790
0.79712	0.15362	5.05206
0.79881	0.15385	5.06622
0.80050	0.15409	5.08035
0.80219	0.15432	5.09447
0.80388	0.15456	5.10858
0.80557	0.15481	5.12267
0.80726	0.15506	5.13674
0.80895	0.15531	5.15080
0.81064	0.15557	5.16484
0.81233	0.15583	5.17887
0.81402	0.15610	5.19289
0.81571	0.15637	5.20689
0.81740	0.15664	5.22088
0.81909	0.15692	5.23485
0.82078	0.15720	5.24881
0.82247	0.15748	5.26275
0.82416	0.15777	5.27668
0.82585	0.15806	5.29060
0.82754	0.15835	5.30451
0.82923	0.15865	5.31840
0.83092	0.15895	5.33228
0.83261	0.15926	5.34615
0.83430	0.15957	5.36000
0.83599	0.15988	5.37384
0.83768	0.16019	5.38767
0.83937	0.16051	5.40149
0.84106	0.16083	5.41530
0.84275	0.16115	5.42909
0.84443	0.16148	5.44287
0.84612	0.16181	5.45664
0.84781	0.16214	5.47040
0.84950	0.16248	5.48415
0.85119	0.16282	5.49788
0.85288	0.16316	5.51161
0.85457	0.16350	5.52532
0.85626	0.16385	5.53903
0.85795	0.16420	5.55272
0.85964	0.16455	5.56640
0.86133	0.16491	5.58007
0.86302	0.16527	5.59373
0.86471	0.16563	5.60738
0.86640	0.16599	5.62102
0.86809	0.16636	5.63465
0.86978	0.16673	5.64827
0.87147	0.16710	5.66188
0.87316	0.16748	5.67549
0.87485	0.16785	5.68908
0.87654	0.16823	5.70266
0.87823	0.16862	5.71623
0.87992	0.16900	5.72979
0.88161	0.16939	5.74335
0.88330	0.16978	5.75689
0.88499	0.17017	5.77042
0.88668	0.17056	5.78395
0.88837	0.17096	5.79747
0.89006	0.17136	5.81098
0.89175	0.17176	5.82448
0.89344	0.17217	5.83797
0.89513	0.17257	5.85145
0.89682	0.17298	5.86492
0.89851	0.17339	5.87839
0.90020	0.17381	5.89184
0.90188	0.17422	5.90529
0.90357	0.17464	5.91873
0.90526	0.17506	5.93216
0.90695	0.17548	5.94559
0.90864	0.17590	5.95901
0.91033	0.17633	5.97241
0.91202	0.17676	5.98581
0.91371	0.17719	5.99921
0.91540	0.17762	6.01259
0.91709	0.17806	6.02597
0.91878	0.17850	6.03934
0.92047	0.17893	6.05270
0.92216	0.17938	6.06606
0.92385	0.17982	6.07941
0.92554	0.18026	6.09275
0.92723	0.18071	6.10608
0.92892	0.18116	6.11941
0.93061	0.18161	6.13273
0.93230	0.18207	6.14604
0.93399	0.18252	6.15934
0.93568	0.18298	6.17264
0.93737	0.18344	6.18593
0.93906	0.18390	6.19922
0.94075	0.18436	6.21250
0.94244	0.18483	6.22577
0.94413	0.18529	6.23903
0.94582	0.18576	6.25229
0.94751	0.18623	6.26554
0.94920	0.18670	6.27879
0.95089	0.18718	6.29203
0.95258	0.18765	6.30526
0.95427	0.18813	6.31849
0.95596	0.18861	6.33171
0.95764	0.18909	6.34492
0.95933	0.18958	6.35813
0.96102	0.19006	6.37133
0.96271	0.19055	6.38453
0.96440	0.19104	6.39772
0.96609	0.19153	6.41090
0.96778	0.19202	6.42408
0.96947	0.19251	6.43726
0.97116	0.19301	6.45042
0.97285	0.19351	6.46358
0.97454	0.19401	6.47674
0.97623	0.19451	6.48989
0.97792	0.19501	6.50303
0.97961	0.19551	6.51617
0.98130	0.19602	6.52931
0.98299	0.19653	6.54243
0.98468	0.19704	6.55556
0.98637	0.19755	6.56867
0.98806	0.19806	6.58179
0.98975	0.19857	6.59489
0.99144	0.19909	6.60799
0.99313	0.19961	6.62109
0.99482	0.20013	6.63418
0.99651	0.20065	6.64727
0.99820	0.20117	6.66035
0.99989	0.20169	6.67342
1.00158	0.20222	6.68649
1.00327	0.20275	6.69956
1.00496	0.20327	6.71262
1.00665	0.20380	6.72568
1.00834	0.20434	6.73873
1.01003	0.20487	6.75177
1.01172	0.20540	6.76482
1.01341	0.20594	6.77785
1.01509	0.20648	6.79089
1.01678	0.20702	6.80391
1.01847	0.20756	6.81694
1.02016	0.20810	6.82995
1.02185	0.20865	6.84297
1.02354	0.20919	6.85598
1.02523	0.20974	6.86898
