Refractive index of gold at +11K
lambda [um]	n	k
0.55043	0.33319	2.48421
0.55212	0.32492	2.51190
0.55381	0.31708	2.53920
0.55550	0.30964	2.56610
0.55719	0.30257	2.59264
0.55888	0.29585	2.61882
0.56057	0.28946	2.64464
0.56225	0.28338	2.67013
0.56394	0.27758	2.69530
0.56563	0.27206	2.72015
0.56732	0.26680	2.74471
0.56901	0.26177	2.76897
0.57070	0.25697	2.79294
0.57239	0.25239	2.81665
0.57408	0.24800	2.84009
0.57577	0.24381	2.86328
0.57746	0.23980	2.88622
0.57915	0.23596	2.90893
0.58084	0.23228	2.93140
0.58253	0.22875	2.95366
0.58422	0.22537	2.97570
0.58591	0.22213	2.99753
0.58760	0.21902	3.01916
0.58929	0.21604	3.04060
0.59098	0.21317	3.06184
0.59267	0.21042	3.08291
0.59436	0.20778	3.10380
0.59605	0.20523	3.12451
0.59774	0.20279	3.14507
0.59943	0.20044	3.16546
0.60112	0.19818	3.18569
0.60281	0.19601	3.20577
0.60450	0.19391	3.22571
0.60619	0.19190	3.24550
0.60788	0.18996	3.26516
0.60957	0.18810	3.28467
0.61126	0.18630	3.30406
0.61295	0.18457	3.32332
0.61464	0.18290	3.34246
0.61633	0.18129	3.36148
0.61801	0.17974	3.38038
0.61970	0.17825	3.39917
0.62139	0.17681	3.41784
0.62308	0.17542	3.43641
0.62477	0.17408	3.45487
0.62646	0.17279	3.47324
0.62815	0.17155	3.49150
0.62984	0.17035	3.50966
0.63153	0.16920	3.52773
0.63322	0.16808	3.54571
0.63491	0.16701	3.56360
0.63660	0.16598	3.58140
0.63829	0.16498	3.59911
0.63998	0.16402	3.61675
0.64167	0.16309	3.63430
0.64336	0.16220	3.65177
0.64505	0.16133	3.66916
0.64674	0.16050	3.68648
0.64843	0.15971	3.70372
0.65012	0.15894	3.72089
0.65181	0.15819	3.73799
0.65350	0.15748	3.75503
0.65519	0.15679	3.77199
0.65688	0.15613	3.78889
0.65857	0.15550	3.80572
0.66026	0.15488	3.82249
0.66195	0.15429	3.83920
0.66364	0.15373	3.85585
0.66533	0.15319	3.87244
0.66702	0.15266	3.88898
0.66871	0.15216	3.90545
0.67040	0.15168	3.92187
0.67209	0.15122	3.93824
0.67378	0.15078	3.95455
0.67546	0.15036	3.97081
