Refractive index of gold at +42K
lambda [um]	n	k
0.55043	0.33976	2.48227
0.55212	0.33155	2.50998
0.55381	0.32375	2.53729
0.55550	0.31635	2.56422
0.55719	0.30932	2.59078
0.55888	0.30263	2.61698
0.56057	0.29626	2.64284
0.56225	0.29020	2.66836
0.56394	0.28442	2.69356
0.56563	0.27891	2.71845
0.56732	0.27364	2.74304
0.56901	0.26862	2.76734
0.57070	0.26382	2.79135
0.57239	0.25923	2.81510
0.57408	0.25484	2.83859
0.57577	0.25064	2.86182
0.57746	0.24662	2.88481
0.57915	0.24276	2.90756
0.58084	0.23907	2.93008
0.58253	0.23553	2.95239
0.58422	0.23213	2.97447
0.58591	0.22888	2.99635
0.58760	0.22575	3.01803
0.58929	0.22275	3.03952
0.59098	0.21986	3.06082
0.59267	0.21709	3.08193
0.59436	0.21443	3.10287
0.59605	0.21186	3.12364
0.59774	0.20940	3.14424
0.59943	0.20703	3.16468
0.60112	0.20475	3.18497
0.60281	0.20256	3.20510
0.60450	0.20044	3.22509
0.60619	0.19841	3.24493
0.60788	0.19645	3.26463
0.60957	0.19456	3.28420
0.61126	0.19274	3.30364
0.61295	0.19099	3.32295
0.61464	0.18930	3.34213
0.61633	0.18768	3.36120
0.61801	0.18611	3.38015
0.61970	0.18460	3.39898
0.62139	0.18314	3.41771
0.62308	0.18173	3.43632
0.62477	0.18038	3.45483
0.62646	0.17907	3.47324
0.62815	0.17781	3.49154
0.62984	0.17660	3.50975
0.63153	0.17542	3.52787
0.63322	0.17429	3.54589
0.63491	0.17320	3.56382
0.63660	0.17215	3.58166
0.63829	0.17114	3.59942
0.63998	0.17016	3.61710
0.64167	0.16922	3.63469
0.64336	0.16831	3.65220
0.64505	0.16744	3.66963
0.64674	0.16659	3.68699
0.64843	0.16578	3.70427
0.65012	0.16500	3.72149
0.65181	0.16425	3.73863
0.65350	0.16352	3.75570
0.65519	0.16282	3.77270
0.65688	0.16215	3.78963
0.65857	0.16150	3.80650
0.66026	0.16088	3.82331
0.66195	0.16028	3.84006
0.66364	0.15970	3.85674
0.66533	0.15915	3.87337
0.66702	0.15862	3.88993
0.66871	0.15811	3.90644
0.67040	0.15762	3.92290
0.67209	0.15715	3.93929
0.67378	0.15670	3.95564
0.67546	0.15627	3.97193
0.67715	0.15586	3.98817
0.67884	0.15547	4.00437
0.68053	0.15509	4.02051
0.68222	0.15473	4.03660
0.68391	0.15439	4.05265
0.68560	0.15406	4.06865
0.68729	0.15375	4.08460
0.68898	0.15345	4.10051
0.69067	0.15317	4.11637
0.69236	0.15291	4.13219
0.69405	0.15265	4.14797
0.69574	0.15242	4.16371
0.69743	0.15219	4.17941
0.69912	0.15198	4.19507
0.70081	0.15178	4.21068
0.70250	0.15160	4.22626
0.70419	0.15142	4.24180
0.70588	0.15126	4.25731
0.70757	0.15111	4.27278
0.70926	0.15097	4.28821
