Refractive index of gold at +0K
lambda [um]	n	k
0.55043	0.33124	2.48843
0.55212	0.32303	2.51606
0.55381	0.31524	2.54330
0.55550	0.30785	2.57015
0.55719	0.30084	2.59662
0.55888	0.29416	2.62274
0.56057	0.28782	2.64851
0.56225	0.28178	2.67395
0.56394	0.27603	2.69906
0.56563	0.27054	2.72386
0.56732	0.26531	2.74836
0.56901	0.26032	2.77257
0.57070	0.25556	2.79650
0.57239	0.25100	2.82015
0.57408	0.24665	2.84355
0.57577	0.24249	2.86669
0.57746	0.23850	2.88959
0.57915	0.23469	2.91225
0.58084	0.23103	2.93468
0.58253	0.22753	2.95689
0.58422	0.22417	2.97889
0.58591	0.22095	3.00068
0.58760	0.21787	3.02227
0.58929	0.21490	3.04367
0.59098	0.21205	3.06488
0.59267	0.20932	3.08591
0.59436	0.20669	3.10676
0.59605	0.20417	3.12744
0.59774	0.20174	3.14796
0.59943	0.19941	3.16831
0.60112	0.19716	3.18851
0.60281	0.19500	3.20856
0.60450	0.19293	3.22847
0.60619	0.19093	3.24823
0.60788	0.18900	3.26785
0.60957	0.18715	3.28734
0.61126	0.18536	3.30670
0.61295	0.18364	3.32593
0.61464	0.18198	3.34504
0.61633	0.18039	3.36402
0.61801	0.17885	3.38290
0.61970	0.17736	3.40166
0.62139	0.17593	3.42030
0.62308	0.17456	3.43885
0.62477	0.17323	3.45728
0.62646	0.17195	3.47562
0.62815	0.17071	3.49385
0.62984	0.16953	3.51199
0.63153	0.16838	3.53004
0.63322	0.16727	3.54799
0.63491	0.16621	3.56586
0.63660	0.16518	3.58363
0.63829	0.16419	3.60132
0.63998	0.16323	3.61893
0.64167	0.16231	3.63646
0.64336	0.16142	3.65391
0.64505	0.16057	3.67128
0.64674	0.15975	3.68858
0.64843	0.15895	3.70580
0.65012	0.15819	3.72295
0.65181	0.15745	3.74003
0.65350	0.15674	3.75704
0.65519	0.15606	3.77399
0.65688	0.15540	3.79086
0.65857	0.15477	3.80768
0.66026	0.15417	3.82443
0.66195	0.15358	3.84112
0.66364	0.15302	3.85775
0.66533	0.15248	3.87432
0.66702	0.15196	3.89084
0.66871	0.15147	3.90729
0.67040	0.15099	3.92370
0.67209	0.15053	3.94004
0.67378	0.15010	3.95634
0.67546	0.14968	3.97258
0.67715	0.14928	3.98878
0.67884	0.14889	4.00492
0.68053	0.14852	4.02101
0.68222	0.14817	4.03706
0.68391	0.14784	4.05306
0.68560	0.14752	4.06901
0.68729	0.14722	4.08492
0.68898	0.14693	4.10078
0.69067	0.14666	4.11661
0.69236	0.14640	4.13238
0.69405	0.14615	4.14812
0.69574	0.14592	4.16382
0.69743	0.14570	4.17947
0.69912	0.14550	4.19509
0.70081	0.14530	4.21066
0.70250	0.14512	4.22620
0.70419	0.14495	4.24171
0.70588	0.14480	4.25717
0.70757	0.14465	4.27260
0.70926	0.14452	4.28799
0.71095	0.14439	4.30335
0.71264	0.14428	4.31868
0.71433	0.14417	4.33397
0.71602	0.14408	4.34923
0.71771	0.14400	4.36445
0.71940	0.14392	4.37965
0.72109	0.14386	4.39481
0.72278	0.14381	4.40994
0.72447	0.14376	4.42504
0.72616	0.14372	4.44011
0.72785	0.14370	4.45516
0.72954	0.14368	4.47017
0.73122	0.14367	4.48515
0.73291	0.14366	4.50011
0.73460	0.14367	4.51504
0.73629	0.14368	4.52994
0.73798	0.14370	4.54482
0.73967	0.14373	4.55967
0.74136	0.14377	4.57449
0.74305	0.14381	4.58929
0.74474	0.14386	4.60406
0.74643	0.14392	4.61881
0.74812	0.14398	4.63353
0.74981	0.14405	4.64823
0.75150	0.14413	4.66291
0.75319	0.14421	4.67756
0.75488	0.14430	4.69220
0.75657	0.14440	4.70680
0.75826	0.14450	4.72139
0.75995	0.14461	4.73595
0.76164	0.14472	4.75050
0.76333	0.14484	4.76502
0.76502	0.14497	4.77952
0.76671	0.14510	4.79400
0.76840	0.14524	4.80846
0.77009	0.14538	4.82289
0.77178	0.14553	4.83731
0.77347	0.14568	4.85171
0.77516	0.14584	4.86609
0.77685	0.14601	4.88046
0.77854	0.14617	4.89480
0.78023	0.14635	4.90912
0.78192	0.14653	4.92343
0.78361	0.14671	4.93772
0.78530	0.14690	4.95199
0.78699	0.14709	4.96624
0.78867	0.14729	4.98047
0.79036	0.14749	4.99469
0.79205	0.14769	5.00889
0.79374	0.14790	5.02308
0.79543	0.14812	5.03725
0.79712	0.14834	5.05140
0.79881	0.14856	5.06554
0.80050	0.14879	5.07966
0.80219	0.14902	5.09376
0.80388	0.14926	5.10785
0.80557	0.14950	5.12192
0.80726	0.14974	5.13598
0.80895	0.14999	5.15003
0.81064	0.15024	5.16406
0.81233	0.15049	5.17807
0.81402	0.15075	5.19207
0.81571	0.15101	5.20606
0.81740	0.15128	5.22003
0.81909	0.15155	5.23399
0.82078	0.15182	5.24794
0.82247	0.15209	5.26187
0.82416	0.15237	5.27579
0.82585	0.15266	5.28969
0.82754	0.15294	5.30359
0.82923	0.15323	5.31747
0.83092	0.15353	5.33133
0.83261	0.15382	5.34519
0.83430	0.15412	5.35903
0.83599	0.15442	5.37286
0.83768	0.15473	5.38668
0.83937	0.15504	5.40048
0.84106	0.15535	5.41428
0.84275	0.15566	5.42806
0.84443	0.15598	5.44183
0.84612	0.15630	5.45559
0.84781	0.15663	5.46934
0.84950	0.15695	5.48307
0.85119	0.15728	5.49680
0.85288	0.15761	5.51051
0.85457	0.15795	5.52421
0.85626	0.15829	5.53791
0.85795	0.15863	5.55159
0.85964	0.15897	5.56526
0.86133	0.15931	5.57892
0.86302	0.15966	5.59257
0.86471	0.16001	5.60621
0.86640	0.16037	5.61984
0.86809	0.16072	5.63346
0.86978	0.16108	5.64708
0.87147	0.16144	5.66068
0.87316	0.16181	5.67427
0.87485	0.16217	5.68785
0.87654	0.16254	5.70142
0.87823	0.16291	5.71498
0.87992	0.16329	5.72854
0.88161	0.16366	5.74208
0.88330	0.16404	5.75562
0.88499	0.16442	5.76914
0.88668	0.16481	5.78266
0.88837	0.16519	5.79617
0.89006	0.16558	5.80967
0.89175	0.16597	5.82316
0.89344	0.16636	5.83664
0.89513	0.16676	5.85012
0.89682	0.16715	5.86358
0.89851	0.16755	5.87704
0.90020	0.16795	5.89049
0.90188	0.16836	5.90393
0.90357	0.16876	5.91736
0.90526	0.16917	5.93079
0.90695	0.16958	5.94420
0.90864	0.16999	5.95761
0.91033	0.17041	5.97101
0.91202	0.17082	5.98441
0.91371	0.17124	5.99779
0.91540	0.17166	6.01117
0.91709	0.17208	6.02454
0.91878	0.17251	6.03791
0.92047	0.17293	6.05126
0.92216	0.17336	6.06461
0.92385	0.17379	6.07795
0.92554	0.17422	6.09129
0.92723	0.17466	6.10461
0.92892	0.17509	6.11793
0.93061	0.17553	6.13125
0.93230	0.17597	6.14455
0.93399	0.17641	6.15785
0.93568	0.17685	6.17114
0.93737	0.17730	6.18443
0.93906	0.17775	6.19771
0.94075	0.17820	6.21098
0.94244	0.17865	6.22425
0.94413	0.17910	6.23751
0.94582	0.17956	6.25076
0.94751	0.18001	6.26400
0.94920	0.18047	6.27724
0.95089	0.18093	6.29048
0.95258	0.18139	6.30371
0.95427	0.18185	6.31693
0.95596	0.18232	6.33014
0.95764	0.18279	6.34335
0.95933	0.18326	6.35655
0.96102	0.18373	6.36975
0.96271	0.18420	6.38294
0.96440	0.18467	6.39613
0.96609	0.18515	6.40931
0.96778	0.18563	6.42248
0.96947	0.18610	6.43565
0.97116	0.18659	6.44881
0.97285	0.18707	6.46197
0.97454	0.18755	6.47512
0.97623	0.18804	6.48826
0.97792	0.18852	6.50140
0.97961	0.18901	6.51454
0.98130	0.18950	6.52767
0.98299	0.19000	6.54079
0.98468	0.19049	6.55391
0.98637	0.19099	6.56702
0.98806	0.19148	6.58013
0.98975	0.19198	6.59323
0.99144	0.19248	6.60633
0.99313	0.19298	6.61942
0.99482	0.19349	6.63251
0.99651	0.19399	6.64559
0.99820	0.19450	6.65867
0.99989	0.19500	6.67174
1.00158	0.19551	6.68481
1.00327	0.19603	6.69787
1.00496	0.19654	6.71093
1.00665	0.19705	6.72398
1.00834	0.19757	6.73703
1.01003	0.19808	6.75007
1.01172	0.19860	6.76311
1.01341	0.19912	6.77614
1.01509	0.19964	6.78917
1.01678	0.20017	6.80219
1.01847	0.20069	6.81521
1.02016	0.20122	6.82823
1.02185	0.20175	6.84124
1.02354	0.20227	6.85424
1.02523	0.20280	6.86725
1.02692	0.20334	6.88024
1.02861	0.20387	6.89324
1.03030	0.20440	6.90622
1.03199	0.20494	6.91921
1.03368	0.20548	6.93219
1.03537	0.20602	6.94516
1.03706	0.20656	6.95813
1.03875	0.20710	6.97110
1.04044	0.20764	6.98406
1.04213	0.20819	6.99702
1.04382	0.20873	7.00998
1.04551	0.20928	7.02293
1.04720	0.20983	7.03587
