Refractive index of gold at +35K
lambda [um]	n	k
0.55043	0.33872	2.48290
0.55212	0.33050	2.51058
0.55381	0.32270	2.53787
0.55550	0.31529	2.56478
0.55719	0.30825	2.59131
0.55888	0.30155	2.61749
0.56057	0.29518	2.64332
0.56225	0.28911	2.66882
0.56394	0.28333	2.69400
0.56563	0.27781	2.71887
0.56732	0.27254	2.74344
0.56901	0.26752	2.76771
0.57070	0.26271	2.79171
0.57239	0.25812	2.81544
0.57408	0.25373	2.83890
0.57577	0.24953	2.86212
0.57746	0.24551	2.88508
0.57915	0.24165	2.90782
0.58084	0.23796	2.93032
0.58253	0.23442	2.95260
0.58422	0.23102	2.97467
0.58591	0.22777	2.99654
0.58760	0.22464	3.01820
0.58929	0.22164	3.03967
0.59098	0.21875	3.06095
0.59267	0.21598	3.08204
0.59436	0.21332	3.10297
0.59605	0.21076	3.12372
0.59774	0.20830	3.14430
0.59943	0.20593	3.16473
0.60112	0.20365	3.18500
0.60281	0.20145	3.20511
0.60450	0.19934	3.22508
0.60619	0.19731	3.24491
0.60788	0.19535	3.26460
0.60957	0.19347	3.28415
0.61126	0.19165	3.30357
0.61295	0.18990	3.32287
0.61464	0.18821	3.34204
0.61633	0.18659	3.36109
0.61801	0.18502	3.38003
0.61970	0.18351	3.39885
0.62139	0.18205	3.41756
0.62308	0.18065	3.43616
0.62477	0.17929	3.45465
0.62646	0.17799	3.47305
0.62815	0.17673	3.49134
0.62984	0.17551	3.50954
0.63153	0.17434	3.52764
0.63322	0.17321	3.54565
0.63491	0.17212	3.56357
0.63660	0.17107	3.58140
0.63829	0.17006	3.59915
0.63998	0.16909	3.61681
0.64167	0.16814	3.63439
0.64336	0.16724	3.65189
0.64505	0.16636	3.66931
0.64674	0.16552	3.68666
0.64843	0.16471	3.70393
0.65012	0.16393	3.72113
0.65181	0.16317	3.73826
0.65350	0.16245	3.75532
0.65519	0.16175	3.77231
0.65688	0.16108	3.78924
0.65857	0.16043	3.80610
0.66026	0.15981	3.82290
0.66195	0.15921	3.83963
0.66364	0.15863	3.85631
0.66533	0.15808	3.87292
0.66702	0.15755	3.88948
0.66871	0.15704	3.90598
0.67040	0.15655	3.92243
0.67209	0.15608	3.93882
0.67378	0.15563	3.95515
0.67546	0.15520	3.97144
0.67715	0.15479	3.98767
0.67884	0.15440	4.00385
0.68053	0.15402	4.01999
0.68222	0.15366	4.03607
0.68391	0.15332	4.05211
0.68560	0.15299	4.06810
0.68729	0.15268	4.08405
0.68898	0.15238	4.09995
0.69067	0.15210	4.11580
0.69236	0.15183	4.13162
0.69405	0.15158	4.14739
0.69574	0.15134	4.16312
0.69743	0.15112	4.17881
0.69912	0.15091	4.19446
0.70081	0.15071	4.21007
0.70250	0.15052	4.22564
0.70419	0.15035	4.24118
0.70588	0.15018	4.25667
0.70757	0.15003	4.27214
0.70926	0.14989	4.28756
0.71095	0.14977	4.30295
0.71264	0.14965	4.31831
0.71433	0.14954	4.33363
0.71602	0.14944	4.34892
0.71771	0.14936	4.36417
0.71940	0.14928	4.37939
0.72109	0.14922	4.39458
0.72278	0.14916	4.40974
0.72447	0.14911	4.42487
0.72616	0.14907	4.43997
0.72785	0.14904	4.45504
0.72954	0.14902	4.47008
0.73122	0.14901	4.48509
0.73291	0.14901	4.50008
0.73460	0.14901	4.51503
0.73629	0.14903	4.52996
0.73798	0.14905	4.54486
0.73967	0.14907	4.55974
0.74136	0.14911	4.57458
0.74305	0.14915	4.58941
0.74474	0.14921	4.60420
0.74643	0.14926	4.61897
0.74812	0.14933	4.63372
0.74981	0.14940	4.64845
0.75150	0.14948	4.66315
0.75319	0.14956	4.67782
0.75488	0.14966	4.69247
0.75657	0.14976	4.70710
0.75826	0.14986	4.72171
0.75995	0.14997	4.73630
0.76164	0.15009	4.75086
0.76333	0.15021	4.76540
0.76502	0.15034	4.77992
0.76671	0.15048	4.79442
0.76840	0.15062	4.80890
0.77009	0.15076	4.82336
0.77178	0.15092	4.83780
0.77347	0.15107	4.85222
0.77516	0.15124	4.86662
0.77685	0.15140	4.88100
0.77854	0.15158	4.89536
0.78023	0.15175	4.90970
0.78192	0.15194	4.92403
0.78361	0.15213	4.93833
0.78530	0.15232	4.95262
0.78699	0.15252	4.96689
0.78867	0.15272	4.98114
0.79036	0.15293	4.99538
0.79205	0.15314	5.00960
0.79374	0.15335	5.02380
0.79543	0.15358	5.03798
0.79712	0.15380	5.05215
0.79881	0.15403	5.06631
0.80050	0.15426	5.08044
0.80219	0.15450	5.09456
0.80388	0.15474	5.10867
0.80557	0.15499	5.12276
0.80726	0.15524	5.13683
0.80895	0.15549	5.15089
0.81064	0.15575	5.16493
0.81233	0.15601	5.17896
0.81402	0.15628	5.19298
0.81571	0.15655	5.20698
0.81740	0.15682	5.22097
0.81909	0.15710	5.23494
0.82078	0.15738	5.24890
0.82247	0.15766	5.26285
0.82416	0.15795	5.27678
0.82585	0.15824	5.29070
0.82754	0.15854	5.30460
0.82923	0.15884	5.31850
0.83092	0.15914	5.33237
0.83261	0.15944	5.34624
0.83430	0.15975	5.36010
0.83599	0.16006	5.37394
0.83768	0.16038	5.38777
0.83937	0.16069	5.40159
0.84106	0.16102	5.41539
0.84275	0.16134	5.42919
0.84443	0.16167	5.44297
0.84612	0.16200	5.45674
0.84781	0.16233	5.47050
0.84950	0.16267	5.48424
0.85119	0.16301	5.49798
0.85288	0.16335	5.51171
0.85457	0.16369	5.52542
0.85626	0.16404	5.53912
0.85795	0.16439	5.55282
0.85964	0.16475	5.56650
0.86133	0.16510	5.58017
0.86302	0.16546	5.59383
0.86471	0.16582	5.60748
0.86640	0.16619	5.62112
0.86809	0.16655	5.63475
0.86978	0.16692	5.64837
0.87147	0.16730	5.66198
0.87316	0.16767	5.67559
0.87485	0.16805	5.68918
0.87654	0.16843	5.70276
0.87823	0.16881	5.71633
