Refractive index of gold at +29K
lambda [um]	n	k
0.55043	0.33780	2.48342
0.55212	0.32955	2.51109
0.55381	0.32172	2.53837
0.55550	0.31429	2.56526
0.55719	0.30723	2.59178
0.55888	0.30052	2.61794
0.56057	0.29413	2.64376
0.56225	0.28804	2.66925
0.56394	0.28225	2.69441
0.56563	0.27672	2.71927
0.56732	0.27144	2.74382
0.56901	0.26641	2.76808
0.57070	0.26159	2.79207
0.57239	0.25700	2.81578
0.57408	0.25260	2.83923
0.57577	0.24839	2.86243
0.57746	0.24436	2.88539
0.57915	0.24050	2.90810
0.58084	0.23681	2.93059
0.58253	0.23326	2.95286
0.58422	0.22986	2.97492
0.58591	0.22660	2.99677
0.58760	0.22347	3.01842
0.58929	0.22047	3.03987
0.59098	0.21758	3.06114
0.59267	0.21481	3.08223
0.59436	0.21215	3.10314
0.59605	0.20959	3.12387
0.59774	0.20712	3.14445
0.59943	0.20475	3.16486
0.60112	0.20247	3.18511
0.60281	0.20028	3.20522
0.60450	0.19817	3.22518
0.60619	0.19614	3.24499
0.60788	0.19418	3.26467
0.60957	0.19229	3.28421
0.61126	0.19048	3.30362
0.61295	0.18873	3.32291
0.61464	0.18704	3.34207
0.61633	0.18542	3.36111
0.61801	0.18385	3.38003
0.61970	0.18234	3.39884
0.62139	0.18088	3.41754
0.62308	0.17948	3.43613
0.62477	0.17813	3.45462
0.62646	0.17682	3.47300
0.62815	0.17556	3.49128
0.62984	0.17435	3.50947
0.63153	0.17318	3.52756
0.63322	0.17205	3.54556
0.63491	0.17097	3.56347
0.63660	0.16992	3.58130
0.63829	0.16890	3.59903
0.63998	0.16793	3.61668
0.64167	0.16699	3.63426
0.64336	0.16608	3.65175
0.64505	0.16521	3.66916
0.64674	0.16437	3.68650
0.64843	0.16356	3.70377
0.65012	0.16278	3.72096
0.65181	0.16202	3.73808
0.65350	0.16130	3.75513
0.65519	0.16060	3.77211
0.65688	0.15993	3.78903
0.65857	0.15928	3.80589
0.66026	0.15866	3.82268
0.66195	0.15806	3.83940
0.66364	0.15749	3.85607
0.66533	0.15694	3.87268
0.66702	0.15641	3.88923
0.66871	0.15590	3.90572
0.67040	0.15541	3.92216
0.67209	0.15494	3.93854
0.67378	0.15449	3.95487
0.67546	0.15406	3.97115
0.67715	0.15365	3.98738
0.67884	0.15326	4.00356
0.68053	0.15288	4.01968
0.68222	0.15252	4.03576
0.68391	0.15218	4.05179
0.68560	0.15185	4.06778
0.68729	0.15154	4.08372
0.68898	0.15124	4.09961
0.69067	0.15096	4.11547
0.69236	0.15069	4.13127
0.69405	0.15044	4.14704
0.69574	0.15020	4.16277
0.69743	0.14998	4.17845
0.69912	0.14977	4.19410
0.70081	0.14957	4.20970
0.70250	0.14938	4.22527
0.70419	0.14920	4.24080
0.70588	0.14904	4.25629
0.70757	0.14889	4.27175
0.70926	0.14875	4.28717
0.71095	0.14862	4.30255
0.71264	0.14850	4.31791
0.71433	0.14840	4.33322
0.71602	0.14830	4.34851
0.71771	0.14821	4.36376
0.71940	0.14814	4.37898
0.72109	0.14807	4.39416
0.72278	0.14801	4.40932
0.72447	0.14796	4.42444
0.72616	0.14792	4.43954
0.72785	0.14789	4.45461
0.72954	0.14787	4.46964
0.73122	0.14786	4.48465
0.73291	0.14785	4.49963
0.73460	0.14786	4.51458
0.73629	0.14787	4.52951
0.73798	0.14789	4.54440
0.73967	0.14792	4.55927
0.74136	0.14795	4.57412
0.74305	0.14799	4.58894
0.74474	0.14804	4.60373
0.74643	0.14810	4.61850
0.74812	0.14816	4.63325
0.74981	0.14824	4.64797
0.75150	0.14831	4.66266
0.75319	0.14840	4.67734
0.75488	0.14849	4.69199
0.75657	0.14859	4.70661
0.75826	0.14869	4.72122
0.75995	0.14880	4.73580
0.76164	0.14891	4.75036
0.76333	0.14904	4.76490
0.76502	0.14916	4.77942
0.76671	0.14930	4.79392
0.76840	0.14944	4.80840
0.77009	0.14958	4.82285
0.77178	0.14973	4.83729
0.77347	0.14989	4.85171
0.77516	0.15005	4.86610
0.77685	0.15021	4.88048
0.77854	0.15039	4.89484
0.78023	0.15056	4.90918
0.78192	0.15074	4.92350
0.78361	0.15093	4.93781
0.78530	0.15112	4.95209
0.78699	0.15132	4.96636
0.78867	0.15152	4.98061
0.79036	0.15172	4.99485
0.79205	0.15193	5.00906
0.79374	0.15215	5.02326
0.79543	0.15237	5.03745
0.79712	0.15259	5.05162
0.79881	0.15282	5.06577
0.80050	0.15305	5.07990
0.80219	0.15328	5.09402
0.80388	0.15352	5.10812
0.80557	0.15377	5.12221
0.80726	0.15401	5.13629
0.80895	0.15427	5.15034
0.81064	0.15452	5.16439
0.81233	0.15478	5.17842
0.81402	0.15505	5.19243
0.81571	0.15531	5.20643
0.81740	0.15558	5.22042
0.81909	0.15586	5.23439
0.82078	0.15614	5.24835
0.82247	0.15642	5.26229
0.82416	0.15670	5.27622
0.82585	0.15699	5.29014
0.82754	0.15729	5.30404
0.82923	0.15758	5.31794
0.83092	0.15788	5.33181
0.83261	0.15818	5.34568
0.83430	0.15849	5.35953
0.83599	0.15880	5.37338
0.83768	0.15911	5.38721
0.83937	0.15942	5.40102
0.84106	0.15974	5.41483
0.84275	0.16006	5.42862
0.84443	0.16039	5.44240
0.84612	0.16072	5.45617
0.84781	0.16105	5.46993
0.84950	0.16138	5.48368
0.85119	0.16172	5.49741
0.85288	0.16206	5.51114
0.85457	0.16240	5.52485
0.85626	0.16274	5.53855
0.85795	0.16309	5.55225
0.85964	0.16344	5.56593
0.86133	0.16380	5.57960
0.86302	0.16415	5.59326
0.86471	0.16451	5.60691
0.86640	0.16487	5.62055
0.86809	0.16524	5.63418
0.86978	0.16560	5.64780
0.87147	0.16597	5.66141
0.87316	0.16635	5.67501
0.87485	0.16672	5.68860
0.87654	0.16710	5.70218
0.87823	0.16748	5.71576
0.87992	0.16786	5.72932
0.88161	0.16824	5.74287
0.88330	0.16863	5.75642
0.88499	0.16902	5.76995
0.88668	0.16941	5.78348
0.88837	0.16981	5.79699
0.89006	0.17020	5.81050
0.89175	0.17060	5.82400
0.89344	0.17100	5.83749
0.89513	0.17141	5.85098
0.89682	0.17181	5.86445
0.89851	0.17222	5.87791
0.90020	0.17263	5.89137
0.90188	0.17304	5.90482
0.90357	0.17346	5.91826
0.90526	0.17388	5.93169
0.90695	0.17430	5.94512
0.90864	0.17472	5.95853
0.91033	0.17514	5.97194
0.91202	0.17557	5.98534
0.91371	0.17600	5.99874
0.91540	0.17643	6.01212
0.91709	0.17686	6.02550
0.91878	0.17729	6.03887
0.92047	0.17773	6.05223
0.92216	0.17817	6.06559
0.92385	0.17861	6.07894
0.92554	0.17905	6.09228
0.92723	0.17949	6.10561
0.92892	0.17994	6.11894
0.93061	0.18039	6.13226
0.93230	0.18084	6.14557
0.93399	0.18129	6.15888
0.93568	0.18174	6.17218
0.93737	0.18220	6.18547
0.93906	0.18266	6.19875
0.94075	0.18312	6.21203
0.94244	0.18358	6.22531
0.94413	0.18404	6.23857
0.94582	0.18451	6.25183
0.94751	0.18498	6.26508
0.94920	0.18545	6.27833
0.95089	0.18592	6.29157
0.95258	0.18639	6.30480
0.95427	0.18686	6.31803
0.95596	0.18734	6.33125
0.95764	0.18782	6.34447
0.95933	0.18830	6.35767
0.96102	0.18878	6.37088
0.96271	0.18927	6.38407
0.96440	0.18975	6.39726
0.96609	0.19024	6.41045
0.96778	0.19073	6.42363
0.96947	0.19122	6.43680
0.97116	0.19171	6.44997
0.97285	0.19220	6.46313
0.97454	0.19270	6.47629
0.97623	0.19320	6.48944
0.97792	0.19370	6.50258
0.97961	0.19420	6.51572
0.98130	0.19470	6.52886
0.98299	0.19520	6.54199
0.98468	0.19571	6.55511
0.98637	0.19622	6.56823
0.98806	0.19673	6.58134
0.98975	0.19724	6.59445
0.99144	0.19775	6.60755
0.99313	0.19826	6.62065
0.99482	0.19878	6.63374
0.99651	0.19930	6.64682
0.99820	0.19982	6.65991
0.99989	0.20034	6.67298
1.00158	0.20086	6.68605
1.00327	0.20138	6.69912
1.00496	0.20191	6.71218
1.00665	0.20243	6.72524
1.00834	0.20296	6.73829
1.01003	0.20349	6.75134
1.01172	0.20402	6.76438
1.01341	0.20456	6.77742
1.01509	0.20509	6.79045
1.01678	0.20563	6.80348
1.01847	0.20616	6.81650
1.02016	0.20670	6.82952
1.02185	0.20724	6.84254
1.02354	0.20779	6.85555
1.02523	0.20833	6.86855
1.02692	0.20887	6.88155
1.02861	0.20942	6.89455
1.03030	0.20997	6.90754
1.03199	0.21052	6.92053
1.03368	0.21107	6.93351
1.03537	0.21162	6.94649
1.03706	0.21218	6.95947
1.03875	0.21273	6.97244
1.04044	0.21329	6.98541
1.04213	0.21385	6.99837
1.04382	0.21441	7.01133
1.04551	0.21497	7.02428
1.04720	0.21553	7.03723
