Refractive index of gold at +26K
lambda [um]	n	k
0.55043	0.33657	2.48384
0.55212	0.32833	2.51149
0.55381	0.32052	2.53875
0.55550	0.31310	2.56563
0.55719	0.30606	2.59214
0.55888	0.29936	2.61829
0.56057	0.29298	2.64410
0.56225	0.28691	2.66957
0.56394	0.28112	2.69472
0.56563	0.27560	2.71956
0.56732	0.27034	2.74411
0.56901	0.26531	2.76836
0.57070	0.26051	2.79233
0.57239	0.25593	2.81603
0.57408	0.25154	2.83947
0.57577	0.24734	2.86266
0.57746	0.24332	2.88560
0.57915	0.23947	2.90831
0.58084	0.23579	2.93079
0.58253	0.23225	2.95305
0.58422	0.22886	2.97509
0.58591	0.22561	2.99693
0.58760	0.22249	3.01857
0.58929	0.21949	3.04001
0.59098	0.21661	3.06127
0.59267	0.21385	3.08235
0.59436	0.21119	3.10324
0.59605	0.20864	3.12397
0.59774	0.20618	3.14454
0.59943	0.20382	3.16494
0.60112	0.20155	3.18519
0.60281	0.19936	3.20528
0.60450	0.19726	3.22523
0.60619	0.19523	3.24504
0.60788	0.19328	3.26471
0.60957	0.19140	3.28424
0.61126	0.18959	3.30364
0.61295	0.18784	3.32292
0.61464	0.18616	3.34207
0.61633	0.18454	3.36110
0.61801	0.18298	3.38002
0.61970	0.18148	3.39882
0.62139	0.18003	3.41751
0.62308	0.17863	3.43610
0.62477	0.17728	3.45458
0.62646	0.17598	3.47295
0.62815	0.17472	3.49123
0.62984	0.17352	3.50941
0.63153	0.17235	3.52750
0.63322	0.17123	3.54549
0.63491	0.17014	3.56340
0.63660	0.16910	3.58121
0.63829	0.16809	3.59894
0.63998	0.16712	3.61659
0.64167	0.16618	3.63416
0.64336	0.16528	3.65164
0.64505	0.16441	3.66905
0.64674	0.16357	3.68638
0.64843	0.16276	3.70364
0.65012	0.16198	3.72083
0.65181	0.16123	3.73795
0.65350	0.16051	3.75499
0.65519	0.15982	3.77197
0.65688	0.15915	3.78888
0.65857	0.15850	3.80573
0.66026	0.15788	3.82252
0.66195	0.15729	3.83924
0.66364	0.15672	3.85591
0.66533	0.15617	3.87251
0.66702	0.15564	3.88906
0.66871	0.15513	3.90555
0.67040	0.15464	3.92198
0.67209	0.15418	3.93836
0.67378	0.15373	3.95469
0.67546	0.15330	3.97096
0.67715	0.15289	3.98718
0.67884	0.15250	4.00336
0.68053	0.15212	4.01948
0.68222	0.15177	4.03555
0.68391	0.15142	4.05158
0.68560	0.15110	4.06757
0.68729	0.15079	4.08350
0.68898	0.15049	4.09939
0.69067	0.15021	4.11524
0.69236	0.14995	4.13105
0.69405	0.14970	4.14681
0.69574	0.14946	4.16254
0.69743	0.14923	4.17822
0.69912	0.14902	4.19386
0.70081	0.14882	4.20946
0.70250	0.14864	4.22503
0.70419	0.14846	4.24055
0.70588	0.14830	4.25604
0.70757	0.14815	4.27150
0.70926	0.14801	4.28692
0.71095	0.14788	4.30230
0.71264	0.14777	4.31765
0.71433	0.14766	4.33296
0.71602	0.14756	4.34825
0.71771	0.14748	4.36349
0.71940	0.14740	4.37871
0.72109	0.14733	4.39390
0.72278	0.14728	4.40905
0.72447	0.14723	4.42417
0.72616	0.14719	4.43927
0.72785	0.14716	4.45433
0.72954	0.14714	4.46937
0.73122	0.14712	4.48437
0.73291	0.14712	4.49935
0.73460	0.14712	4.51430
0.73629	0.14714	4.52922
0.73798	0.14716	4.54412
0.73967	0.14718	4.55899
0.74136	0.14722	4.57383
0.74305	0.14726	4.58865
0.74474	0.14731	4.60344
0.74643	0.14737	4.61821
0.74812	0.14743	4.63295
0.74981	0.14750	4.64767
0.75150	0.14758	4.66237
0.75319	0.14766	4.67704
0.75488	0.14775	4.69169
0.75657	0.14785	4.70632
0.75826	0.14795	4.72092
0.75995	0.14806	4.73550
0.76164	0.14818	4.75006
0.76333	0.14830	4.76460
0.76502	0.14843	4.77912
0.76671	0.14856	4.79362
0.76840	0.14870	4.80809
0.77009	0.14884	4.82255
0.77178	0.14899	4.83698
0.77347	0.14915	4.85140
0.77516	0.14931	4.86580
0.77685	0.14947	4.88017
0.77854	0.14964	4.89453
0.78023	0.14982	4.90887
0.78192	0.15000	4.92319
0.78361	0.15018	4.93750
0.78530	0.15037	4.95178
0.78699	0.15057	4.96605
0.78867	0.15077	4.98030
0.79036	0.15097	4.99453
0.79205	0.15118	5.00875
0.79374	0.15140	5.02295
0.79543	0.15161	5.03713
0.79712	0.15184	5.05130
0.79881	0.15206	5.06545
0.80050	0.15229	5.07959
0.80219	0.15253	5.09370
0.80388	0.15277	5.10781
0.80557	0.15301	5.12190
0.80726	0.15326	5.13597
0.80895	0.15351	5.15003
0.81064	0.15376	5.16407
0.81233	0.15402	5.17810
0.81402	0.15428	5.19211
0.81571	0.15455	5.20611
0.81740	0.15482	5.22010
0.81909	0.15509	5.23407
0.82078	0.15537	5.24803
0.82247	0.15565	5.26197
0.82416	0.15593	5.27590
0.82585	0.15622	5.28982
0.82754	0.15651	5.30372
0.82923	0.15681	5.31762
0.83092	0.15710	5.33150
0.83261	0.15741	5.34536
0.83430	0.15771	5.35922
0.83599	0.15802	5.37306
0.83768	0.15833	5.38689
0.83937	0.15864	5.40070
0.84106	0.15896	5.41451
0.84275	0.15928	5.42830
0.84443	0.15960	5.44208
0.84612	0.15993	5.45585
0.84781	0.16026	5.46961
0.84950	0.16059	5.48336
0.85119	0.16092	5.49709
0.85288	0.16126	5.51082
0.85457	0.16160	5.52453
0.85626	0.16195	5.53824
0.85795	0.16229	5.55193
0.85964	0.16264	5.56561
0.86133	0.16299	5.57928
0.86302	0.16335	5.59294
0.86471	0.16371	5.60659
0.86640	0.16407	5.62023
0.86809	0.16443	5.63387
0.86978	0.16479	5.64749
