Refractive index of gold at +71K
lambda [um]	n	k
0.55043	0.34764	2.48674
0.55212	0.33926	2.51444
0.55381	0.33132	2.54175
0.55550	0.32377	2.56867
0.55719	0.31659	2.59524
0.55888	0.30977	2.62144
0.56057	0.30327	2.64731
0.56225	0.29708	2.67285
0.56394	0.29118	2.69806
0.56563	0.28555	2.72297
0.56732	0.28019	2.74758
0.56901	0.27506	2.77190
0.57070	0.27016	2.79594
0.57239	0.26548	2.81972
0.57408	0.26100	2.84323
0.57577	0.25671	2.86649
0.57746	0.25260	2.88951
0.57915	0.24867	2.91229
0.58084	0.24490	2.93485
0.58253	0.24129	2.95718
0.58422	0.23783	2.97930
0.58591	0.23450	3.00122
0.58760	0.23131	3.02293
0.58929	0.22825	3.04446
0.59098	0.22531	3.06579
0.59267	0.22248	3.08694
0.59436	0.21976	3.10792
0.59605	0.21715	3.12872
0.59774	0.21464	3.14936
0.59943	0.21222	3.16984
0.60112	0.20989	3.19016
0.60281	0.20766	3.21033
0.60450	0.20550	3.23036
0.60619	0.20343	3.25024
0.60788	0.20143	3.26998
0.60957	0.19951	3.28959
0.61126	0.19765	3.30906
0.61295	0.19587	3.32841
0.61464	0.19415	3.34764
0.61633	0.19249	3.36674
0.61801	0.19089	3.38573
0.61970	0.18935	3.40460
0.62139	0.18787	3.42336
0.62308	0.18643	3.44202
0.62477	0.18505	3.46057
0.62646	0.18372	3.47901
0.62815	0.18244	3.49736
0.62984	0.18120	3.51561
0.63153	0.18001	3.53376
0.63322	0.17886	3.55182
0.63491	0.17775	3.56979
0.63660	0.17668	3.58767
0.63829	0.17565	3.60547
0.63998	0.17466	3.62318
0.64167	0.17370	3.64081
0.64336	0.17278	3.65836
0.64505	0.17189	3.67583
0.64674	0.17103	3.69323
0.64843	0.17020	3.71055
0.65012	0.16941	3.72780
0.65181	0.16864	3.74498
0.65350	0.16791	3.76209
0.65519	0.16720	3.77913
0.65688	0.16651	3.79610
0.65857	0.16586	3.81301
0.66026	0.16522	3.82985
0.66195	0.16462	3.84664
0.66364	0.16403	3.86336
0.66533	0.16347	3.88002
0.66702	0.16294	3.89663
0.66871	0.16242	3.91317
0.67040	0.16192	3.92966
0.67209	0.16145	3.94610
0.67378	0.16100	3.96248
0.67546	0.16056	3.97881
0.67715	0.16014	3.99509
0.67884	0.15975	4.01132
0.68053	0.15937	4.02750
0.68222	0.15900	4.04363
0.68391	0.15866	4.05971
0.68560	0.15833	4.07574
0.68729	0.15802	4.09173
0.68898	0.15772	4.10768
0.69067	0.15744	4.12358
0.69236	0.15717	4.13944
0.69405	0.15692	4.15525
0.69574	0.15668	4.17103
0.69743	0.15645	4.18676
0.69912	0.15624	4.20245
0.70081	0.15604	4.21811
0.70250	0.15586	4.23372
0.70419	0.15568	4.24930
0.70588	0.15552	4.26484
0.70757	0.15538	4.28034
0.70926	0.15524	4.29581
0.71095	0.15511	4.31124
0.71264	0.15500	4.32664
0.71433	0.15490	4.34200
0.71602	0.15480	4.35733
0.71771	0.15472	4.37262
0.71940	0.15465	4.38789
0.72109	0.15459	4.40312
0.72278	0.15454	4.41832
0.72447	0.15449	4.43349
0.72616	0.15446	4.44863
0.72785	0.15444	4.46374
0.72954	0.15442	4.47882
0.73122	0.15442	4.49387
0.73291	0.15442	4.50889
0.73460	0.15443	4.52389
0.73629	0.15445	4.53886
0.73798	0.15448	4.55380
0.73967	0.15451	4.56871
0.74136	0.15455	4.58360
0.74305	0.15460	4.59846
0.74474	0.15466	4.61329
0.74643	0.15473	4.62810
0.74812	0.15480	4.64289
0.74981	0.15488	4.65765
0.75150	0.15497	4.67239
0.75319	0.15506	4.68710
0.75488	0.15516	4.70180
0.75657	0.15527	4.71646
0.75826	0.15539	4.73111
0.75995	0.15551	4.74573
0.76164	0.15563	4.76033
0.76333	0.15577	4.77491
0.76502	0.15591	4.78947
0.76671	0.15605	4.80401
0.76840	0.15620	4.81852
0.77009	0.15636	4.83302
0.77178	0.15652	4.84750
0.77347	0.15669	4.86195
0.77516	0.15686	4.87639
0.77685	0.15704	4.89081
0.77854	0.15722	4.90520
0.78023	0.15741	4.91958
0.78192	0.15761	4.93394
0.78361	0.15781	4.94829
0.78530	0.15801	4.96261
0.78699	0.15822	4.97692
0.78867	0.15843	4.99121
0.79036	0.15865	5.00548
0.79205	0.15888	5.01973
0.79374	0.15911	5.03397
0.79543	0.15934	5.04819
0.79712	0.15958	5.06239
0.79881	0.15982	5.07658
0.80050	0.16006	5.09075
0.80219	0.16031	5.10491
0.80388	0.16057	5.11905
0.80557	0.16083	5.13317
0.80726	0.16109	5.14728
0.80895	0.16136	5.16138
0.81064	0.16163	5.17546
0.81233	0.16191	5.18952
0.81402	0.16219	5.20357
0.81571	0.16247	5.21761
0.81740	0.16276	5.23163
0.81909	0.16305	5.24564
0.82078	0.16334	5.25963
0.82247	0.16364	5.27361
0.82416	0.16394	5.28758
0.82585	0.16425	5.30153
0.82754	0.16456	5.31547
0.82923	0.16487	5.32940
0.83092	0.16519	5.34331
0.83261	0.16551	5.35721
0.83430	0.16583	5.37110
0.83599	0.16615	5.38498
0.83768	0.16648	5.39884
0.83937	0.16682	5.41269
0.84106	0.16715	5.42653
0.84275	0.16749	5.44036
0.84443	0.16784	5.45417
0.84612	0.16818	5.46798
0.84781	0.16853	5.48177
0.84950	0.16888	5.49555
0.85119	0.16924	5.50932
0.85288	0.16959	5.52308
0.85457	0.16996	5.53683
0.85626	0.17032	5.55056
0.85795	0.17069	5.56429
0.85964	0.17106	5.57800
0.86133	0.17143	5.59171
0.86302	0.17180	5.60540
0.86471	0.17218	5.61908
0.86640	0.17256	5.63276
0.86809	0.17295	5.64642
0.86978	0.17333	5.66007
0.87147	0.17372	5.67372
0.87316	0.17412	5.68735
0.87485	0.17451	5.70097
0.87654	0.17491	5.71459
0.87823	0.17531	5.72819
0.87992	0.17571	5.74179
0.88161	0.17611	5.75537
0.88330	0.17652	5.76895
0.88499	0.17693	5.78252
0.88668	0.17734	5.79607
0.88837	0.17776	5.80962
0.89006	0.17818	5.82316
0.89175	0.17860	5.83669
0.89344	0.17902	5.85022
0.89513	0.17944	5.86373
0.89682	0.17987	5.87724
0.89851	0.18030	5.89073
0.90020	0.18073	5.90422
0.90188	0.18117	5.91770
0.90357	0.18160	5.93117
0.90526	0.18204	5.94464
0.90695	0.18248	5.95809
0.90864	0.18293	5.97154
0.91033	0.18337	5.98498
0.91202	0.18382	5.99841
0.91371	0.18427	6.01184
0.91540	0.18472	6.02525
0.91709	0.18518	6.03866
0.91878	0.18563	6.05206
0.92047	0.18609	6.06546
0.92216	0.18655	6.07884
0.92385	0.18701	6.09222
0.92554	0.18748	6.10559
0.92723	0.18795	6.11896
0.92892	0.18842	6.13232
0.93061	0.18889	6.14567
0.93230	0.18936	6.15901
0.93399	0.18983	6.17235
0.93568	0.19031	6.18567
0.93737	0.19079	6.19900
0.93906	0.19127	6.21231
0.94075	0.19176	6.22562
0.94244	0.19224	6.23892
0.94413	0.19273	6.25222
0.94582	0.19322	6.26551
0.94751	0.19371	6.27879
0.94920	0.19420	6.29207
0.95089	0.19470	6.30534
0.95258	0.19519	6.31860
0.95427	0.19569	6.33186
0.95596	0.19619	6.34511
0.95764	0.19669	6.35835
0.95933	0.19720	6.37159
0.96102	0.19770	6.38482
0.96271	0.19821	6.39805
0.96440	0.19872	6.41127
0.96609	0.19923	6.42448
0.96778	0.19975	6.43769
0.96947	0.20026	6.45089
0.97116	0.20078	6.46409
0.97285	0.20130	6.47728
0.97454	0.20182	6.49047
0.97623	0.20234	6.50365
0.97792	0.20287	6.51682
0.97961	0.20339	6.52999
0.98130	0.20392	6.54315
0.98299	0.20445	6.55631
0.98468	0.20498	6.56946
0.98637	0.20551	6.58261
0.98806	0.20605	6.59575
0.98975	0.20658	6.60889
0.99144	0.20712	6.62202
0.99313	0.20766	6.63514
0.99482	0.20820	6.64826
0.99651	0.20875	6.66138
0.99820	0.20929	6.67449
0.99989	0.20984	6.68759
1.00158	0.21038	6.70069
1.00327	0.21093	6.71379
1.00496	0.21148	6.72688
1.00665	0.21204	6.73996
1.00834	0.21259	6.75304
1.01003	0.21315	6.76612
1.01172	0.21371	6.77919
1.01341	0.21426	6.79225
1.01509	0.21483	6.80532
1.01678	0.21539	6.81837
1.01847	0.21595	6.83142
1.02016	0.21652	6.84447
1.02185	0.21709	6.85751
1.02354	0.21765	6.87055
1.02523	0.21822	6.88358
1.02692	0.21880	6.89661
1.02861	0.21937	6.90964
1.03030	0.21994	6.92266
1.03199	0.22052	6.93567
1.03368	0.22110	6.94868
1.03537	0.22168	6.96169
1.03706	0.22226	6.97469
1.03875	0.22284	6.98769
1.04044	0.22343	7.00069
1.04213	0.22401	7.01368
1.04382	0.22460	7.02666
1.04551	0.22519	7.03964
1.04720	0.22578	7.05262
