Refractive index of gold at +15K
lambda [um]	n	k
0.55043	0.33316	2.48431
0.55212	0.32493	2.51198
0.55381	0.31712	2.53925
0.55550	0.30971	2.56613
0.55719	0.30268	2.59265
0.55888	0.29599	2.61880
0.56057	0.28963	2.64461
0.56225	0.28357	2.67008
0.56394	0.27780	2.69523
0.56563	0.27230	2.72006
0.56732	0.26705	2.74460
0.56901	0.26204	2.76884
0.57070	0.25726	2.79281
0.57239	0.25269	2.81650
0.57408	0.24832	2.83993
0.57577	0.24414	2.86311
0.57746	0.24014	2.88604
0.57915	0.23631	2.90874
0.58084	0.23264	2.93120
0.58253	0.22913	2.95345
0.58422	0.22576	2.97548
0.58591	0.22252	2.99731
0.58760	0.21942	3.01893
0.58929	0.21644	3.04036
0.59098	0.21358	3.06160
0.59267	0.21084	3.08266
0.59436	0.20820	3.10355
0.59605	0.20566	3.12426
0.59774	0.20322	3.14481
0.59943	0.20088	3.16520
0.60112	0.19862	3.18543
0.60281	0.19645	3.20551
0.60450	0.19436	3.22544
0.60619	0.19235	3.24523
0.60788	0.19042	3.26488
0.60957	0.18855	3.28440
0.61126	0.18676	3.30379
0.61295	0.18503	3.32305
0.61464	0.18336	3.34219
0.61633	0.18175	3.36120
0.61801	0.18021	3.38010
0.61970	0.17871	3.39889
0.62139	0.17728	3.41757
0.62308	0.17589	3.43614
0.62477	0.17455	3.45460
0.62646	0.17327	3.47296
0.62815	0.17202	3.49122
0.62984	0.17083	3.50939
0.63153	0.16967	3.52746
0.63322	0.16856	3.54544
0.63491	0.16749	3.56333
0.63660	0.16645	3.58113
0.63829	0.16545	3.59885
0.63998	0.16449	3.61648
0.64167	0.16357	3.63403
0.64336	0.16267	3.65151
0.64505	0.16181	3.66890
0.64674	0.16098	3.68622
0.64843	0.16018	3.70347
0.65012	0.15941	3.72064
0.65181	0.15867	3.73774
0.65350	0.15796	3.75478
0.65519	0.15727	3.77175
0.65688	0.15661	3.78865
0.65857	0.15597	3.80548
0.66026	0.15536	3.82226
0.66195	0.15477	3.83897
0.66364	0.15421	3.85562
0.66533	0.15366	3.87221
0.66702	0.15314	3.88875
0.66871	0.15264	3.90523
0.67040	0.15216	3.92165
0.67209	0.15170	3.93802
0.67378	0.15126	3.95433
0.67546	0.15084	3.97060
0.67715	0.15043	3.98681
0.67884	0.15004	4.00297
0.68053	0.14967	4.01908
0.68222	0.14932	4.03515
0.68391	0.14898	4.05117
0.68560	0.14866	4.06714
0.68729	0.14836	4.08307
0.68898	0.14807	4.09895
0.69067	0.14779	4.11479
0.69236	0.14753	4.13059
0.69405	0.14728	4.14634
0.69574	0.14705	4.16206
0.69743	0.14682	4.17773
0.69912	0.14662	4.19336
0.70081	0.14642	4.20896
0.70250	0.14624	4.22451
0.70419	0.14607	4.24003
0.70588	0.14591	4.25552
0.70757	0.14576	4.27096
0.70926	0.14562	4.28637
0.71095	0.14550	4.30175
0.71264	0.14538	4.31709
0.71433	0.14528	4.33240
0.71602	0.14518	4.34767
0.71771	0.14510	4.36291
0.71940	0.14502	4.37812
0.72109	0.14496	4.39330
0.72278	0.14490	4.40845
0.72447	0.14485	4.42356
0.72616	0.14481	4.43865
0.72785	0.14479	4.45371
0.72954	0.14477	4.46874
0.73122	0.14475	4.48374
0.73291	0.14475	4.49871
0.73460	0.14475	4.51365
0.73629	0.14477	4.52857
0.73798	0.14479	4.54346
0.73967	0.14481	4.55832
0.74136	0.14485	4.57316
0.74305	0.14489	4.58797
0.74474	0.14494	4.60276
0.74643	0.14500	4.61752
0.74812	0.14506	4.63226
0.74981	0.14513	4.64698
0.75150	0.14521	4.66167
0.75319	0.14529	4.67633
0.75488	0.14538	4.69098
0.75657	0.14548	4.70560
0.75826	0.14558	4.72020
0.75995	0.14569	4.73478
0.76164	0.14580	4.74933
0.76333	0.14592	4.76387
0.76502	0.14605	4.77838
0.76671	0.14618	4.79287
0.76840	0.14632	4.80734
0.77009	0.14646	4.82179
0.77178	0.14661	4.83623
0.77347	0.14676	4.85064
0.77516	0.14692	4.86503
0.77685	0.14708	4.87940
0.77854	0.14725	4.89376
0.78023	0.14743	4.90810
0.78192	0.14760	4.92241
0.78361	0.14779	4.93671
0.78530	0.14798	4.95100
0.78699	0.14817	4.96526
0.78867	0.14837	4.97951
0.79036	0.14857	4.99374
0.79205	0.14878	5.00795
0.79374	0.14899	5.02215
0.79543	0.14920	5.03633
0.79712	0.14942	5.05049
0.79881	0.14964	5.06464
0.80050	0.14987	5.07877
0.80219	0.15010	5.09289
0.80388	0.15034	5.10699
0.80557	0.15058	5.12107
0.80726	0.15083	5.13514
0.80895	0.15107	5.14920
0.81064	0.15132	5.16324
0.81233	0.15158	5.17726
0.81402	0.15184	5.19128
0.81571	0.15210	5.20527
0.81740	0.15237	5.21926
0.81909	0.15264	5.23323
0.82078	0.15291	5.24718
0.82247	0.15319	5.26112
0.82416	0.15347	5.27505
0.82585	0.15375	5.28897
0.82754	0.15404	5.30287
0.82923	0.15433	5.31676
0.83092	0.15463	5.33064
0.83261	0.15492	5.34450
0.83430	0.15522	5.35835
0.83599	0.15553	5.37219
0.83768	0.15583	5.38602
0.83937	0.15614	5.39984
0.84106	0.15646	5.41364
0.84275	0.15677	5.42743
0.84443	0.15709	5.44121
0.84612	0.15741	5.45498
0.84781	0.15774	5.46874
0.84950	0.15807	5.48248
0.85119	0.15840	5.49622
0.85288	0.15873	5.50994
0.85457	0.15907	5.52365
0.85626	0.15941	5.53736
0.85795	0.15975	5.55105
0.85964	0.16009	5.56473
0.86133	0.16044	5.57840
0.86302	0.16079	5.59206
0.86471	0.16114	5.60571
0.86640	0.16150	5.61935
0.86809	0.16186	5.63298
0.86978	0.16222	5.64660
0.87147	0.16258	5.66021
0.87316	0.16295	5.67381
0.87485	0.16331	5.68740
0.87654	0.16368	5.70098
0.87823	0.16406	5.71455
0.87992	0.16443	5.72811
0.88161	0.16481	5.74167
0.88330	0.16519	5.75521
0.88499	0.16557	5.76874
0.88668	0.16596	5.78227
0.88837	0.16635	5.79579
0.89006	0.16674	5.80929
0.89175	0.16713	5.82279
0.89344	0.16752	5.83629
0.89513	0.16792	5.84977
0.89682	0.16832	5.86324
0.89851	0.16872	5.87671
0.90020	0.16912	5.89016
0.90188	0.16953	5.90361
0.90357	0.16993	5.91705
0.90526	0.17034	5.93049
0.90695	0.17076	5.94391
0.90864	0.17117	5.95733
0.91033	0.17159	5.97074
0.91202	0.17200	5.98414
0.91371	0.17242	5.99753
0.91540	0.17285	6.01092
0.91709	0.17327	6.02430
0.91878	0.17370	6.03767
0.92047	0.17413	6.05103
0.92216	0.17456	6.06439
0.92385	0.17499	6.07774
0.92554	0.17542	6.09108
0.92723	0.17586	6.10441
0.92892	0.17630	6.11774
0.93061	0.17674	6.13106
0.93230	0.17718	6.14437
0.93399	0.17762	6.15768
0.93568	0.17807	6.17098
0.93737	0.17852	6.18427
0.93906	0.17897	6.19756
0.94075	0.17942	6.21084
0.94244	0.17987	6.22411
0.94413	0.18033	6.23738
0.94582	0.18078	6.25064
0.94751	0.18124	6.26389
0.94920	0.18170	6.27714
0.95089	0.18217	6.29038
0.95258	0.18263	6.30362
0.95427	0.18310	6.31684
0.95596	0.18356	6.33007
0.95764	0.18403	6.34328
0.95933	0.18451	6.35649
0.96102	0.18498	6.36970
0.96271	0.18545	6.38290
0.96440	0.18593	6.39609
0.96609	0.18641	6.40927
0.96778	0.18689	6.42245
0.96947	0.18737	6.43563
0.97116	0.18785	6.44880
0.97285	0.18834	6.46196
0.97454	0.18882	6.47512
0.97623	0.18931	6.48827
0.97792	0.18980	6.50142
0.97961	0.19029	6.51456
0.98130	0.19079	6.52769
0.98299	0.19128	6.54082
0.98468	0.19178	6.55395
0.98637	0.19228	6.56707
0.98806	0.19278	6.58018
0.98975	0.19328	6.59329
0.99144	0.19378	6.60640
0.99313	0.19429	6.61949
0.99482	0.19479	6.63259
0.99651	0.19530	6.64568
0.99820	0.19581	6.65876
0.99989	0.19632	6.67184
1.00158	0.19683	6.68491
1.00327	0.19734	6.69798
1.00496	0.19786	6.71104
1.00665	0.19838	6.72410
1.00834	0.19890	6.73716
1.01003	0.19942	6.75021
1.01172	0.19994	6.76325
1.01341	0.20046	6.77629
1.01509	0.20098	6.78932
1.01678	0.20151	6.80235
1.01847	0.20204	6.81538
1.02016	0.20257	6.82840
1.02185	0.20310	6.84142
1.02354	0.20363	6.85443
1.02523	0.20416	6.86744
1.02692	0.20470	6.88044
1.02861	0.20523	6.89344
1.03030	0.20577	6.90643
1.03199	0.20631	6.91942
1.03368	0.20685	6.93241
1.03537	0.20739	6.94539
1.03706	0.20794	6.95837
1.03875	0.20848	6.97134
1.04044	0.20903	6.98431
1.04213	0.20958	6.99728
1.04382	0.21012	7.01024
1.04551	0.21067	7.02319
1.04720	0.21123	7.03614
