Refractive index of gold at +66K
lambda [um]	n	k
0.55043	0.34661	2.48552
0.55212	0.33827	2.51322
0.55381	0.33035	2.54052
0.55550	0.32283	2.56745
0.55719	0.31568	2.59401
0.55888	0.30887	2.62022
0.56057	0.30240	2.64608
0.56225	0.29623	2.67162
0.56394	0.29035	2.69683
0.56563	0.28474	2.72174
0.56732	0.27939	2.74634
0.56901	0.27428	2.77066
0.57070	0.26940	2.79470
0.57239	0.26473	2.81847
0.57408	0.26026	2.84198
0.57577	0.25599	2.86523
0.57746	0.25190	2.88825
0.57915	0.24798	2.91103
0.58084	0.24422	2.93358
0.58253	0.24062	2.95591
0.58422	0.23716	2.97802
0.58591	0.23385	2.99993
0.58760	0.23067	3.02164
0.58929	0.22761	3.04316
0.59098	0.22468	3.06449
0.59267	0.22186	3.08563
0.59436	0.21914	3.10660
0.59605	0.21654	3.12740
0.59774	0.21403	3.14803
0.59943	0.21162	3.16851
0.60112	0.20930	3.18882
0.60281	0.20707	3.20899
0.60450	0.20492	3.22900
0.60619	0.20285	3.24888
0.60788	0.20086	3.26862
0.60957	0.19894	3.28822
0.61126	0.19709	3.30769
0.61295	0.19530	3.32703
0.61464	0.19359	3.34625
0.61633	0.19193	3.36534
0.61801	0.19034	3.38432
0.61970	0.18880	3.40319
0.62139	0.18732	3.42195
0.62308	0.18589	3.44059
0.62477	0.18451	3.45913
0.62646	0.18318	3.47757
0.62815	0.18190	3.49591
0.62984	0.18066	3.51415
0.63153	0.17947	3.53230
0.63322	0.17832	3.55035
0.63491	0.17722	3.56832
0.63660	0.17615	3.58619
0.63829	0.17512	3.60398
0.63998	0.17413	3.62169
0.64167	0.17317	3.63931
0.64336	0.17225	3.65685
0.64505	0.17136	3.67432
0.64674	0.17050	3.69171
0.64843	0.16968	3.70902
0.65012	0.16888	3.72626
0.65181	0.16812	3.74343
0.65350	0.16738	3.76054
0.65519	0.16667	3.77757
0.65688	0.16599	3.79453
0.65857	0.16533	3.81144
0.66026	0.16470	3.82827
0.66195	0.16409	3.84505
0.66364	0.16351	3.86176
0.66533	0.16295	3.87842
0.66702	0.16241	3.89501
0.66871	0.16189	3.91155
0.67040	0.16140	3.92804
0.67209	0.16092	3.94447
0.67378	0.16047	3.96084
0.67546	0.16003	3.97716
0.67715	0.15961	3.99343
0.67884	0.15922	4.00965
0.68053	0.15884	4.02582
0.68222	0.15847	4.04195
0.68391	0.15813	4.05802
0.68560	0.15780	4.07405
0.68729	0.15748	4.09003
0.68898	0.15718	4.10597
0.69067	0.15690	4.12186
0.69236	0.15663	4.13771
0.69405	0.15638	4.15352
0.69574	0.15614	4.16929
0.69743	0.15591	4.18501
0.69912	0.15570	4.20070
0.70081	0.15550	4.21634
0.70250	0.15531	4.23195
0.70419	0.15514	4.24752
0.70588	0.15498	4.26305
0.70757	0.15483	4.27855
0.70926	0.15469	4.29401
0.71095	0.15456	4.30943
0.71264	0.15445	4.32482
0.71433	0.15434	4.34017
0.71602	0.15425	4.35550
0.71771	0.15417	4.37078
0.71940	0.15409	4.38604
0.72109	0.15403	4.40126
0.72278	0.15398	4.41646
0.72447	0.15393	4.43162
0.72616	0.15390	4.44675
0.72785	0.15387	4.46185
0.72954	0.15386	4.47693
0.73122	0.15385	4.49197
0.73291	0.15385	4.50698
0.73460	0.15386	4.52197
0.73629	0.15388	4.53693
0.73798	0.15390	4.55186
0.73967	0.15394	4.56677
0.74136	0.15398	4.58165
0.74305	0.15403	4.59650
0.74474	0.15408	4.61133
0.74643	0.15415	4.62613
0.74812	0.15422	4.64091
0.74981	0.15430	4.65566
0.75150	0.15438	4.67039
0.75319	0.15447	4.68510
0.75488	0.15457	4.69978
0.75657	0.15468	4.71444
0.75826	0.15479	4.72908
0.75995	0.15491	4.74370
0.76164	0.15503	4.75829
0.76333	0.15517	4.77286
0.76502	0.15530	4.78741
0.76671	0.15545	4.80194
0.76840	0.15559	4.81645
0.77009	0.15575	4.83094
0.77178	0.15591	4.84541
0.77347	0.15607	4.85985
0.77516	0.15625	4.87428
0.77685	0.15642	4.88869
0.77854	0.15660	4.90308
0.78023	0.15679	4.91745
0.78192	0.15698	4.93181
0.78361	0.15718	4.94614
0.78530	0.15738	4.96046
0.78699	0.15759	4.97476
0.78867	0.15780	4.98904
0.79036	0.15802	5.00330
0.79205	0.15824	5.01755
0.79374	0.15847	5.03178
0.79543	0.15870	5.04599
0.79712	0.15893	5.06018
0.79881	0.15917	5.07436
0.80050	0.15942	5.08853
0.80219	0.15967	5.10268
0.80388	0.15992	5.11681
0.80557	0.16018	5.13093
0.80726	0.16044	5.14503
0.80895	0.16070	5.15911
0.81064	0.16097	5.17319
0.81233	0.16125	5.18724
0.81402	0.16152	5.20128
0.81571	0.16180	5.21531
0.81740	0.16209	5.22933
0.81909	0.16238	5.24333
0.82078	0.16267	5.25731
0.82247	0.16297	5.27128
0.82416	0.16327	5.28524
0.82585	0.16357	5.29919
0.82754	0.16388	5.31312
0.82923	0.16419	5.32704
0.83092	0.16450	5.34094
0.83261	0.16482	5.35484
0.83430	0.16514	5.36872
0.83599	0.16546	5.38259
0.83768	0.16579	5.39644
0.83937	0.16612	5.41028
0.84106	0.16645	5.42412
0.84275	0.16679	5.43794
0.84443	0.16713	5.45174
0.84612	0.16747	5.46554
0.84781	0.16782	5.47932
0.84950	0.16817	5.49310
0.85119	0.16852	5.50686
0.85288	0.16888	5.52061
0.85457	0.16924	5.53435
0.85626	0.16960	5.54808
0.85795	0.16996	5.56179
0.85964	0.17033	5.57550
0.86133	0.17070	5.58920
0.86302	0.17107	5.60288
0.86471	0.17145	5.61656
0.86640	0.17183	5.63023
0.86809	0.17221	5.64388
0.86978	0.17259	5.65753
0.87147	0.17298	5.67116
0.87316	0.17337	5.68479
0.87485	0.17376	5.69840
0.87654	0.17416	5.71201
0.87823	0.17455	5.72560
0.87992	0.17495	5.73919
0.88161	0.17536	5.75277
0.88330	0.17576	5.76634
0.88499	0.17617	5.77990
0.88668	0.17658	5.79345
0.88837	0.17699	5.80699
0.89006	0.17741	5.82052
0.89175	0.17782	5.83404
0.89344	0.17824	5.84756
0.89513	0.17866	5.86106
0.89682	0.17909	5.87456
0.89851	0.17952	5.88805
0.90020	0.17995	5.90153
0.90188	0.18038	5.91500
0.90357	0.18081	5.92847
0.90526	0.18125	5.94192
0.90695	0.18169	5.95537
0.90864	0.18213	5.96881
0.91033	0.18257	5.98224
0.91202	0.18301	5.99567
0.91371	0.18346	6.00909
0.91540	0.18391	6.02249
0.91709	0.18436	6.03590
0.91878	0.18482	6.04929
0.92047	0.18527	6.06267
0.92216	0.18573	6.07605
0.92385	0.18619	6.08942
0.92554	0.18665	6.10279
0.92723	0.18712	6.11614
0.92892	0.18758	6.12949
0.93061	0.18805	6.14284
0.93230	0.18852	6.15617
0.93399	0.18899	6.16950
0.93568	0.18947	6.18282
0.93737	0.18995	6.19614
0.93906	0.19042	6.20944
0.94075	0.19090	6.22274
0.94244	0.19139	6.23604
0.94413	0.19187	6.24933
0.94582	0.19236	6.26261
0.94751	0.19285	6.27588
0.94920	0.19334	6.28915
0.95089	0.19383	6.30241
0.95258	0.19432	6.31567
0.95427	0.19482	6.32892
0.95596	0.19532	6.34216
0.95764	0.19582	6.35540
0.95933	0.19632	6.36863
0.96102	0.19682	6.38185
0.96271	0.19733	6.39507
0.96440	0.19783	6.40828
0.96609	0.19834	6.42149
0.96778	0.19885	6.43469
0.96947	0.19936	6.44789
0.97116	0.19988	6.46107
0.97285	0.20039	6.47426
