Refractive index of gold at +74K
lambda [um]	n	k
0.55043	0.34862	2.48732
0.55212	0.34021	2.51502
0.55381	0.33223	2.54234
0.55550	0.32465	2.56927
0.55719	0.31744	2.59584
0.55888	0.31059	2.62206
0.56057	0.30406	2.64793
0.56225	0.29785	2.67348
0.56394	0.29193	2.69870
0.56563	0.28628	2.72362
0.56732	0.28089	2.74824
0.56901	0.27574	2.77257
0.57070	0.27082	2.79662
0.57239	0.26612	2.82040
0.57408	0.26162	2.84392
0.57577	0.25732	2.86719
0.57746	0.25320	2.89021
0.57915	0.24926	2.91300
0.58084	0.24548	2.93557
0.58253	0.24185	2.95791
0.58422	0.23837	2.98004
0.58591	0.23504	3.00196
0.58760	0.23184	3.02368
0.58929	0.22876	3.04521
0.59098	0.22581	3.06655
0.59267	0.22298	3.08771
0.59436	0.22025	3.10870
0.59605	0.21763	3.12951
0.59774	0.21511	3.15015
0.59943	0.21268	3.17064
0.60112	0.21035	3.19097
0.60281	0.20811	3.21115
0.60450	0.20595	3.23118
0.60619	0.20387	3.25107
0.60788	0.20186	3.27081
0.60957	0.19994	3.29043
0.61126	0.19808	3.30991
0.61295	0.19629	3.32927
0.61464	0.19456	3.34850
0.61633	0.19290	3.36761
0.61801	0.19130	3.38660
0.61970	0.18975	3.40548
0.62139	0.18827	3.42425
0.62308	0.18683	3.44291
0.62477	0.18545	3.46146
0.62646	0.18411	3.47992
0.62815	0.18283	3.49827
0.62984	0.18159	3.51652
0.63153	0.18039	3.53468
0.63322	0.17924	3.55275
0.63491	0.17813	3.57072
0.63660	0.17706	3.58861
0.63829	0.17602	3.60642
0.63998	0.17503	3.62413
0.64167	0.17407	3.64177
0.64336	0.17314	3.65933
0.64505	0.17225	3.67680
0.64674	0.17139	3.69421
0.64843	0.17057	3.71153
0.65012	0.16977	3.72879
0.65181	0.16900	3.74597
0.65350	0.16827	3.76309
0.65519	0.16756	3.78013
0.65688	0.16687	3.79711
0.65857	0.16621	3.81403
0.66026	0.16558	3.83088
0.66195	0.16497	3.84766
0.66364	0.16439	3.86439
0.66533	0.16383	3.88106
0.66702	0.16329	3.89767
0.66871	0.16277	3.91422
0.67040	0.16228	3.93072
0.67209	0.16180	3.94716
0.67378	0.16135	3.96355
0.67546	0.16091	3.97988
0.67715	0.16050	3.99617
0.67884	0.16010	4.01240
0.68053	0.15972	4.02858
0.68222	0.15936	4.04472
0.68391	0.15901	4.06081
0.68560	0.15868	4.07685
0.68729	0.15837	4.09284
0.68898	0.15807	4.10880
0.69067	0.15779	4.12470
0.69236	0.15752	4.14056
0.69405	0.15727	4.15639
0.69574	0.15703	4.17217
0.69743	0.15681	4.18790
0.69912	0.15660	4.20360
0.70081	0.15640	4.21926
0.70250	0.15621	4.23488
0.70419	0.15604	4.25046
0.70588	0.15588	4.26601
0.70757	0.15573	4.28152
0.70926	0.15560	4.29699
0.71095	0.15547	4.31243
0.71264	0.15536	4.32783
0.71433	0.15526	4.34320
0.71602	0.15517	4.35853
0.71771	0.15508	4.37383
0.71940	0.15501	4.38910
0.72109	0.15495	4.40434
0.72278	0.15490	4.41955
0.72447	0.15486	4.43472
0.72616	0.15483	4.44987
0.72785	0.15480	4.46498
0.72954	0.15479	4.48007
0.73122	0.15478	4.49512
0.73291	0.15479	4.51015
0.73460	0.15480	4.52515
0.73629	0.15482	4.54013
0.73798	0.15485	4.55507
0.73967	0.15488	4.56999
0.74136	0.15493	4.58488
0.74305	0.15498	4.59975
0.74474	0.15504	4.61459
0.74643	0.15511	4.62941
0.74812	0.15518	4.64420
0.74981	0.15526	4.65897
0.75150	0.15535	4.67371
0.75319	0.15545	4.68843
0.75488	0.15555	4.70313
0.75657	0.15566	4.71780
0.75826	0.15577	4.73245
0.75995	0.15589	4.74708
0.76164	0.15602	4.76169
0.76333	0.15615	4.77627
0.76502	0.15629	4.79083
0.76671	0.15644	4.80538
0.76840	0.15659	4.81990
0.77009	0.15675	4.83440
0.77178	0.15691	4.84888
0.77347	0.15708	4.86334
0.77516	0.15726	4.87778
