Refractive index of gold at +79K
lambda [um]	n	k
0.55043	0.35068	2.48870
0.55212	0.34218	2.51642
0.55381	0.33411	2.54374
0.55550	0.32644	2.57069
0.55719	0.31916	2.59728
0.55888	0.31224	2.62351
0.56057	0.30564	2.64940
0.56225	0.29937	2.67496
0.56394	0.29339	2.70020
0.56563	0.28768	2.72513
0.56732	0.28224	2.74976
0.56901	0.27705	2.77411
0.57070	0.27208	2.79818
0.57239	0.26734	2.82197
0.57408	0.26280	2.84551
0.57577	0.25846	2.86879
0.57746	0.25431	2.89183
0.57915	0.25033	2.91464
0.58084	0.24651	2.93722
0.58253	0.24286	2.95957
0.58422	0.23935	2.98172
0.58591	0.23599	3.00365
0.58760	0.23276	3.02539
0.58929	0.22967	3.04693
0.59098	0.22669	3.06829
0.59267	0.22383	3.08946
0.59436	0.22109	3.11046
0.59605	0.21845	3.13128
0.59774	0.21591	3.15194
0.59943	0.21347	3.17244
0.60112	0.21112	3.19278
0.60281	0.20886	3.21297
0.60450	0.20668	3.23301
0.60619	0.20459	3.25291
0.60788	0.20257	3.27268
0.60957	0.20063	3.29230
0.61126	0.19876	3.31180
0.61295	0.19696	3.33117
0.61464	0.19523	3.35041
0.61633	0.19355	3.36953
0.61801	0.19194	3.38854
0.61970	0.19039	3.40743
0.62139	0.18889	3.42621
0.62308	0.18745	3.44488
0.62477	0.18606	3.46345
0.62646	0.18472	3.48191
0.62815	0.18342	3.50027
0.62984	0.18218	3.51854
0.63153	0.18098	3.53671
0.63322	0.17982	3.55479
0.63491	0.17870	3.57278
0.63660	0.17763	3.59068
0.63829	0.17659	3.60849
0.63998	0.17559	3.62622
0.64167	0.17463	3.64387
0.64336	0.17370	3.66143
0.64505	0.17280	3.67892
0.64674	0.17194	3.69634
0.64843	0.17111	3.71368
0.65012	0.17031	3.73094
0.65181	0.16954	3.74814
0.65350	0.16880	3.76526
0.65519	0.16809	3.78232
0.65688	0.16740	3.79931
0.65857	0.16674	3.81623
0.66026	0.16611	3.83310
0.66195	0.16550	3.84990
0.66364	0.16491	3.86663
0.66533	0.16435	3.88331
0.66702	0.16381	3.89993
0.66871	0.16329	3.91650
0.67040	0.16280	3.93301
0.67209	0.16232	3.94946
0.67378	0.16187	3.96586
0.67546	0.16143	3.98220
0.67715	0.16101	3.99850
0.67884	0.16061	4.01474
0.68053	0.16023	4.03094
0.68222	0.15987	4.04708
0.68391	0.15952	4.06318
0.68560	0.15920	4.07924
0.68729	0.15888	4.09524
0.68898	0.15859	4.11120
0.69067	0.15830	4.12712
0.69236	0.15804	4.14300
0.69405	0.15778	4.15883
0.69574	0.15755	4.17462
0.69743	0.15732	4.19037
0.69912	0.15711	4.20608
0.70081	0.15692	4.22175
0.70250	0.15673	4.23738
0.70419	0.15656	4.25297
0.70588	0.15640	4.26853
0.70757	0.15625	4.28405
0.70926	0.15612	4.29953
0.71095	0.15599	4.31498
0.71264	0.15588	4.33040
0.71433	0.15578	4.34578
0.71602	0.15569	4.36112
0.71771	0.15561	4.37643
0.71940	0.15554	4.39171
0.72109	0.15548	4.40696
0.72278	0.15543	4.42218
0.72447	0.15539	4.43737
0.72616	0.15536	4.45252
0.72785	0.15534	4.46765
0.72954	0.15532	4.48275
0.73122	0.15532	4.49781
0.73291	0.15532	4.51285
0.73460	0.15534	4.52787
0.73629	0.15536	4.54285
0.73798	0.15539	4.55781
0.73967	0.15543	4.57274
0.74136	0.15547	4.58764
0.74305	0.15553	4.60252
0.74474	0.15559	4.61737
0.74643	0.15566	4.63220
0.74812	0.15573	4.64700
0.74981	0.15582	4.66178
0.75150	0.15591	4.67654
0.75319	0.15600	4.69127
0.75488	0.15611	4.70598
0.75657	0.15622	4.72066
0.75826	0.15633	4.73532
0.75995	0.15646	4.74996
0.76164	0.15659	4.76458
0.76333	0.15672	4.77918
0.76502	0.15687	4.79375
0.76671	0.15701	4.80831
0.76840	0.15717	4.82284
0.77009	0.15733	4.83735
0.77178	0.15749	4.85185
0.77347	0.15766	4.86632
0.77516	0.15784	4.88077
0.77685	0.15802	4.89521
0.77854	0.15821	4.90962
0.78023	0.15840	4.92402
0.78192	0.15860	4.93839
0.78361	0.15880	4.95275
0.78530	0.15901	4.96710
0.78699	0.15922	4.98142
0.78867	0.15944	4.99572
0.79036	0.15967	5.01001
0.79205	0.15989	5.02428
0.79374	0.16012	5.03854
0.79543	0.16036	5.05278
0.79712	0.16060	5.06700
0.79881	0.16085	5.08120
0.80050	0.16110	5.09539
0.80219	0.16135	5.10956
0.80388	0.16161	5.12372
0.80557	0.16187	5.13786
0.80726	0.16214	5.15199
0.80895	0.16241	5.16610
0.81064	0.16269	5.18020
0.81233	0.16297	5.19428
0.81402	0.16325	5.20835
0.81571	0.16354	5.22240
0.81740	0.16383	5.23644
0.81909	0.16412	5.25046
0.82078	0.16442	5.26447
0.82247	0.16472	5.27847
0.82416	0.16503	5.29245
0.82585	0.16534	5.30642
0.82754	0.16565	5.32038
0.82923	0.16597	5.33432
0.83092	0.16629	5.34825
0.83261	0.16661	5.36217
0.83430	0.16694	5.37608
0.83599	0.16727	5.38997
0.83768	0.16760	5.40385
0.83937	0.16794	5.41772
0.84106	0.16828	5.43158
0.84275	0.16862	5.44542
0.84443	0.16897	5.45925
0.84612	0.16932	5.47307
0.84781	0.16967	5.48688
0.84950	0.17003	5.50068
0.85119	0.17039	5.51447
