Refractive index of gold at +46K
lambda [um]	n	k
0.55043	0.34136	2.48178
0.55212	0.33310	2.50952
0.55381	0.32527	2.53685
0.55550	0.31783	2.56381
0.55719	0.31076	2.59039
0.55888	0.30403	2.61662
0.56057	0.29763	2.64250
0.56225	0.29154	2.66804
0.56394	0.28572	2.69327
0.56563	0.28018	2.71818
0.56732	0.27489	2.74279
0.56901	0.26984	2.76711
0.57070	0.26502	2.79115
0.57239	0.26041	2.81492
0.57408	0.25599	2.83842
0.57577	0.25177	2.86168
0.57746	0.24773	2.88468
0.57915	0.24386	2.90745
0.58084	0.24015	2.92999
0.58253	0.23659	2.95231
0.58422	0.23318	2.97442
0.58591	0.22990	2.99632
0.58760	0.22676	3.01802
0.58929	0.22374	3.03952
0.59098	0.22084	3.06083
0.59267	0.21806	3.08196
0.59436	0.21538	3.10292
0.59605	0.21281	3.12370
0.59774	0.21033	3.14432
0.59943	0.20795	3.16477
0.60112	0.20566	3.18507
0.60281	0.20345	3.20522
0.60450	0.20133	3.22522
0.60619	0.19929	3.24507
0.60788	0.19732	3.26479
0.60957	0.19542	3.28437
0.61126	0.19360	3.30382
0.61295	0.19184	3.32314
0.61464	0.19014	3.34234
0.61633	0.18851	3.36142
0.61801	0.18693	3.38038
0.61970	0.18541	3.39922
0.62139	0.18395	3.41795
0.62308	0.18253	3.43658
0.62477	0.18117	3.45510
0.62646	0.17986	3.47352
0.62815	0.17859	3.49183
0.62984	0.17737	3.51005
0.63153	0.17620	3.52818
0.63322	0.17506	3.54621
0.63491	0.17397	3.56415
0.63660	0.17291	3.58200
0.63829	0.17189	3.59977
0.63998	0.17091	3.61745
0.64167	0.16997	3.63505
0.64336	0.16905	3.65257
0.64505	0.16818	3.67002
0.64674	0.16733	3.68738
0.64843	0.16651	3.70467
0.65012	0.16573	3.72189
0.65181	0.16497	3.73904
0.65350	0.16424	3.75612
0.65519	0.16354	3.77313
0.65688	0.16286	3.79007
0.65857	0.16221	3.80695
0.66026	0.16159	3.82376
