Refractive index of gold at +37K
lambda [um]	n	k
0.55043	0.33883	2.48277
0.55212	0.33062	2.51046
0.55381	0.32283	2.53775
0.55550	0.31544	2.56466
0.55719	0.30841	2.59119
0.55888	0.30172	2.61738
0.56057	0.29536	2.64321
0.56225	0.28930	2.66872
0.56394	0.28352	2.69390
0.56563	0.27801	2.71877
0.56732	0.27275	2.74334
0.56901	0.26773	2.76762
0.57070	0.26293	2.79162
0.57239	0.25835	2.81535
0.57408	0.25396	2.83882
0.57577	0.24976	2.86204
0.57746	0.24574	2.88501
0.57915	0.24189	2.90775
0.58084	0.23821	2.93025
0.58253	0.23467	2.95254
0.58422	0.23128	2.97461
0.58591	0.22802	2.99648
0.58760	0.22490	3.01815
0.58929	0.22190	3.03962
0.59098	0.21902	3.06090
0.59267	0.21625	3.08200
0.59436	0.21359	3.10293
0.59605	0.21103	3.12368
0.59774	0.20857	3.14427
0.59943	0.20620	3.16470
0.60112	0.20392	3.18497
0.60281	0.20173	3.20509
0.60450	0.19962	3.22507
0.60619	0.19759	3.24490
0.60788	0.19563	3.26459
0.60957	0.19375	3.28415
0.61126	0.19193	3.30357
0.61295	0.19018	3.32287
0.61464	0.18850	3.34204
0.61633	0.18687	3.36110
0.61801	0.18530	3.38004
0.61970	0.18379	3.39886
0.62139	0.18234	3.41757
0.62308	0.18094	3.43618
0.62477	0.17958	3.45468
0.62646	0.17828	3.47307
0.62815	0.17702	3.49137
0.62984	0.17580	3.50957
0.63153	0.17463	3.52768
0.63322	0.17351	3.54569
0.63491	0.17242	3.56361
0.63660	0.17137	3.58144
0.63829	0.17036	3.59919
0.63998	0.16938	3.61686
0.64167	0.16844	3.63444
0.64336	0.16753	3.65194
0.64505	0.16666	3.66937
0.64674	0.16582	3.68672
0.64843	0.16501	3.70399
0.65012	0.16422	3.72120
0.65181	0.16347	3.73833
0.65350	0.16275	3.75539
0.65519	0.16205	3.77239
0.65688	0.16138	3.78931
0.65857	0.16073	3.80618
0.66026	0.16011	3.82298
0.66195	0.15951	3.83972
0.66364	0.15893	3.85639
0.66533	0.15838	3.87301
0.66702	0.15785	3.88957
0.66871	0.15734	3.90607
0.67040	0.15685	3.92252
0.67209	0.15638	3.93891
0.67378	0.15594	3.95525
0.67546	0.15551	3.97154
0.67715	0.15509	3.98777
0.67884	0.15470	4.00396
0.68053	0.15432	4.02009
0.68222	0.15396	4.03618
0.68391	0.15362	4.05222
0.68560	0.15329	4.06821
0.68729	0.15298	4.08416
0.68898	0.15269	4.10006
0.69067	0.15241	4.11592
0.69236	0.15214	4.13174
0.69405	0.15189	4.14751
0.69574	0.15165	4.16324
0.69743	0.15143	4.17893
0.69912	0.15121	4.19459
0.70081	0.15101	4.21020
0.70250	0.15083	4.22577
0.70419	0.15065	4.24131
0.70588	0.15049	4.25681
0.70757	0.15034	4.27227
0.70926	0.15020	4.28770
0.71095	0.15008	4.30309
0.71264	0.14996	4.31845
0.71433	0.14985	4.33377
0.71602	0.14976	4.34906
0.71771	0.14967	4.36432
0.71940	0.14959	4.37954
0.72109	0.14953	4.39473
0.72278	0.14947	4.40989
0.72447	0.14943	4.42502
0.72616	0.14939	4.44013
0.72785	0.14936	4.45520
0.72954	0.14934	4.47024
0.73122	0.14933	4.48525
0.73291	0.14932	4.50023
0.73460	0.14933	4.51519
0.73629	0.14934	4.53012
0.73798	0.14936	4.54502
0.73967	0.14939	4.55990
0.74136	0.14943	4.57475
0.74305	0.14947	4.58957
0.74474	0.14952	4.60437
0.74643	0.14958	4.61914
0.74812	0.14965	4.63389
0.74981	0.14972	4.64862
0.75150	0.14980	4.66332
0.75319	0.14989	4.67799
0.75488	0.14998	4.69265
0.75657	0.15008	4.70728
0.75826	0.15018	4.72189
0.75995	0.15030	4.73647
0.76164	0.15041	4.75104
0.76333	0.15054	4.76558
0.76502	0.15067	4.78010
0.76671	0.15080	4.79460
0.76840	0.15094	4.80908
0.77009	0.15109	4.82354
0.77178	0.15124	4.83798
0.77347	0.15140	4.85240
0.77516	0.15156	4.86680
0.77685	0.15173	4.88119
0.77854	0.15191	4.89555
0.78023	0.15209	4.90989
0.78192	0.15227	4.92422
0.78361	0.15246	4.93852
0.78530	0.15265	4.95281
0.78699	0.15285	4.96708
0.78867	0.15305	4.98134
0.79036	0.15326	4.99557
0.79205	0.15347	5.00979
0.79374	0.15369	5.02399
0.79543	0.15391	5.03818
0.79712	0.15414	5.05235
0.79881	0.15437	5.06650
0.80050	0.15460	5.08064
0.80219	0.15484	5.09476
0.80388	0.15508	5.10887
0.80557	0.15533	5.12296
0.80726	0.15558	5.13703
0.80895	0.15584	5.15109
0.81064	0.15610	5.16514
0.81233	0.15636	5.17917
0.81402	0.15662	5.19318
