Refractive index of gold at +49K
lambda [um]	n	k
0.55043	0.34269	2.48161
0.55212	0.33440	2.50936
0.55381	0.32653	2.53671
0.55550	0.31906	2.56368
0.55719	0.31195	2.59028
0.55888	0.30520	2.61652
0.56057	0.29877	2.64242
0.56225	0.29264	2.66798
0.56394	0.28681	2.69321
0.56563	0.28124	2.71814
0.56732	0.27593	2.74276
0.56901	0.27086	2.76710
0.57070	0.26601	2.79115
0.57239	0.26138	2.81493
0.57408	0.25695	2.83845
0.57577	0.25271	2.86171
0.57746	0.24865	2.88473
0.57915	0.24476	2.90752
0.58084	0.24103	2.93007
0.58253	0.23746	2.95240
0.58422	0.23403	2.97452
0.58591	0.23074	2.99643
0.58760	0.22759	3.01814
0.58929	0.22455	3.03965
0.59098	0.22164	3.06097
0.59267	0.21885	3.08211
0.59436	0.21616	3.10308
0.59605	0.21357	3.12387
0.59774	0.21109	3.14450
0.59943	0.20870	3.16496
0.60112	0.20640	3.18527
0.60281	0.20418	3.20543
0.60450	0.20205	3.22543
0.60619	0.20000	3.24530
0.60788	0.19802	3.26502
0.60957	0.19612	3.28461
0.61126	0.19428	3.30407
0.61295	0.19252	3.32340
0.61464	0.19081	3.34261
0.61633	0.18917	3.36169
0.61801	0.18759	3.38066
0.61970	0.18607	3.39951
0.62139	0.18460	3.41825
0.62308	0.18318	3.43689
0.62477	0.18181	3.45541
0.62646	0.18049	3.47384
0.62815	0.17922	3.49216
0.62984	0.17800	3.51039
0.63153	0.17681	3.52852
0.63322	0.17568	3.54656
0.63491	0.17458	3.56451
0.63660	0.17352	3.58236
0.63829	0.17249	3.60014
0.63998	0.17151	3.61783
0.64167	0.17056	3.63543
0.64336	0.16964	3.65296
0.64505	0.16876	3.67041
0.64674	0.16791	3.68778
0.64843	0.16709	3.70508
0.65012	0.16630	3.72230
0.65181	0.16554	3.73945
0.65350	0.16481	3.75654
0.65519	0.16411	3.77355
0.65688	0.16343	3.79050
0.65857	0.16278	3.80739
0.66026	0.16215	3.82421
0.66195	0.16155	3.84096
0.66364	0.16097	3.85766
0.66533	0.16041	3.87430
0.66702	0.15987	3.89087
0.66871	0.15936	3.90740
0.67040	0.15887	3.92386
0.67209	0.15839	3.94027
0.67378	0.15794	3.95663
0.67546	0.15751	3.97293
0.67715	0.15709	3.98918
0.67884	0.15670	4.00539
0.68053	0.15632	4.02154
0.68222	0.15595	4.03764
0.68391	0.15561	4.05370
