Refractive index of gold at +68K
lambda [um]	n	k
0.55043	0.34694	2.48606
0.55212	0.33859	2.51376
0.55381	0.33066	2.54106
0.55550	0.32313	2.56799
0.55719	0.31598	2.59455
0.55888	0.30917	2.62075
0.56057	0.30269	2.64662
0.56225	0.29651	2.67215
0.56394	0.29063	2.69736
0.56563	0.28502	2.72227
0.56732	0.27966	2.74687
0.56901	0.27454	2.77119
0.57070	0.26966	2.79523
0.57239	0.26498	2.81900
0.57408	0.26051	2.84251
0.57577	0.25624	2.86576
0.57746	0.25214	2.88878
0.57915	0.24822	2.91156
0.58084	0.24446	2.93411
0.58253	0.24085	2.95644
0.58422	0.23740	2.97856
0.58591	0.23408	3.00047
0.58760	0.23089	3.02218
0.58929	0.22784	3.04369
0.59098	0.22490	3.06502
0.59267	0.22208	3.08617
0.59436	0.21936	3.10714
0.59605	0.21676	3.12794
0.59774	0.21425	3.14858
0.59943	0.21184	3.16905
0.60112	0.20951	3.18937
0.60281	0.20728	3.20953
0.60450	0.20513	3.22955
0.60619	0.20306	3.24943
0.60788	0.20107	3.26917
0.60957	0.19914	3.28877
0.61126	0.19729	3.30824
0.61295	0.19551	3.32759
0.61464	0.19379	3.34681
0.61633	0.19214	3.36591
0.61801	0.19054	3.38489
0.61970	0.18900	3.40376
0.62139	0.18752	3.42252
0.62308	0.18609	3.44116
0.62477	0.18471	3.45971
0.62646	0.18338	3.47815
0.62815	0.18210	3.49649
0.62984	0.18086	3.51473
0.63153	0.17967	3.53288
0.63322	0.17852	3.55094
0.63491	0.17742	3.56890
0.63660	0.17635	3.58678
0.63829	0.17532	3.60457
0.63998	0.17433	3.62228
0.64167	0.17337	3.63991
0.64336	0.17245	3.65745
0.64505	0.17156	3.67492
0.64674	0.17070	3.69231
0.64843	0.16988	3.70963
0.65012	0.16908	3.72687
0.65181	0.16832	3.74405
0.65350	0.16758	3.76115
0.65519	0.16687	3.77818
0.65688	0.16619	3.79515
0.65857	0.16553	3.81206
0.66026	0.16490	3.82890
0.66195	0.16429	3.84568
0.66364	0.16371	3.86239
0.66533	0.16315	3.87905
0.66702	0.16261	3.89565
0.66871	0.16209	3.91219
0.67040	0.16160	3.92868
0.67209	0.16112	3.94511
0.67378	0.16067	3.96149
0.67546	0.16023	3.97781
0.67715	0.15982	3.99409
0.67884	0.15942	4.01031
0.68053	0.15904	4.02648
0.68222	0.15868	4.04261
0.68391	0.15833	4.05868
0.68560	0.15800	4.07471
0.68729	0.15769	4.09070
0.68898	0.15739	4.10664
0.69067	0.15711	4.12254
0.69236	0.15684	4.13839
0.69405	0.15659	4.15420
0.69574	0.15635	4.16997
0.69743	0.15612	4.18570
0.69912	0.15591	4.20139
0.70081	0.15571	4.21703
0.70250	0.15552	4.23264
0.70419	0.15535	4.24822
0.70588	0.15519	4.26375
0.70757	0.15504	4.27925
0.70926	0.15490	4.29471
0.71095	0.15478	4.31014
0.71264	0.15466	4.32553
0.71433	0.15456	4.34089
0.71602	0.15446	4.35621
0.71771	0.15438	4.37150
0.71940	0.15431	4.38676
0.72109	0.15425	4.40199
0.72278	0.15419	4.41719
0.72447	0.15415	4.43235
0.72616	0.15412	4.44749
0.72785	0.15409	4.46259
0.72954	0.15407	4.47767
0.73122	0.15407	4.49271
0.73291	0.15407	4.50773
0.73460	0.15408	4.52272
0.73629	0.15410	4.53768
0.73798	0.15412	4.55262
0.73967	0.15416	4.56753
0.74136	0.15420	4.58241
0.74305	0.15425	4.59727
0.74474	0.15431	4.61210
0.74643	0.15437	4.62690
0.74812	0.15445	4.64168
0.74981	0.15452	4.65644
0.75150	0.15461	4.67117
0.75319	0.15470	4.68588
0.75488	0.15480	4.70057
0.75657	0.15491	4.71523
0.75826	0.15502	4.72987
0.75995	0.15514	4.74449
0.76164	0.15527	4.75909
0.76333	0.15540	4.77366
0.76502	0.15554	4.78822
0.76671	0.15568	4.80275
0.76840	0.15583	4.81726
0.77009	0.15599	4.83175
0.77178	0.15615	4.84622
0.77347	0.15631	4.86067
0.77516	0.15648	4.87511
0.77685	0.15666	4.88952
0.77854	0.15684	4.90391
0.78023	0.15703	4.91828
0.78192	0.15723	4.93264
0.78361	0.15742	4.94698
0.78530	0.15763	4.96130
0.78699	0.15784	4.97560
0.78867	0.15805	4.98988
0.79036	0.15827	5.00415
0.79205	0.15849	5.01840
0.79374	0.15872	5.03263
0.79543	0.15895	5.04685
0.79712	0.15918	5.06105
0.79881	0.15942	5.07523
0.80050	0.15967	5.08940
0.80219	0.15992	5.10355
0.80388	0.16017	5.11768
0.80557	0.16043	5.13180
0.80726	0.16069	5.14591
0.80895	0.16096	5.16000
0.81064	0.16123	5.17407
0.81233	0.16150	5.18813
0.81402	0.16178	5.20218
0.81571	0.16206	5.21621
0.81740	0.16235	5.23022
0.81909	0.16264	5.24423
0.82078	0.16293	5.25822
0.82247	0.16323	5.27219
0.82416	0.16353	5.28615
0.82585	0.16383	5.30010
0.82754	0.16414	5.31404
0.82923	0.16445	5.32796
0.83092	0.16477	5.34187
0.83261	0.16508	5.35576
0.83430	0.16541	5.36965
0.83599	0.16573	5.38352
0.83768	0.16606	5.39738
0.83937	0.16639	5.41122
0.84106	0.16673	5.42506
0.84275	0.16706	5.43888
0.84443	0.16740	5.45269
0.84612	0.16775	5.46649
0.84781	0.16810	5.48028
0.84950	0.16845	5.49405
0.85119	0.16880	5.50782
0.85288	0.16916	5.52157
0.85457	0.16952	5.53531
0.85626	0.16988	5.54905
0.85795	0.17024	5.56277
0.85964	0.17061	5.57648
0.86133	0.17098	5.59018
0.86302	0.17136	5.60386
0.86471	0.17173	5.61754
0.86640	0.17211	5.63121
0.86809	0.17250	5.64487
0.86978	0.17288	5.65852
0.87147	0.17327	5.67216
0.87316	0.17366	5.68579
0.87485	0.17405	5.69940
0.87654	0.17445	5.71301
0.87823	0.17485	5.72661
0.87992	0.17525	5.74020
0.88161	0.17565	5.75378
0.88330	0.17606	5.76735
0.88499	0.17647	5.78092
0.88668	0.17688	5.79447
0.88837	0.17729	5.80801
0.89006	0.17771	5.82155
0.89175	0.17812	5.83508
0.89344	0.17854	5.84859
0.89513	0.17897	5.86210
0.89682	0.17939	5.87560
0.89851	0.17982	5.88910
0.90020	0.18025	5.90258
0.90188	0.18068	5.91606
0.90357	0.18112	5.92952
0.90526	0.18156	5.94298
0.90695	0.18200	5.95643
0.90864	0.18244	5.96988
0.91033	0.18288	5.98331
0.91202	0.18333	5.99674
0.91371	0.18378	6.01016
0.91540	0.18423	6.02357
0.91709	0.18468	6.03697
0.91878	0.18513	6.05037
0.92047	0.18559	6.06376
0.92216	0.18605	6.07714
0.92385	0.18651	6.09051
0.92554	0.18697	6.10388
0.92723	0.18744	6.11724
0.92892	0.18791	6.13059
0.93061	0.18838	6.14394
0.93230	0.18885	6.15728
0.93399	0.18932	6.17061
0.93568	0.18980	6.18393
0.93737	0.19027	6.19725
0.93906	0.19075	6.21056
0.94075	0.19124	6.22387
0.94244	0.19172	6.23716
0.94413	0.19220	6.25045
0.94582	0.19269	6.26374
0.94751	0.19318	6.27702
0.94920	0.19367	6.29029
0.95089	0.19417	6.30355
0.95258	0.19466	6.31681
0.95427	0.19516	6.33006
0.95596	0.19566	6.34331
0.95764	0.19616	6.35655
0.95933	0.19666	6.36978
0.96102	0.19716	6.38301
0.96271	0.19767	6.39623
0.96440	0.19818	6.40945
0.96609	0.19869	6.42266
0.96778	0.19920	6.43586
0.96947	0.19971	6.44906
0.97116	0.20023	6.46225
0.97285	0.20075	6.47544
0.97454	0.20126	6.48862
0.97623	0.20179	6.50179
0.97792	0.20231	6.51496
0.97961	0.20283	6.52812
0.98130	0.20336	6.54128
0.98299	0.20389	6.55444
0.98468	0.20441	6.56758
0.98637	0.20495	6.58072
0.98806	0.20548	6.59386
0.98975	0.20601	6.60699
0.99144	0.20655	6.62012
0.99313	0.20709	6.63324
0.99482	0.20763	6.64635
0.99651	0.20817	6.65947
0.99820	0.20871	6.67257
0.99989	0.20925	6.68567
1.00158	0.20980	6.69877
1.00327	0.21035	6.71186
1.00496	0.21090	6.72494
1.00665	0.21145	6.73802
1.00834	0.21200	6.75110
1.01003	0.21256	6.76417
1.01172	0.21311	6.77724
1.01341	0.21367	6.79030
1.01509	0.21423	6.80335
1.01678	0.21479	6.81640
1.01847	0.21535	6.82945
1.02016	0.21591	6.84249
1.02185	0.21648	6.85553
1.02354	0.21705	6.86857
1.02523	0.21762	6.88159
1.02692	0.21819	6.89462
1.02861	0.21876	6.90764
1.03030	0.21933	6.92065
1.03199	0.21990	6.93366
1.03368	0.22048	6.94667
1.03537	0.22106	6.95967
1.03706	0.22164	6.97267
1.03875	0.22222	6.98566
1.04044	0.22280	6.99865
1.04213	0.22338	7.01164
1.04382	0.22397	7.02462
1.04551	0.22456	7.03760
1.04720	0.22515	7.05057
