Refractive index of gold at +51K
lambda [um]	n	k
0.55043	0.34350	2.48169
0.55212	0.33518	2.50944
0.55381	0.32730	2.53680
0.55550	0.31981	2.56377
0.55719	0.31269	2.59038
0.55888	0.30591	2.61662
0.56057	0.29947	2.64252
0.56225	0.29333	2.66808
0.56394	0.28748	2.69333
0.56563	0.28190	2.71826
0.56732	0.27658	2.74289
0.56901	0.27149	2.76722
0.57070	0.26663	2.79128
0.57239	0.26199	2.81507
0.57408	0.25755	2.83859
0.57577	0.25330	2.86186
0.57746	0.24923	2.88489
0.57915	0.24533	2.90767
0.58084	0.24159	2.93023
0.58253	0.23801	2.95257
0.58422	0.23458	2.97469
0.58591	0.23128	2.99660
0.58760	0.22812	3.01832
0.58929	0.22508	3.03983
0.59098	0.22216	3.06116
0.59267	0.21936	3.08231
0.59436	0.21666	3.10328
0.59605	0.21407	3.12408
0.59774	0.21158	3.14471
0.59943	0.20918	3.16517
0.60112	0.20688	3.18549
0.60281	0.20466	3.20565
0.60450	0.20252	3.22566
0.60619	0.20046	3.24553
0.60788	0.19848	3.26526
0.60957	0.19657	3.28485
0.61126	0.19474	3.30431
0.61295	0.19296	3.32365
0.61464	0.19126	3.34286
0.61633	0.18961	3.36195
0.61801	0.18803	3.38092
0.61970	0.18650	3.39977
0.62139	0.18502	3.41852
0.62308	0.18360	3.43716
0.62477	0.18223	3.45569
0.62646	0.18091	3.47411
0.62815	0.17964	3.49244
0.62984	0.17841	3.51067
0.63153	0.17723	3.52881
0.63322	0.17608	3.54685
0.63491	0.17498	3.56480
0.63660	0.17392	3.58266
0.63829	0.17290	3.60044
0.63998	0.17191	3.61813
0.64167	0.17096	3.63574
0.64336	0.17004	3.65327
0.64505	0.16916	3.67072
0.64674	0.16830	3.68810
0.64843	0.16748	3.70540
0.65012	0.16669	3.72262
0.65181	0.16593	3.73978
0.65350	0.16520	3.75687
0.65519	0.16449	3.77388
0.65688	0.16381	3.79084
0.65857	0.16316	3.80772
0.66026	0.16253	3.82455
0.66195	0.16192	3.84131
0.66364	0.16134	3.85801
0.66533	0.16078	3.87465
0.66702	0.16025	3.89123
0.66871	0.15973	3.90775
0.67040	0.15924	3.92422
0.67209	0.15876	3.94063
0.67378	0.15831	3.95699
0.67546	0.15787	3.97330
0.67715	0.15746	3.98955
0.67884	0.15706	4.00576
0.68053	0.15668	4.02191
0.68222	0.15632	4.03802
0.68391	0.15597	4.05408
0.68560	0.15564	4.07009
0.68729	0.15533	4.08605
0.68898	0.15503	4.10198
0.69067	0.15475	4.11785
0.69236	0.15448	4.13369
0.69405	0.15422	4.14948
0.69574	0.15398	4.16523
0.69743	0.15376	4.18094
0.69912	0.15354	4.19661
0.70081	0.15334	4.21224
0.70250	0.15315	4.22783
0.70419	0.15298	4.24338
0.70588	0.15282	4.25889
0.70757	0.15266	4.27437
0.70926	0.15253	4.28982
0.71095	0.15240	4.30522
0.71264	0.15228	4.32060
0.71433	0.15217	4.33593
0.71602	0.15208	4.35124
0.71771	0.15199	4.36651
0.71940	0.15192	4.38175
0.72109	0.15185	4.39696
0.72278	0.15179	4.41213
0.72447	0.15175	4.42728
0.72616	0.15171	4.44239
0.72785	0.15168	4.45748
0.72954	0.15166	4.47253
0.73122	0.15165	4.48756
0.73291	0.15165	4.50256
0.73460	0.15166	4.51753
0.73629	0.15167	4.53247
0.73798	0.15169	4.54739
0.73967	0.15173	4.56228
0.74136	0.15176	4.57714
0.74305	0.15181	4.59198
0.74474	0.15186	4.60679
0.74643	0.15192	4.62157
0.74812	0.15199	4.63634
0.74981	0.15207	4.65107
0.75150	0.15215	4.66579
0.75319	0.15224	4.68048
0.75488	0.15233	4.69514
0.75657	0.15243	4.70979
0.75826	0.15254	4.72441
0.75995	0.15266	4.73900
0.76164	0.15278	4.75358
0.76333	0.15290	4.76814
0.76502	0.15304	4.78267
0.76671	0.15317	4.79718
0.76840	0.15332	4.81167
0.77009	0.15347	4.82615
0.77178	0.15363	4.84060
0.77347	0.15379	4.85503
0.77516	0.15395	4.86944
0.77685	0.15413	4.88383
0.77854	0.15430	4.89821
0.78023	0.15449	4.91256
0.78192	0.15467	4.92690
0.78361	0.15487	4.94121
0.78530	0.15506	4.95551
0.78699	0.15527	4.96979
0.78867	0.15547	4.98406
0.79036	0.15568	4.99831
0.79205	0.15590	5.01254
0.79374	0.15612	5.02675
0.79543	0.15635	5.04094
0.79712	0.15658	5.05512
0.79881	0.15681	5.06929
0.80050	0.15705	5.08343
0.80219	0.15729	5.09757
0.80388	0.15754	5.11168
0.80557	0.15779	5.12578
0.80726	0.15805	5.13987
0.80895	0.15831	5.15394
0.81064	0.15857	5.16799
0.81233	0.15884	5.18203
0.81402	0.15911	5.19606
0.81571	0.15939	5.21007
0.81740	0.15967	5.22407
0.81909	0.15995	5.23805
0.82078	0.16023	5.25202
0.82247	0.16052	5.26597
0.82416	0.16082	5.27992
0.82585	0.16112	5.29384
0.82754	0.16142	5.30776
0.82923	0.16172	5.32166
0.83092	0.16203	5.33555
0.83261	0.16234	5.34943
0.83430	0.16265	5.36329
0.83599	0.16297	5.37714
0.83768	0.16329	5.39098
0.83937	0.16362	5.40481
0.84106	0.16395	5.41863
0.84275	0.16428	5.43243
0.84443	0.16461	5.44622
0.84612	0.16495	5.46000
0.84781	0.16529	5.47377
0.84950	0.16563	5.48752
0.85119	0.16598	5.50127
0.85288	0.16632	5.51500
0.85457	0.16668	5.52873
0.85626	0.16703	5.54244
0.85795	0.16739	5.55614
0.85964	0.16775	5.56983
0.86133	0.16811	5.58351
0.86302	0.16848	5.59718
0.86471	0.16885	5.61084
0.86640	0.16922	5.62449
0.86809	0.16960	5.63813
0.86978	0.16997	5.65176
0.87147	0.17035	5.66538
