Refractive index of gold at +60K
lambda [um]	n	k
0.55043	0.34580	2.48370
0.55212	0.33746	2.51142
0.55381	0.32955	2.53874
0.55550	0.32203	2.56569
0.55719	0.31489	2.59227
0.55888	0.30809	2.61849
0.56057	0.30162	2.64437
0.56225	0.29546	2.66992
0.56394	0.28959	2.69515
0.56563	0.28398	2.72006
0.56732	0.27864	2.74468
0.56901	0.27353	2.76901
0.57070	0.26865	2.79305
0.57239	0.26399	2.81683
0.57408	0.25953	2.84035
0.57577	0.25526	2.86361
0.57746	0.25117	2.88663
0.57915	0.24725	2.90941
0.58084	0.24350	2.93197
0.58253	0.23990	2.95430
0.58422	0.23645	2.97642
0.58591	0.23314	2.99833
0.58760	0.22996	3.02004
0.58929	0.22691	3.04156
0.59098	0.22397	3.06289
0.59267	0.22116	3.08404
0.59436	0.21845	3.10501
0.59605	0.21585	3.12581
0.59774	0.21334	3.14644
0.59943	0.21093	3.16691
0.60112	0.20861	3.18723
0.60281	0.20638	3.20739
0.60450	0.20424	3.22741
0.60619	0.20217	3.24728
0.60788	0.20018	3.26702
0.60957	0.19826	3.28662
0.61126	0.19641	3.30608
0.61295	0.19463	3.32542
0.61464	0.19291	3.34464
0.61633	0.19126	3.36373
0.61801	0.18967	3.38271
0.61970	0.18813	3.40158
0.62139	0.18665	3.42033
0.62308	0.18522	3.43897
0.62477	0.18384	3.45751
0.62646	0.18251	3.47594
0.62815	0.18123	3.49428
0.62984	0.18000	3.51251
0.63153	0.17881	3.53066
0.63322	0.17766	3.54871
0.63491	0.17655	3.56666
0.63660	0.17548	3.58454
0.63829	0.17446	3.60232
0.63998	0.17346	3.62002
0.64167	0.17251	3.63764
0.64336	0.17158	3.65518
0.64505	0.17069	3.67264
0.64674	0.16984	3.69002
0.64843	0.16901	3.70733
0.65012	0.16822	3.72456
0.65181	0.16745	3.74173
0.65350	0.16672	3.75882
0.65519	0.16601	3.77585
0.65688	0.16532	3.79281
0.65857	0.16467	3.80971
0.66026	0.16403	3.82654
0.66195	0.16343	3.84331
0.66364	0.16284	3.86002
0.66533	0.16228	3.87666
0.66702	0.16174	3.89325
0.66871	0.16122	3.90979
0.67040	0.16073	3.92626
0.67209	0.16025	3.94269
0.67378	0.15980	3.95905
0.67546	0.15936	3.97537
0.67715	0.15894	3.99163
0.67884	0.15854	4.00785
0.68053	0.15816	4.02401
0.68222	0.15780	4.04013
0.68391	0.15745	4.05619
0.68560	0.15712	4.07222
0.68729	0.15680	4.08819
0.68898	0.15650	4.10412
0.69067	0.15622	4.12001
0.69236	0.15595	4.13585
0.69405	0.15569	4.15165
0.69574	0.15545	4.16741
0.69743	0.15523	4.18313
0.69912	0.15501	4.19881
0.70081	0.15481	4.21444
0.70250	0.15462	4.23004
0.70419	0.15445	4.24561
0.70588	0.15429	4.26113
0.70757	0.15413	4.27662
0.70926	0.15399	4.29207
0.71095	0.15387	4.30749
0.71264	0.15375	4.32287
0.71433	0.15364	4.33822
0.71602	0.15355	4.35353
0.71771	0.15346	4.36881
0.71940	0.15339	4.38406
0.72109	0.15332	4.39928
0.72278	0.15327	4.41446
0.72447	0.15322	4.42962
0.72616	0.15319	4.44474
0.72785	0.15316	4.45983
0.72954	0.15314	4.47490
0.73122	0.15313	4.48994
0.73291	0.15313	4.50494
0.73460	0.15314	4.51992
0.73629	0.15315	4.53487
0.73798	0.15318	4.54980
0.73967	0.15321	4.56470
0.74136	0.15325	4.57957
0.74305	0.15330	4.59441
0.74474	0.15335	4.60923
0.74643	0.15341	4.62403
0.74812	0.15348	4.63880
0.74981	0.15356	4.65355
0.75150	0.15364	4.66827
0.75319	0.15373	4.68297
0.75488	0.15383	4.69764
0.75657	0.15393	4.71229
0.75826	0.15404	4.72692
0.75995	0.15416	4.74153
0.76164	0.15428	4.75612
0.76333	0.15441	4.77068
0.76502	0.15455	4.78522
0.76671	0.15469	4.79974
0.76840	0.15483	4.81425
0.77009	0.15499	4.82873
0.77178	0.15515	4.84319
0.77347	0.15531	4.85763
0.77516	0.15548	4.87205
0.77685	0.15565	4.88645
0.77854	0.15583	4.90083
0.78023	0.15602	4.91519
0.78192	0.15621	4.92954
0.78361	0.15640	4.94386
0.78530	0.15660	4.95817
0.78699	0.15681	4.97246
0.78867	0.15702	4.98674
0.79036	0.15723	5.00099
0.79205	0.15745	5.01523
0.79374	0.15768	5.02945
0.79543	0.15790	5.04366
0.79712	0.15814	5.05784
0.79881	0.15837	5.07202
0.80050	0.15862	5.08617
0.80219	0.15886	5.10031
0.80388	0.15911	5.11444
0.80557	0.15937	5.12855
0.80726	0.15963	5.14264
0.80895	0.15989	5.15672
0.81064	0.16016	5.17078
0.81233	0.16043	5.18483
0.81402	0.16070	5.19886
0.81571	0.16098	5.21288
0.81740	0.16126	5.22689
0.81909	0.16155	5.24088
0.82078	0.16184	5.25486
0.82247	0.16213	5.26882
0.82416	0.16243	5.28277
0.82585	0.16273	5.29671
0.82754	0.16303	5.31064
0.82923	0.16334	5.32455
0.83092	0.16365	5.33844
0.83261	0.16397	5.35233
0.83430	0.16429	5.36620
0.83599	0.16461	5.38006
0.83768	0.16493	5.39391
0.83937	0.16526	5.40774
0.84106	0.16559	5.42157
0.84275	0.16593	5.43538
0.84443	0.16626	5.44918
0.84612	0.16660	5.46297
0.84781	0.16695	5.47674
0.84950	0.16729	5.49051
0.85119	0.16764	5.50426
0.85288	0.16800	5.51800
0.85457	0.16835	5.53174
0.85626	0.16871	5.54546
0.85795	0.16907	5.55917
0.85964	0.16944	5.57287
0.86133	0.16981	5.58655
0.86302	0.17018	5.60023
0.86471	0.17055	5.61390
0.86640	0.17093	5.62756
0.86809	0.17130	5.64120
0.86978	0.17169	5.65484
0.87147	0.17207	5.66847
0.87316	0.17246	5.68209
0.87485	0.17285	5.69569
0.87654	0.17324	5.70929
0.87823	0.17363	5.72288
0.87992	0.17403	5.73646
0.88161	0.17443	5.75003
0.88330	0.17483	5.76359
0.88499	0.17524	5.77714
0.88668	0.17564	5.79068
0.88837	0.17605	5.80422
0.89006	0.17646	5.81774
0.89175	0.17688	5.83126
0.89344	0.17730	5.84476
0.89513	0.17771	5.85826
0.89682	0.17814	5.87175
0.89851	0.17856	5.88523
0.90020	0.17899	5.89870
0.90188	0.17941	5.91217
0.90357	0.17985	5.92563
0.90526	0.18028	5.93907
0.90695	0.18071	5.95251
0.90864	0.18115	5.96595
0.91033	0.18159	5.97937
0.91202	0.18203	5.99279
0.91371	0.18248	6.00619
0.91540	0.18292	6.01960
0.91709	0.18337	6.03299
0.91878	0.18382	6.04637
0.92047	0.18428	6.05975
0.92216	0.18473	6.07312
0.92385	0.18519	6.08649
0.92554	0.18565	6.09984
0.92723	0.18611	6.11319
0.92892	0.18657	6.12653
0.93061	0.18704	6.13987
0.93230	0.18751	6.15319
0.93399	0.18798	6.16651
0.93568	0.18845	6.17983
0.93737	0.18892	6.19313
0.93906	0.18940	6.20643
0.94075	0.18987	6.21973
0.94244	0.19035	6.23301
0.94413	0.19083	6.24629
0.94582	0.19132	6.25957
0.94751	0.19180	6.27283
0.94920	0.19229	6.28609
0.95089	0.19278	6.29935
0.95258	0.19327	6.31260
0.95427	0.19376	6.32584
0.95596	0.19426	6.33907
0.95764	0.19475	6.35230
0.95933	0.19525	6.36552
0.96102	0.19575	6.37874
0.96271	0.19625	6.39195
0.96440	0.19676	6.40516
0.96609	0.19726	6.41836
0.96778	0.19777	6.43155
0.96947	0.19828	6.44474
0.97116	0.19879	6.45792
0.97285	0.19930	6.47109
0.97454	0.19982	6.48426
0.97623	0.20033	6.49743
0.97792	0.20085	6.51058
0.97961	0.20137	6.52374
0.98130	0.20189	6.53689
0.98299	0.20242	6.55003
0.98468	0.20294	6.56316
0.98637	0.20347	6.57629
0.98806	0.20400	6.58942
0.98975	0.20453	6.60254
0.99144	0.20506	6.61566
0.99313	0.20559	6.62877
0.99482	0.20613	6.64187
0.99651	0.20666	6.65497
0.99820	0.20720	6.66807
0.99989	0.20774	6.68116
1.00158	0.20828	6.69424
1.00327	0.20883	6.70732
1.00496	0.20937	6.72039
1.00665	0.20992	6.73346
1.00834	0.21046	6.74653
1.01003	0.21101	6.75959
1.01172	0.21157	6.77264
1.01341	0.21212	6.78570
1.01509	0.21267	6.79874
1.01678	0.21323	6.81178
1.01847	0.21379	6.82482
1.02016	0.21435	6.83785
1.02185	0.21491	6.85088
1.02354	0.21547	6.86390
1.02523	0.21603	6.87692
1.02692	0.21660	6.88993
1.02861	0.21716	6.90294
1.03030	0.21773	6.91595
