Refractive index of gold at +72K
lambda [um]	n	k
0.55043	0.34794	2.48694
0.55212	0.33955	2.51464
0.55381	0.33159	2.54194
0.55550	0.32404	2.56887
0.55719	0.31685	2.59544
0.55888	0.31002	2.62165
0.56057	0.30351	2.64752
0.56225	0.29732	2.67306
0.56394	0.29141	2.69827
0.56563	0.28578	2.72318
0.56732	0.28040	2.74780
0.56901	0.27527	2.77212
0.57070	0.27036	2.79616
0.57239	0.26568	2.81994
0.57408	0.26119	2.84346
0.57577	0.25690	2.86672
0.57746	0.25279	2.88974
0.57915	0.24886	2.91253
0.58084	0.24508	2.93508
0.58253	0.24147	2.95742
0.58422	0.23800	2.97954
0.58591	0.23467	3.00146
0.58760	0.23148	3.02318
0.58929	0.22841	3.04470
0.59098	0.22547	3.06604
0.59267	0.22264	3.08719
0.59436	0.21992	3.10817
0.59605	0.21730	3.12898
0.59774	0.21479	3.14962
0.59943	0.21237	3.17010
0.60112	0.21004	3.19042
0.60281	0.20780	3.21060
0.60450	0.20564	3.23062
0.60619	0.20357	3.25050
0.60788	0.20157	3.27025
0.60957	0.19964	3.28986
0.61126	0.19779	3.30934
0.61295	0.19600	3.32869
0.61464	0.19428	3.34791
0.61633	0.19262	3.36702
0.61801	0.19102	3.38601
0.61970	0.18948	3.40488
0.62139	0.18799	3.42365
0.62308	0.18656	3.44230
0.62477	0.18518	3.46085
0.62646	0.18385	3.47930
0.62815	0.18257	3.49765
0.62984	0.18133	3.51590
0.63153	0.18013	3.53406
0.63322	0.17898	3.55212
0.63491	0.17787	3.57009
0.63660	0.17680	3.58797
0.63829	0.17577	3.60577
0.63998	0.17478	3.62349
0.64167	0.17382	3.64112
0.64336	0.17290	3.65867
0.64505	0.17201	3.67615
0.64674	0.17115	3.69354
0.64843	0.17032	3.71087
0.65012	0.16953	3.72812
0.65181	0.16876	3.74530
0.65350	0.16802	3.76241
0.65519	0.16731	3.77945
0.65688	0.16663	3.79642
0.65857	0.16597	3.81333
