Refractive index of gold at +81K
lambda [um]	n	k
0.55043	0.35157	2.48963
0.55212	0.34302	2.51735
0.55381	0.33490	2.54468
0.55550	0.32720	2.57163
0.55719	0.31988	2.59821
0.55888	0.31292	2.62445
0.56057	0.30629	2.65034
0.56225	0.29999	2.67590
0.56394	0.29397	2.70115
0.56563	0.28824	2.72608
0.56732	0.28278	2.75072
0.56901	0.27756	2.77507
0.57070	0.27257	2.79914
0.57239	0.26780	2.82294
0.57408	0.26325	2.84648
0.57577	0.25889	2.86977
0.57746	0.25471	2.89281
0.57915	0.25072	2.91562
0.58084	0.24689	2.93820
0.58253	0.24322	2.96056
0.58422	0.23970	2.98271
0.58591	0.23632	3.00465
0.58760	0.23309	3.02639
0.58929	0.22998	3.04794
0.59098	0.22699	3.06930
0.59267	0.22412	3.09048
0.59436	0.22137	3.11148
0.59605	0.21872	3.13231
0.59774	0.21617	3.15297
0.59943	0.21372	3.17347
0.60112	0.21136	3.19382
0.60281	0.20910	3.21401
0.60450	0.20691	3.23406
0.60619	0.20481	3.25396
0.60788	0.20279	3.27373
0.60957	0.20084	3.29336
0.61126	0.19897	3.31286
0.61295	0.19716	3.33223
0.61464	0.19542	3.35148
0.61633	0.19375	3.37061
0.61801	0.19213	3.38962
0.61970	0.19057	3.40851
0.62139	0.18907	3.42730
0.62308	0.18763	3.44597
0.62477	0.18623	3.46454
0.62646	0.18489	3.48301
0.62815	0.18359	3.50138
0.62984	0.18234	3.51965
0.63153	0.18114	3.53782
0.63322	0.17998	3.55591
0.63491	0.17886	3.57390
0.63660	0.17778	3.59180
0.63829	0.17674	3.60962
0.63998	0.17574	3.62736
0.64167	0.17477	3.64501
0.64336	0.17384	3.66258
0.64505	0.17295	3.68007
0.64674	0.17208	3.69749
0.64843	0.17125	3.71484
0.65012	0.17045	3.73211
0.65181	0.16968	3.74931
0.65350	0.16894	3.76643
0.65519	0.16822	3.78350
0.65688	0.16754	3.80049
0.65857	0.16688	3.81742
0.66026	0.16624	3.83429
0.66195	0.16563	3.85109
0.66364	0.16505	3.86784
0.66533	0.16448	3.88452
0.66702	0.16394	3.90115
0.66871	0.16342	3.91771
0.67040	0.16293	3.93423
0.67209	0.16245	3.95068
0.67378	0.16200	3.96709
0.67546	0.16156	3.98344
0.67715	0.16114	3.99974
0.67884	0.16074	4.01599
0.68053	0.16036	4.03219
0.68222	0.16000	4.04834
0.68391	0.15966	4.06445
0.68560	0.15933	4.08050
0.68729	0.15901	4.09651
0.68898	0.15872	4.11248
0.69067	0.15843	4.12840
0.69236	0.15817	4.14428
0.69405	0.15792	4.16012
0.69574	0.15768	4.17592
0.69743	0.15746	4.19167
0.69912	0.15725	4.20739
0.70081	0.15705	4.22306
0.70250	0.15686	4.23870
0.70419	0.15669	4.25430
0.70588	0.15653	4.26986
0.70757	0.15639	4.28538
0.70926	0.15625	4.30087
0.71095	0.15613	4.31633
0.71264	0.15602	4.33175
0.71433	0.15592	4.34713
0.71602	0.15583	4.36248
0.71771	0.15575	4.37780
0.71940	0.15568	4.39309
0.72109	0.15562	4.40834
0.72278	0.15557	4.42357
0.72447	0.15553	4.43876
0.72616	0.15550	4.45392
0.72785	0.15548	4.46905
0.72954	0.15547	4.48415
0.73122	0.15546	4.49923
0.73291	0.15547	4.51427
0.73460	0.15548	4.52929
0.73629	0.15550	4.54428
0.73798	0.15554	4.55924
0.73967	0.15557	4.57418
0.74136	0.15562	4.58909
0.74305	0.15568	4.60397
0.74474	0.15574	4.61883
0.74643	0.15581	4.63366
0.74812	0.15588	4.64847
0.74981	0.15597	4.66326
0.75150	0.15606	4.67802
0.75319	0.15616	4.69275
0.75488	0.15626	4.70747
0.75657	0.15637	4.72216
0.75826	0.15649	4.73683
0.75995	0.15661	4.75147
0.76164	0.15674	4.76610
0.76333	0.15688	4.78070
0.76502	0.15702	4.79528
0.76671	0.15717	4.80984
0.76840	0.15733	4.82438
0.77009	0.15749	4.83890
0.77178	0.15766	4.85340
0.77347	0.15783	4.86788
0.77516	0.15800	4.88234
0.77685	0.15819	4.89678
0.77854	0.15838	4.91120
0.78023	0.15857	4.92560
0.78192	0.15877	4.93998
0.78361	0.15897	4.95435
0.78530	0.15918	4.96869
0.78699	0.15939	4.98302
0.78867	0.15961	4.99734
0.79036	0.15984	5.01163
