Refractive index of gold at +21K
lambda [um]	n	k
0.55043	0.33432	2.48439
0.55212	0.32612	2.51203
0.55381	0.31833	2.53928
0.55550	0.31094	2.56614
0.55719	0.30392	2.59264
0.55888	0.29725	2.61877
0.56057	0.29090	2.64456
0.56225	0.28485	2.67002
0.56394	0.27909	2.69516
0.56563	0.27360	2.71998
0.56732	0.26836	2.74451
0.56901	0.26335	2.76874
0.57070	0.25858	2.79270
0.57239	0.25401	2.81639
0.57408	0.24964	2.83981
0.57577	0.24546	2.86298
0.57746	0.24147	2.88591
0.57915	0.23764	2.90860
0.58084	0.23397	2.93106
0.58253	0.23045	2.95331
0.58422	0.22708	2.97534
0.58591	0.22384	2.99716
0.58760	0.22074	3.01879
0.58929	0.21776	3.04022
0.59098	0.21490	3.06146
0.59267	0.21215	3.08252
0.59436	0.20951	3.10341
0.59605	0.20697	3.12412
0.59774	0.20453	3.14467
0.59943	0.20218	3.16506
0.60112	0.19992	3.18529
0.60281	0.19775	3.20537
0.60450	0.19565	3.22531
0.60619	0.19364	3.24511
0.60788	0.19170	3.26476
0.60957	0.18983	3.28428
0.61126	0.18803	3.30367
0.61295	0.18630	3.32294
0.61464	0.18463	3.34208
0.61633	0.18302	3.36110
0.61801	0.18147	3.38000
0.61970	0.17997	3.39880
0.62139	0.17853	3.41748
0.62308	0.17714	3.43605
0.62477	0.17580	3.45452
0.62646	0.17451	3.47288
0.62815	0.17326	3.49115
0.62984	0.17206	3.50932
0.63153	0.17091	3.52740
0.63322	0.16979	3.54538
0.63491	0.16871	3.56328
0.63660	0.16767	3.58108
0.63829	0.16667	3.59881
0.63998	0.16571	3.61644
0.64167	0.16478	3.63400
0.64336	0.16388	3.65148
0.64505	0.16302	3.66888
0.64674	0.16219	3.68620
0.64843	0.16138	3.70346
0.65012	0.16061	3.72063
0.65181	0.15987	3.73774
0.65350	0.15915	3.75478
0.65519	0.15846	3.77175
0.65688	0.15780	3.78866
0.65857	0.15716	3.80550
0.66026	0.15654	3.82228
0.66195	0.15595	3.83900
0.66364	0.15538	3.85565
0.66533	0.15484	3.87225
0.66702	0.15431	3.88879
0.66871	0.15381	3.90527
0.67040	0.15333	3.92170
0.67209	0.15286	3.93807
0.67378	0.15242	3.95439
0.67546	0.15200	3.97066
0.67715	0.15159	3.98688
0.67884	0.15120	4.00305
0.68053	0.15083	4.01917
0.68222	0.15047	4.03524
0.68391	0.15013	4.05126
0.68560	0.14981	4.06724
0.68729	0.14950	4.08317
0.68898	0.14921	4.09906
0.69067	0.14893	4.11490
0.69236	0.14867	4.13070
0.69405	0.14842	4.14646
0.69574	0.14819	4.16218
0.69743	0.14796	4.17785
0.69912	0.14775	4.19349
0.70081	0.14756	4.20909
0.70250	0.14737	4.22465
0.70419	0.14720	4.24018
0.70588	0.14704	4.25566
0.70757	0.14689	4.27111
0.70926	0.14675	4.28653
0.71095	0.14663	4.30191
0.71264	0.14651	4.31725
0.71433	0.14641	4.33256
0.71602	0.14631	4.34784
0.71771	0.14623	4.36309
0.71940	0.14615	4.37830
0.72109	0.14608	4.39348
0.72278	0.14603	4.40863
0.72447	0.14598	4.42375
0.72616	0.14594	4.43884
0.72785	0.14591	4.45390
0.72954	0.14589	4.46894
0.73122	0.14588	4.48394
0.73291	0.14588	4.49892
0.73460	0.14588	4.51386
0.73629	0.14589	4.52878
0.73798	0.14591	4.54368
0.73967	0.14594	4.55854
0.74136	0.14597	4.57338
0.74305	0.14602	4.58820
0.74474	0.14607	4.60299
0.74643	0.14612	4.61776
0.74812	0.14619	4.63250
0.74981	0.14626	4.64721
0.75150	0.14633	4.66191
0.75319	0.14642	4.67658
0.75488	0.14651	4.69123
0.75657	0.14660	4.70585
0.75826	0.14671	4.72045
0.75995	0.14682	4.73503
0.76164	0.14693	4.74959
0.76333	0.14705	4.76413
0.76502	0.14718	4.77864
0.76671	0.14731	4.79314
0.76840	0.14745	4.80761
0.77009	0.14759	4.82207
0.77178	0.14774	4.83650
0.77347	0.14789	4.85092
0.77516	0.14805	4.86531
0.77685	0.14822	4.87969
0.77854	0.14839	4.89405
0.78023	0.14856	4.90838
0.78192	0.14874	4.92270
0.78361	0.14893	4.93701
0.78530	0.14912	4.95129
0.78699	0.14931	4.96556
0.78867	0.14951	4.97981
0.79036	0.14971	4.99404
0.79205	0.14992	5.00826
0.79374	0.15013	5.02245
0.79543	0.15035	5.03664
0.79712	0.15057	5.05080
0.79881	0.15079	5.06495
0.80050	0.15102	5.07909
0.80219	0.15126	5.09320
0.80388	0.15149	5.10731
0.80557	0.15174	5.12139
0.80726	0.15198	5.13547
0.80895	0.15223	5.14952
0.81064	0.15248	5.16357
0.81233	0.15274	5.17759
0.81402	0.15300	5.19161
0.81571	0.15327	5.20561
0.81740	0.15353	5.21959
0.81909	0.15381	5.23356
0.82078	0.15408	5.24752
0.82247	0.15436	5.26146
0.82416	0.15464	5.27540
0.82585	0.15493	5.28931
0.82754	0.15522	5.30322
0.82923	0.15551	5.31711
0.83092	0.15580	5.33099
0.83261	0.15610	5.34485
0.83430	0.15641	5.35871
0.83599	0.15671	5.37255
0.83768	0.15702	5.38638
0.83937	0.15733	5.40019
0.84106	0.15765	5.41400
0.84275	0.15796	5.42779
0.84443	0.15828	5.44157
0.84612	0.15861	5.45534
0.84781	0.15894	5.46910
0.84950	0.15927	5.48285
0.85119	0.15960	5.49659
0.85288	0.15993	5.51031
0.85457	0.16027	5.52403
0.85626	0.16061	5.53773
0.85795	0.16096	5.55142
0.85964	0.16130	5.56510
0.86133	0.16165	5.57878
0.86302	0.16201	5.59244
0.86471	0.16236	5.60609
0.86640	0.16272	5.61973
0.86809	0.16308	5.63336
0.86978	0.16344	5.64698
0.87147	0.16381	5.66059
0.87316	0.16417	5.67419
0.87485	0.16454	5.68778
0.87654	0.16492	5.70137
0.87823	0.16529	5.71494
0.87992	0.16567	5.72850
0.88161	0.16605	5.74206
0.88330	0.16643	5.75560
0.88499	0.16682	5.76914
0.88668	0.16721	5.78266
0.88837	0.16760	5.79618
0.89006	0.16799	5.80969
0.89175	0.16838	5.82319
0.89344	0.16878	5.83668
0.89513	0.16918	5.85017
