Refractive index of gold at +90K
lambda [um]	n	k
0.55043	0.35577	2.49670
0.55212	0.34694	2.52437
0.55381	0.33858	2.55165
0.55550	0.33064	2.57856
0.55719	0.32310	2.60511
0.55888	0.31594	2.63131
0.56057	0.30912	2.65718
0.56225	0.30263	2.68272
0.56394	0.29646	2.70794
0.56563	0.29057	2.73285
0.56732	0.28495	2.75747
0.56901	0.27960	2.78181
0.57070	0.27448	2.80586
0.57239	0.26960	2.82965
0.57408	0.26493	2.85318
0.57577	0.26046	2.87646
0.57746	0.25619	2.89950
0.57915	0.25210	2.92230
0.58084	0.24818	2.94488
0.58253	0.24443	2.96724
0.58422	0.24083	2.98938
0.58591	0.23739	3.01132
0.58760	0.23408	3.03306
0.58929	0.23090	3.05461
0.59098	0.22786	3.07597
0.59267	0.22493	3.09715
0.59436	0.22212	3.11815
0.59605	0.21942	3.13898
0.59774	0.21683	3.15965
0.59943	0.21434	3.18016
0.60112	0.21194	3.20051
0.60281	0.20963	3.22071
0.60450	0.20741	3.24077
0.60619	0.20528	3.26068
0.60788	0.20322	3.28045
0.60957	0.20124	3.30009
0.61126	0.19934	3.31960
0.61295	0.19750	3.33898
0.61464	0.19574	3.35824
0.61633	0.19404	3.37738
0.61801	0.19240	3.39640
0.61970	0.19082	3.41531
0.62139	0.18930	3.43410
0.62308	0.18783	3.45279
0.62477	0.18642	3.47138
0.62646	0.18506	3.48986
0.62815	0.18375	3.50824
0.62984	0.18249	3.52653
0.63153	0.18127	3.54472
0.63322	0.18009	3.56282
0.63491	0.17896	3.58082
0.63660	0.17787	3.59874
0.63829	0.17682	3.61658
0.63998	0.17581	3.63433
0.64167	0.17484	3.65200
0.64336	0.17390	3.66959
0.64505	0.17299	3.68710
0.64674	0.17212	3.70454
0.64843	0.17129	3.72190
0.65012	0.17048	3.73919
0.65181	0.16970	3.75641
0.65350	0.16896	3.77356
0.65519	0.16824	3.79065
0.65688	0.16755	3.80766
0.65857	0.16688	3.82462
0.66026	0.16624	3.84150
0.66195	0.16563	3.85833
0.66364	0.16504	3.87510
0.66533	0.16447	3.89180
0.66702	0.16393	3.90845
0.66871	0.16341	3.92505
0.67040	0.16291	3.94158
0.67209	0.16244	3.95806
0.67378	0.16198	3.97449
0.67546	0.16154	3.99087
0.67715	0.16112	4.00719
0.67884	0.16073	4.02347
0.68053	0.16035	4.03970
0.68222	0.15998	4.05587
0.68391	0.15964	4.07200
0.68560	0.15931	4.08809
0.68729	0.15900	4.10413
0.68898	0.15870	4.12012
0.69067	0.15842	4.13607
0.69236	0.15815	4.15198
0.69405	0.15790	4.16784
0.69574	0.15767	4.18367
0.69743	0.15744	4.19945
0.69912	0.15724	4.21519
0.70081	0.15704	4.23090
0.70250	0.15686	4.24657
0.70419	0.15669	4.26219
0.70588	0.15653	4.27779
0.70757	0.15639	4.29334
0.70926	0.15626	4.30886
0.71095	0.15614	4.32434
0.71264	0.15603	4.33979
0.71433	0.15593	4.35521
0.71602	0.15584	4.37059
0.71771	0.15576	4.38594
0.71940	0.15570	4.40126
0.72109	0.15564	4.41654
0.72278	0.15559	4.43180
0.72447	0.15556	4.44702
0.72616	0.15553	4.46222
0.72785	0.15551	4.47738
0.72954	0.15550	4.49251
0.73122	0.15550	4.50762
0.73291	0.15551	4.52270
0.73460	0.15553	4.53775
0.73629	0.15555	4.55277
0.73798	0.15559	4.56777
0.73967	0.15563	4.58274
0.74136	0.15568	4.59768
0.74305	0.15574	4.61260
0.74474	0.15580	4.62749
0.74643	0.15588	4.64236
0.74812	0.15596	4.65720
0.74981	0.15604	4.67202
0.75150	0.15614	4.68681
0.75319	0.15624	4.70158
0.75488	0.15635	4.71633
0.75657	0.15646	4.73106
0.75826	0.15658	4.74576
0.75995	0.15671	4.76044
0.76164	0.15685	4.77510
0.76333	0.15699	4.78974
0.76502	0.15713	4.80436
0.76671	0.15729	4.81895
0.76840	0.15744	4.83353
0.77009	0.15761	4.84808
0.77178	0.15778	4.86261
0.77347	0.15795	4.87713
0.77516	0.15814	4.89162
0.77685	0.15832	4.90610
0.77854	0.15851	4.92056
0.78023	0.15871	4.93500
0.78192	0.15891	4.94942
0.78361	0.15912	4.96382
0.78530	0.15934	4.97820
0.78699	0.15955	4.99257
0.78867	0.15978	5.00692
0.79036	0.16000	5.02125
0.79205	0.16024	5.03556
0.79374	0.16047	5.04986
0.79543	0.16071	5.06414
0.79712	0.16096	5.07840
0.79881	0.16121	5.09265
0.80050	0.16146	5.10689
0.80219	0.16172	5.12110
0.80388	0.16199	5.13530
0.80557	0.16226	5.14949
0.80726	0.16253	5.16366
0.80895	0.16280	5.17781
0.81064	0.16308	5.19195
0.81233	0.16337	5.20608
0.81402	0.16366	5.22019
0.81571	0.16395	5.23429
0.81740	0.16424	5.24837
0.81909	0.16454	5.26244
0.82078	0.16485	5.27649
0.82247	0.16515	5.29054
0.82416	0.16546	5.30456
0.82585	0.16578	5.31858
0.82754	0.16610	5.33258
0.82923	0.16642	5.34657
0.83092	0.16674	5.36054
0.83261	0.16707	5.37451
0.83430	0.16740	5.38846
0.83599	0.16774	5.40239
0.83768	0.16808	5.41632
0.83937	0.16842	5.43023
0.84106	0.16877	5.44414
0.84275	0.16911	5.45802
0.84443	0.16947	5.47190
0.84612	0.16982	5.48577
0.84781	0.17018	5.49962
0.84950	0.17054	5.51347
0.85119	0.17090	5.52730
0.85288	0.17127	5.54112
0.85457	0.17164	5.55493
0.85626	0.17201	5.56873
0.85795	0.17239	5.58252
0.85964	0.17277	5.59629
0.86133	0.17315	5.61006
0.86302	0.17353	5.62382
0.86471	0.17392	5.63756
0.86640	0.17431	5.65130
0.86809	0.17471	5.66503
0.86978	0.17510	5.67874
0.87147	0.17550	5.69245
0.87316	0.17590	5.70614
0.87485	0.17630	5.71983
0.87654	0.17671	5.73351
0.87823	0.17712	5.74717
0.87992	0.17753	5.76083
0.88161	0.17795	5.77448
0.88330	0.17836	5.78812
0.88499	0.17878	5.80175
0.88668	0.17920	5.81537
0.88837	0.17963	5.82898
0.89006	0.18006	5.84259
0.89175	0.18048	5.85618
0.89344	0.18092	5.86977
0.89513	0.18135	5.88335
0.89682	0.18179	5.89691
0.89851	0.18223	5.91047
0.90020	0.18267	5.92403
0.90188	0.18311	5.93757
0.90357	0.18356	5.95111
0.90526	0.18400	5.96463
0.90695	0.18445	5.97815
0.90864	0.18491	5.99166
0.91033	0.18536	6.00517
0.91202	0.18582	6.01866
