Refractive index of gold at +52K
lambda [um]	n	k
0.55043	0.34386	2.48180
0.55212	0.33554	2.50955
0.55381	0.32764	2.53690
0.55550	0.32014	2.56388
0.55719	0.31302	2.59048
0.55888	0.30624	2.61673
0.56057	0.29979	2.64263
0.56225	0.29364	2.66819
0.56394	0.28779	2.69343
0.56563	0.28220	2.71836
0.56732	0.27687	2.74300
0.56901	0.27178	2.76733
0.57070	0.26692	2.79139
0.57239	0.26227	2.81518
0.57408	0.25783	2.83870
0.57577	0.25357	2.86198
0.57746	0.24950	2.88500
0.57915	0.24560	2.90779
0.58084	0.24186	2.93035
0.58253	0.23827	2.95269
0.58422	0.23483	2.97481
0.58591	0.23153	2.99673
0.58760	0.22837	3.01844
0.58929	0.22533	3.03996
0.59098	0.22241	3.06129
0.59267	0.21960	3.08244
0.59436	0.21690	3.10341
0.59605	0.21431	3.12421
0.59774	0.21182	3.14484
0.59943	0.20942	3.16531
0.60112	0.20711	3.18562
0.60281	0.20489	3.20578
0.60450	0.20275	3.22580
0.60619	0.20069	3.24567
0.60788	0.19871	3.26540
0.60957	0.19680	3.28499
0.61126	0.19496	3.30446
0.61295	0.19318	3.32379
0.61464	0.19147	3.34300
0.61633	0.18983	3.36209
0.61801	0.18824	3.38107
0.61970	0.18671	3.39993
0.62139	0.18523	3.41867
0.62308	0.18381	3.43731
0.62477	0.18244	3.45584
0.62646	0.18112	3.47427
0.62815	0.17984	3.49260
0.62984	0.17861	3.51083
0.63153	0.17743	3.52897
0.63322	0.17628	3.54701
0.63491	0.17518	3.56496
0.63660	0.17412	3.58283
0.63829	0.17309	3.60060
0.63998	0.17211	3.61830
0.64167	0.17115	3.63591
0.64336	0.17023	3.65344
0.64505	0.16935	3.67089
0.64674	0.16850	3.68827
0.64843	0.16767	3.70557
0.65012	0.16688	3.72280
0.65181	0.16612	3.73996
0.65350	0.16539	3.75705
0.65519	0.16468	3.77406
0.65688	0.16400	3.79102
0.65857	0.16334	3.80791
0.66026	0.16271	3.82473
0.66195	0.16211	3.84149
0.66364	0.16153	3.85819
0.66533	0.16097	3.87483
0.66702	0.16043	3.89142
0.66871	0.15992	3.90794
0.67040	0.15942	3.92441
0.67209	0.15895	3.94082
0.67378	0.15849	3.95718
0.67546	0.15806	3.97349
0.67715	0.15764	3.98975
0.67884	0.15724	4.00595
0.68053	0.15686	4.02211
0.68222	0.15650	4.03822
0.68391	0.15615	4.05428
0.68560	0.15582	4.07029
0.68729	0.15551	4.08626
0.68898	0.15521	4.10218
0.69067	0.15493	4.11806
0.69236	0.15466	4.13389
0.69405	0.15440	4.14969
0.69574	0.15416	4.16544
0.69743	0.15393	4.18115
0.69912	0.15372	4.19682
0.70081	0.15352	4.21245
0.70250	0.15333	4.22804
0.70419	0.15316	4.24359
0.70588	0.15299	4.25911
0.70757	0.15284	4.27459
0.70926	0.15270	4.29003
0.71095	0.15257	4.30544
0.71264	0.15246	4.32082
0.71433	0.15235	4.33615
0.71602	0.15225	4.35146
0.71771	0.15217	4.36673
0.71940	0.15209	4.38197
0.72109	0.15203	4.39718
0.72278	0.15197	4.41236
0.72447	0.15193	4.42751
0.72616	0.15189	4.44262
0.72785	0.15186	4.45771
0.72954	0.15184	4.47276
0.73122	0.15183	4.48779
0.73291	0.15183	4.50279
0.73460	0.15184	4.51776
0.73629	0.15185	4.53271
0.73798	0.15187	4.54762
0.73967	0.15190	4.56251
0.74136	0.15194	4.57738
0.74305	0.15199	4.59221
0.74474	0.15204	4.60703
0.74643	0.15210	4.62181
0.74812	0.15217	4.63658
0.74981	0.15224	4.65131
0.75150	0.15233	4.66603
0.75319	0.15242	4.68072
0.75488	0.15251	4.69539
0.75657	0.15261	4.71003
0.75826	0.15272	4.72465
0.75995	0.15284	4.73925
0.76164	0.15296	4.75383
0.76333	0.15308	4.76838
0.76502	0.15322	4.78292
0.76671	0.15336	4.79743
0.76840	0.15350	4.81193
0.77009	0.15365	4.82640
0.77178	0.15381	4.84085
